	Opt.	CR	FP
X^2	1	10	8

X^0	2	270	268
X^1	0	304	300
X^2	0	289	287

X^0	2	44	40
X^1	2	47	42
X^2	2	28	21

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	1	1	1
X^1	3	3	3
X^2	4	4	4

X^0	2	8	3
X^1	1	7	1
X^2	1	5	4

X^0	2	4	3
X^1	1	7	5
X^2	2	5	4

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	3	3	3
X^1	1	1	1
X^2	0	0	0

X^0	2	9	5
X^1	1	2	1
X^2	1	7	5

X^0	6	10	6
X^1	2	3	2
X^2	0	1	0

X^0	6	338	334
X^1	1	337	333
X^2	3	339	334

X^0	3	3	3
X^1	1	1	1
X^2	2	2	2

X^0	1	4	1
X^1	1	3	1
X^2	1	3	1

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	4	4	4
X^1	0	4	0
X^2	4	8	4

X^0	1	58	54
X^1	2	75	74
X^2	2	63	61

X^0	0	9	8
X^1	0	1	0
X^2	0	0	0

X^0	3	31	28
X^1	2	32	29
X^2	1	20	17

X^0	3	3	3
X^1	2	2	2
X^2	2	2	2

X^0	1	1	1
X^1	6	6	6
X^2	0	0	0

X^0	0	18	8
X^1	0	18	14
X^2	0	11	4

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	9	9	9
X^1	0	0	0
X^2	0	0	0

X^0	3	3	3
X^1	3	3	3
X^2	3	3	3

X^0	3	9	6
X^1	2	11	7
X^2	0	6	2

X^0	2	5	2
X^1	5	10	7
X^2	0	5	0

X^0	4	6	4
X^1	0	3	1
X^2	1	3	1

X^0	0	165	161
X^1	0	165	160
X^2	0	83	78

X^0	4	4	4
X^1	4	5	4
X^2	0	6	1

X^0	0	7	2
X^1	9	18	17
X^2	0	8	3

X^0	1	10	6
X^1	1	10	9
X^2	1	5	3

X^0	0	2	0
X^1	0	5	3
X^2	0	0	0

X^0	2	6	3
X^1	3	6	3
X^2	1	3	1

X^0	2	2	2
X^1	1	1	1
X^2	2	2	2

X^0	0	5	0
X^1	0	8	1
X^2	0	0	0

X^0	2	8	3
X^1	0	4	0
X^2	0	3	0

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	1	15	7
X^1	0	11	4
X^2	0	1	0

X^0	0	4	1
X^1	0	3	2
X^2	2	4	3

X^0	2	2	2
X^1	1	2	1
X^2	1	3	1

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	1	1	1
X^1	0	0	0
X^2	3	3	3

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	3	11	4
X^1	2	10	4
X^2	0	0	0

X^0	2	24	22
X^1	2	21	14
X^2	7	31	29

X^0	3	8	5
X^1	2	3	2
X^2	2	2	2

X^0	1	1	1
X^1	0	0	0
X^2	1	3	2

X^0	2	2	2
X^1	1	6	4
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	2	2	2

X^0	1	2	1
X^1	1	2	1
X^2	0	9	6

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	2	34	33
X^1	2	34	33
X^2	0	17	16

X^0	1	6	1
X^1	1	3	1
X^2	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	0	2	0

X^0	4	4	4
X^1	3	3	3
X^2	5	5	5

X^0	2	13	8
X^1	1	16	15
X^2	1	9	8

X^0	3	3	3
X^1	4	4	4
X^2	2	2	2

X^0	3	3	3
X^1	1	1	1
X^2	0	2	0

X^0	2	6	4
X^1	2	15	14
X^2	1	10	9

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1

X^0	3	3	3
X^1	0	0	0
X^2	0	0	0

X^0	4	4	4
X^1	4	4	4
X^2	4	4	4

X^0	3	4	3
X^1	3	3	3
X^2	4	4	4

X^0	3	21	17
X^1	0	16	13
X^2	0	9	6

X^0	1	1	1
X^1	7	7	7
X^2	0	0	0

X^0	1	8	8
X^1	1	8	7
X^2	0	10	10

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	1	1
X^1	6	6	6
X^2	1	1	1

X^0	0	0	0
X^1	0	0	0
X^2	0	1	0

X^0	2	2	2
X^1	3	15	13
X^2	2	13	11

X^0	1	3	1
X^1	0	2	0
X^2	0	0	0

X^0	1	7	3
X^1	1	7	4
X^2	0	4	1

X^0	0	1	0
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	5	1
X^1	1	6	4
X^2	1	1	1

X^0	1	5	4
X^1	3	5	3
X^2	1	2	1

X^0	1	3	1
X^1	1	1	1
X^2	1	1	1

X^0	3	8	4
X^1	1	5	1
X^2	0	3	0

X^0	2	3	2
X^1	1	3	1
X^2	2	5	2

X^0	5	5	5
X^1	2	2	2
X^2	1	1	1

X^0	0	10	7
X^1	0	9	6
X^2	0	5	3

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	2	9	7
X^1	0	3	0
X^2	0	0	0

X^0	0	2	0
X^1	0	1	0
X^2	1	2	1

X^0	1	9	7
X^1	2	17	15
X^2	0	13	8

X^0	1	3	1
X^1	0	2	1
X^2	0	0	0

X^0	4	5	4
X^1	1	1	1
X^2	0	0	0

X^0	2	13	10
X^1	2	8	5
X^2	2	2	2

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	2	89	87
X^1	1	92	90
X^2	1	89	87

X^0	2	2	2
X^1	2	2	2
X^2	3	13	10

X^0	2	2	2
X^1	1	1	1
X^2	2	3	2

X^0	1	1	1
X^1	3	3	3
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0

X^0	4	4	4
X^1	2	4	2
X^2	1	1	1

X^0	1	1	1
X^1	1	3	1
X^2	1	1	1

X^0	1	9	4
X^1	3	11	10
X^2	0	2	0

X^0	3	3	3
X^1	1	1	1
X^2	0	0	0

X^0	4	4	4
X^1	1	1	1
X^2	1	1	1

X^0	1	32	26
X^1	1	38	34
X^2	1	26	22

X^0	3	3	3
X^1	3	3	3
X^2	0	0	0

X^0	3	4	3
X^1	3	3	3
X^2	3	3	3

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	1	7	7
X^1	0	6	4
X^2	0	3	3

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	8	5
X^1	1	8	4
X^2	1	1	1

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	6	8	6
X^1	6	6	6
X^2	1	7	1

X^0	1	1	1
X^1	2	2	2
X^2	1	2	1

X^0	2	5	3
X^1	1	2	1
X^2	1	1	1

X^0	0	1	0
X^1	0	1	0
X^2	4	5	4

X^0	2	236	228
X^1	7	7	7
X^2	0	118	111

X^0	4	4	4
X^1	1	1	1
X^2	0	0	0

X^0	1	11	5
X^1	4	13	9
X^2	1	6	3

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	1	32	30
X^1	1	34	32
X^2	1	22	19

X^0	1	1	1
X^1	8	8	8
X^2	0	0	0

X^0	3	3	3
X^1	0	0	0
X^2	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	2	2	2
X^1	4	4	4
X^2	0	0	0

X^0	1	1	1
X^1	3	3	3
X^2	1	1	1

X^0	1	20	13
X^1	1	9	6
X^2	1	2	1

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	2	1
X^1	5	5	5
X^2	0	0	0

X^0	1	1	1
X^1	2	2	2
X^2	1	1	1

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	1	16	13
X^1	1	15	11
X^2	2	12	8

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2

X^0	2	6	3
X^1	2	5	3
X^2	1	3	1

X^0	5	11	6
X^1	1	3	1
X^2	0	1	0

X^0	1	1	1
X^1	0	0	0
X^2	2	2	2

X^0	3	3	3
X^1	5	5	5
X^2	0	0	0

X^0	2	2	2
X^1	8	8	8
X^2	2	4	2

X^0	5	8	6
X^1	1	8	7
X^2	1	4	1

X^0	2	61	56
X^1	1	61	56
X^2	1	66	62

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	1	2	1
X^1	3	5	3
X^2	1	4	1

X^0	1	10	6
X^1	1	11	11
X^2	1	9	9

X^0	1	5	4
X^1	1	6	3
X^2	1	4	3

X^0	3	9	5
X^1	3	10	4
X^2	1	9	5

X^0	1	8	6
X^1	1	8	6
X^2	2	7	5

X^0	0	2	0
X^1	2	4	2
X^2	3	8	5

X^0	1	1	1
X^1	1	1	1
X^2	4	4	4

X^0	1	1	1
X^1	1	1	1
X^2	3	3	3

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	2	2	2
X^1	3	3	3
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2

X^0	0	2	2
X^1	1	3	3
X^2	1	2	1

X^0	2	34	26
X^1	1	46	44
X^2	1	17	15

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	5	5	5
X^1	0	0	0
X^2	0	0	0

X^0	3	3	3
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	1	1	1

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2

X^0	2	2	2
X^1	1	1	1
X^2	0	1	0

X^0	1	1	1
X^1	5	5	5
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0

X^0	4	4	4
X^1	4	4	4
X^2	0	0	0

X^0	3	3	3
X^1	0	0	0
X^2	2	2	2

X^0	4	6165	400
X^1	4	6167	400
X^2	0	6165	400

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	1	16	13
X^1	0	15	12
X^2	0	10	6

X^0	1	1	1
X^1	4	4	4
X^2	0	0	0

X^0	4	6	4
X^1	2	4	2
X^2	0	1	0

X^0	3	3	3
X^1	4	4	4
X^2	1	1	1

X^0	4	5	4
X^1	1	2	1
X^2	0	5	2

X^0	4	4	4
X^1	1	1	1
X^2	4	7	6

X^0	1	6	5
X^1	1	1	1
X^2	1	1	1

X^0	2	8	2
X^1	4	4	4
X^2	2	5	2

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	3	4	3
X^1	1	3	1
X^2	2	2	2

X^0	2	2	2
X^1	1	1	1
X^2	2	2	2

X^0	2	2	2
X^1	2	2	2
X^2	0	3	1

X^0	5	6	5
X^1	0	1	0
X^2	0	0	0

X^0	1	3	1
X^1	0	1	0
X^2	0	0	0

X^0	1	2	1
X^1	1	2	1
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	2	2	2

X^0	3	5	3
X^1	3	3	3
X^2	0	4	0

X^0	0	1	0
X^1	1	1	1
X^2	1	1	1

X^0	3	12	7
X^1	2	10	8
X^2	0	7	3

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	3	3	3
X^1	6	6	6
X^2	2	2	2

X^0	2	2	2
X^1	0	0	0
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	5	5	5

X^0	4	4	4
X^1	0	0	0
X^2	4	4	4

X^0	0	1392	1098
X^1	0	1394	400
X^2	0	700	400

X^0	2	10	7
X^1	2	2	2
X^2	2	2	2

X^0	0	5	3
X^1	2	3	2
X^2	0	1	0

X^0	2	2	2
X^1	2	2	2
X^2	0	1	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0

X^0	3	6	3
X^1	3	6	3
X^2	3	10	3

X^0	1	1	1
X^1	3	3	3
X^2	2	2	2

X^0	1	8	7
X^1	0	7	4
X^2	0	0	0

X^0	2	15	9
X^1	3	12	10
X^2	2	2	2

X^0	2	37	33
X^1	2	36	29
X^2	0	30	27

X^0	1	29	29
X^1	3	31	30
X^2	0	16	16

X^0	1	1	1
X^1	1	2	1
X^2	2	6	4

X^0	1	6	3
X^1	0	1	0
X^2	0	7	4

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	1	1	1
X^1	4	4	4
X^2	1	1	1

X^0	1	1	1
X^1	0	1	0
X^2	2	2	2

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	3	13	11
X^1	0	3	0
X^2	0	2	0

X^0	0	0	0
X^1	0	0	0
X^2	4	5	5

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2

X^0	1	1	1
X^1	0	0	0
X^2	3	3	3

X^0	0	4	2
X^1	0	9	7
X^2	1	8	7

X^0	2	2	2
X^1	2	2	2
X^2	1	1	1

X^0	3	3	3
X^1	4	4	4
X^2	1	1	1

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0

X^0	1	7	6
X^1	1	7	6
X^2	5	10	7

X^0	0	12	9
X^1	0	12	8
X^2	1	9	5

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	3	5	3
X^1	3	7	4
X^2	3	3	3

X^0	1	1	1
X^1	0	0	0
X^2	1	2	1

X^0	3	3	3
X^1	1	1	1
X^2	1	1	1

X^0	3	3	3
X^1	2	2	2
X^2	0	0	0

X^0	2	2	2
X^1	0	0	0
X^2	0	0	0

X^0	2	5	3
X^1	2	5	2
X^2	0	4	3

X^0	3	3	3
X^1	1	1	1
X^2	1	1	1

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	0	0	0
X^1	4	4	4
X^2	0	0	0

X^0	4	4	4
X^1	4	4	4
X^2	0	0	0

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	4	12	8
X^1	2	12	5
X^2	0	12	6

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1

X^0	3	3	3
X^1	0	0	0
X^2	3	3	3

X^0	5	26	18
X^1	0	12	7
X^2	0	3	0

X^0	3	6	3
X^1	3	3	3
X^2	3	3	3

X^0	1	24	23
X^1	1	29	25
X^2	2	27	22

X^0	1	5	3
X^1	2	10	8
X^2	0	5	3

X^0	2	8	2
X^1	0	7	1
X^2	0	2	0

X^0	1	7	6
X^1	0	7	6
X^2	1	5	3

X^0	4	4	4
X^1	1	1	1
X^2	2	2	2

X^0	3	14	13
X^1	0	13	11
X^2	1	8	6

X^0	1	1	1
X^1	0	0	0
X^2	2	2	2

X^0	0	154	149
X^1	0	135	130
X^2	4	155	149

X^0	2	2	2
X^1	6	6	6
X^2	0	0	0

X^0	1	1	1
X^1	1	3	1
X^2	1	1	1

X^0	1	1	1
X^1	2	2	2
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	0	1	0

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	1	7	5
X^1	1	5	4
X^2	0	0	0

X^0	4	6	4
X^1	4	4	4
X^2	0	0	0

X^0	1	2	1
X^1	1	1	1
X^2	1	1	1

X^0	3	3	3
X^1	1	1	1
X^2	2	2	2

X^0	0	3	2
X^1	0	0	0
X^2	0	1	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	5	5	5
X^1	5	5	5
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2

X^0	2	22	14
X^1	2	22	14
X^2	3	16	6

X^0	2	20	18
X^1	2	2	2
X^2	1	16	14

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	0	5	0
X^1	0	1	0
X^2	0	2	0

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0

X^0	0	8	7
X^1	1	11	10
X^2	0	5	3

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	1	1	1
X^1	1	1	1
X^2	5	5	5

X^0	1	5	3
X^1	1	3	1
X^2	0	5	2

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	0	3	2
X^1	0	3	1
X^2	2	3	2

X^0	1	1	1
X^1	3	3	3
X^2	1	1	1

X^0	4	4	4
X^1	4	4	4
X^2	0	0	0

X^0	3	10	7
X^1	3	3	3
X^2	3	9	5

X^0	2	9	6
X^1	2	8	5
X^2	0	8	5

X^0	2	2	2
X^1	1	1	1
X^2	4	4	4

X^0	0	12	6
X^1	0	12	6
X^2	0	10	0

X^0	1	59	56
X^1	2	68	66
X^2	2	34	32

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	6	6	6

X^0	0	1	0
X^1	0	0	0
X^2	1	1	1

X^0	2	43	40
X^1	2	43	41
X^2	0	34	31

X^0	1	4	1
X^1	2	2	2
X^2	3	3	3

X^0	0	0	0
X^1	1	1	1
X^2	0	0	0

X^0	1	1	1
X^1	1	5	2
X^2	0	0	0

X^0	2	3	2
X^1	2	2	2
X^2	2	2	2

X^0	5	7	5
X^1	6	6	6
X^2	4	4	4

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1

X^0	2	2	2
X^1	0	0	0
X^2	0	0	0

X^0	4	4	4
X^1	0	0	0
X^2	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	18	10
X^1	1	14	5
X^2	0	18	11

X^0	1	20	18
X^1	2	15	13
X^2	0	6	5

X^0	3	5	3
X^1	4	6	4
X^2	0	6	4

X^0	4	36	27
X^1	0	30	22
X^2	5	23	20

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	1	1	1
X^1	0	0	0
X^2	1	1	1

X^0	0	10	4
X^1	4	17	14
X^2	3	13	11

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	0	6	4
X^1	0	11	9
X^2	0	6	4

X^0	4	6	4
X^1	1	4	1
X^2	2	4	2

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	1	3	1
X^1	3	3	3
X^2	3	3	3

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0

X^0	6	10	6
X^1	1	6	1
X^2	6	10	6

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	4	4	4
X^1	5	5	5
X^2	1	1	1

X^0	2	9	4
X^1	1	3	1
X^2	0	0	0

X^0	3	3	3
X^1	1	1	1
X^2	2	3	2

X^0	4	4	4
X^1	2	2	2
X^2	0	0	0

X^0	3	3	3
X^1	1	1	1
X^2	2	6	3

X^0	4	4	4
X^1	1	1	1
X^2	1	3	1

X^0	3	6	3
X^1	2	6	2
X^2	0	0	0

X^0	0	2	0
X^1	2	2	2
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	0	0	0
X^2	0	0	0

X^0	7	7	7
X^1	0	0	0
X^2	0	0	0

X^0	1	6	1
X^1	0	5	0
X^2	2	7	2

X^0	3	3	3
X^1	1	1	1
X^2	2	2	2

X^0	1	1	1
X^1	2	2	2
X^2	1	1	1

X^0	0	9	7
X^1	0	6	2
X^2	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0

X^0	2	11	9
X^1	2	2	2
X^2	0	0	0

X^0	4	4	4
X^1	1	1	1
X^2	0	0	0

X^0	3	29	23
X^1	1	28	24
X^2	1	15	12

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	1	90	86
X^1	1	90	86
X^2	0	48	42

X^0	2	9	7
X^1	2	12	10
X^2	1	14	6

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	2	63	57
X^1	2	68	60
X^2	1	44	39

X^0	2	5	4
X^1	1	8	7
X^2	0	2	0

X^0	1	3	1
X^1	2	6	3
X^2	0	2	0

X^0	0	2	0
X^1	3	3	3
X^2	0	4	0

X^0	1	7	6
X^1	1	7	4
X^2	0	7	6

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	1	8	7
X^1	0	6	4
X^2	0	3	0

X^0	3	3	3
X^1	1	1	1
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	1	1	1

X^0	1	6	1
X^1	4	8	4
X^2	3	5	3

X^0	1	2	1
X^1	1	1	1
X^2	1	1	1

X^0	1	4	3
X^1	0	0	0
X^2	0	0	0

X^0	2	11	9
X^1	1	10	9
X^2	1	5	3

X^0	4	5	4
X^1	0	5	1
X^2	4	10	5

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1

X^0	1	28	23
X^1	1	26	25
X^2	1	18	17

X^0	3	8	5
X^1	2	7	6
X^2	4	6	5

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	2	2	2
X^1	0	0	0
X^2	4	4	4

X^0	2	6	2
X^1	3	7	3
X^2	0	3	0

X^0	0	5	1
X^1	0	1	0
X^2	0	0	0

X^0	1	1	1
X^1	2	2	2
X^2	0	0	0

X^0	8	8	8
X^1	3	3	3
X^2	4	4	4

X^0	1	27	26
X^1	1	27	20
X^2	0	19	17

X^0	1	1	1
X^1	2	2	2
X^2	0	0	0

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	3	3	3
X^2	1	1	1

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0

X^0	6	7	6
X^1	5	5	5
X^2	3	3	3

X^0	0	5	3
X^1	0	2	0
X^2	0	5	3

X^0	2	3	2
X^1	1	2	1
X^2	1	1	1

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0

X^0	1	7	4
X^1	2	6	3
X^2	1	4	1

X^0	2	2	2
X^1	2	3	2
X^2	0	0	0

X^0	2	4	2
X^1	2	3	2
X^2	4	8	4

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	3	3	3
X^1	2	2	2
X^2	2	2	2

X^0	1	1	1
X^1	2	2	2
X^2	1	1	1

X^0	0	2	0
X^1	6	6	6
X^2	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	0	1	0

X^0	4	4	4
X^1	4	4	4
X^2	2	2	2

X^0	1	4	3
X^1	4	5	4
X^2	0	1	0

X^0	1	3	1
X^1	1	4	1
X^2	1	3	2

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1

X^0	0	14	13
X^1	0	14	14
X^2	0	12	8

X^0	2	35	33
X^1	1	35	30
X^2	0	22	20

X^0	1	1	1
X^1	2	2	2
X^2	1	1	1

X^0	1	10	5
X^1	3	12	6
X^2	0	7	1

X^0	2	5	2
X^1	1	6	4
X^2	0	5	3

X^0	2	12	11
X^1	1	1	1
X^2	3	12	11

X^0	3	8	5
X^1	3	3	3
X^2	2	2	2

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0

X^0	0	8	4
X^1	1	12	8
X^2	0	7	3

X^0	2	11	8
X^1	2	12	9
X^2	5	10	7

X^0	0	0	0
X^1	0	0	0
X^2	5	5	5

X^0	2	6	4
X^1	2	4	2
X^2	2	2	2

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1

X^0	3	24	16
X^1	3	28	17
X^2	1	18	8

X^0	4	13	7
X^1	4	7	4
X^2	4	4	4

X^0	2	3	2
X^1	1	2	1
X^2	0	0	0

X^0	3	3	3
X^1	0	0	0
X^2	2	2	2

X^0	2	7	6
X^1	1	7	5
X^2	1	4	3

X^0	2	2	2
X^1	2	2	2
X^2	6	6	6

