	Opt.	CR	FP
X^1	0	1	0
X^2	1	1	1
X^3	0	0	0

X^0	3	5	3
X^1	4	6	4
X^2	4	4	4
X^3	2	5	2

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0
X^3	1	1	1

X^0	2	2	2
X^1	2	2	2
X^2	8	8	8
X^3	2	2	2

X^0	2	15	9
X^1	2	15	10
X^2	1	11	8
X^3	0	7	6

X^0	4	13	7
X^1	4	13	7
X^2	4	13	7
X^3	1	11	6

X^0	3	9	3
X^1	2	7	4
X^2	2	7	4
X^3	1	8	5

X^0	3	20	15
X^1	5	10	8
X^2	1	15	14
X^3	1	1	1

X^0	2	2	2
X^1	2	3	2
X^2	2	2	2
X^3	1	3	1

X^0	2	16	10
X^1	0	15	10
X^2	0	18	7
X^3	0	10	6

X^0	2	5	2
X^1	1	2	1
X^2	1	1	1
X^3	4	9	5

X^0	2	129	109
X^1	2	130	105
X^2	2	100	99
X^3	0	83	81

X^0	2	14	7
X^1	1	10	4
X^2	1	6	4
X^3	0	5	4

X^0	3	20	14
X^1	4	18	14
X^2	2	17	13
X^3	5	24	19

X^0	3	3	3
X^1	3	4	3
X^2	1	3	1
X^3	0	2	1

X^0	2	23	19
X^1	2	19	13
X^2	1	9	5
X^3	0	0	0

X^0	2	5	2
X^1	3	4	3
X^2	2	3	2
X^3	0	1	0

X^0	2	9	2
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	5	5	5
X^1	2	2	2
X^2	2	2	2
X^3	2	2	2

X^0	1	14	4
X^1	0	14	6
X^2	0	10	7
X^3	0	8	4

X^0	2	2	2
X^1	0	0	0
X^2	3	3	3
X^3	0	0	0

X^0	3	5	3
X^1	2	2	2
X^2	0	0	0
X^3	3	3	3

X^0	5	9	5
X^1	5	7	5
X^2	8	8	8
X^3	4	4	4

X^0	2	6	3
X^1	2	6	4
X^2	2	5	2
X^3	2	2	2

X^0	2	4	2
X^1	1	4	2
X^2	3	6	4
X^3	0	3	1

X^0	3	4	3
X^1	2	2	2
X^2	2	2	2
X^3	2	2	2

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	3	3	3

X^0	0	3	0
X^1	3	5	3
X^2	0	0	0
X^3	0	0	0

X^0	7	9	7
X^1	9	11	9
X^2	6	6	6
X^3	6	8	6

X^0	2	19	9
X^1	2	16	3
X^2	2	10	4
X^3	0	9	4

X^0	1	1	1
X^1	1	3	1
X^2	1	3	2
X^3	1	1	1

X^0	3	3	3
X^1	3	4	3
X^2	3	3	3
X^3	1	2	1

X^0	3	60	36
X^1	3	38	34
X^2	1	25	21
X^3	1	1	1

X^0	6	6	6
X^1	2	2	2
X^2	1	1	1
X^3	2	2	2

X^0	4	10	4
X^1	2	13	9
X^2	1	9	5
X^3	2	8	6

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0
X^3	0	1	0

X^0	3	106	58
X^1	3	120	73
X^2	6	71	66
X^3	1	59	50

X^0	2	8	6
X^1	3	11	9
X^2	1	7	6
X^3	5	13	12

X^0	2	77	34
X^1	2	78	36
X^2	2	43	41
X^3	1	43	41

X^0	1	5	2
X^1	1	4	1
X^2	1	2	1
X^3	0	1	0

X^0	1	16	12
X^1	2	19	15
X^2	2	15	10
X^3	1	1	1

X^0	1	32	30
X^1	0	31	30
X^2	0	25	24
X^3	0	17	17

X^0	5	291	204
X^1	3	287	187
X^2	1	189	185
X^3	1	103	99

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	0	1	0
X^1	5	10	8
X^2	2	5	3
X^3	1	7	6

X^0	2	2	2
X^1	4	4	4
X^2	0	0	0
X^3	0	0	0

X^0	5	13	8
X^1	2	6	2
X^2	2	5	2
X^3	1	6	1

X^0	1	2	1
X^1	1	2	1
X^2	2	4	3
X^3	1	1	1

X^0	2	2	2
X^1	3	10	5
X^2	1	4	1
X^3	0	3	2

X^0	0	3	0
X^1	0	2	0
X^2	0	1	0
X^3	0	0	0

X^0	3	4	3
X^1	4	5	4
X^2	1	1	1
X^3	2	2	2

X^0	1	23	18
X^1	0	23	21
X^2	0	26	25
X^3	0	0	0

X^0	2	3	2
X^1	2	2	2
X^2	2	2	2
X^3	0	0	0

X^0	3	7	5
X^1	1	7	1
X^2	0	2	0
X^3	0	6	5

X^0	6	6	6
X^1	1	1	1
X^2	1	1	1
X^3	2	2	2

X^0	4	4	4
X^1	4	4	4
X^2	2	2	2
X^3	0	0	0

X^0	4	5	4
X^1	4	4	4
X^2	4	4	4
X^3	4	4	4

X^0	0	4	0
X^1	0	2	0
X^2	2	2	2
X^3	1	3	1

X^0	2	9	2
X^1	2	4	2
X^2	1	6	1
X^3	2	2	2

X^0	0	9	0
X^1	0	10	4
X^2	0	8	0
X^3	0	0	0

X^0	3	16	13
X^1	4	17	11
X^2	2	8	4
X^3	2	11	7

X^0	0	38	17
X^1	1	42	21
X^2	0	25	24
X^3	0	21	19

X^0	2	25	19
X^1	1	25	23
X^2	1	25	23
X^3	0	31	29

X^0	0	0	0
X^1	0	0	0
X^2	0	1	1
X^3	0	1	0

X^0	1	1	1
X^1	1	1	1
X^2	2	25	23
X^3	1	27	25

X^0	3	13	9
X^1	1	17	11
X^2	5	17	13
X^3	0	9	4

X^0	4	7	4
X^1	1	11	5
X^2	0	11	6
X^3	1	8	3

X^0	3	7	3
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	2	6	4
X^1	2	2	2
X^2	2	2	2
X^3	2	11	5

X^0	1	15	11
X^1	3	20	16
X^2	0	19	12
X^3	0	9	5

X^0	1	10	4
X^1	1	10	2
X^2	1	7	4
X^3	0	6	3

X^0	1	10	8
X^1	1	16	14
X^2	1	10	6
X^3	1	3	1

X^0	1	9	6
X^1	1	11	10
X^2	2	12	11
X^3	0	5	1

X^0	2	15	10
X^1	2	9	5
X^2	2	2	2
X^3	2	10	5

X^0	2	3	2
X^1	2	2	2
X^2	0	1	0
X^3	2	2	2

X^0	2	154	101
X^1	2	152	90
X^2	2	92	89
X^3	2	61	60

X^0	0	3	0
X^1	0	0	0
X^2	1	2	1
X^3	1	1	1

X^0	2	21	15
X^1	2	15	10
X^2	5	26	19
X^3	3	17	12

X^0	1	9	8
X^1	1	7	5
X^2	3	6	5
X^3	0	0	0

X^0	2	2	2
X^1	0	2	0
X^2	2	2	2
X^3	0	0	0

X^0	4	4	4
X^1	1	2	1
X^2	0	0	0
X^3	3	5	4

X^0	0	23	22
X^1	0	23	20
X^2	0	24	21
X^3	1	14	13

X^0	3	53	40
X^1	2	51	31
X^2	2	33	30
X^3	0	20	18

X^0	2	274	270
X^1	1	270	267
X^2	0	265	262
X^3	0	262	260

X^0	2	5	2
X^1	2	5	2
X^2	2	2	2
X^3	2	2	2

X^0	2	5	2
X^1	1	2	1
X^2	1	2	1
X^3	1	2	1

X^0	3	14	6
X^1	1	12	5
X^2	1	8	3
X^3	0	8	0

X^0	1	3	1
X^1	2	4	3
X^2	1	1	1
X^3	1	3	2

X^0	2	4	2
X^1	2	2	2
X^2	2	4	2
X^3	0	1	0

X^0	4	12	11
X^1	2	8	5
X^2	0	8	6
X^3	0	6	4

X^0	4	4	4
X^1	4	4	4
X^2	4	4	4
X^3	4	4	4

X^0	0	3	0
X^1	0	3	0
X^2	0	3	1
X^3	0	1	0

X^0	3	3	3
X^1	3	4	3
X^2	3	3	3
X^3	0	0	0

X^0	1	1	1
X^1	2	4	3
X^2	0	1	0
X^3	0	0	0

X^0	2	5	2
X^1	1	5	1
X^2	1	4	1
X^3	2	7	3

X^0	5	5	5
X^1	2	3	2
X^2	0	2	0
X^3	2	3	2

X^0	7	8	7
X^1	7	15	7
X^2	2	16	6
X^3	0	8	0

X^0	1	6	3
X^1	0	4	3
X^2	3	5	4
X^3	0	0	0

X^0	3	31	26
X^1	1	26	24
X^2	1	9	8
X^3	0	18	16

X^0	2	7	2
X^1	1	5	1
X^2	1	7	1
X^3	1	1	1

X^0	2	2	2
X^1	3	3	3
X^2	1	1	1
X^3	0	0	0

X^0	1	1	1
X^1	0	1	0
X^2	2	2	2
X^3	2	2	2

X^0	2	4	2
X^1	5	5	5
X^2	1	1	1
X^3	2	2	2

X^0	5	27	25
X^1	1	12	9
X^2	1	1	1
X^3	1	13	11

X^0	4	14	12
X^1	2	7	5
X^2	2	2	2
X^3	0	4	3

X^0	2	211	106
X^1	2	214	109
X^2	0	133	131
X^3	0	105	101

X^0	1	18	11
X^1	1	18	13
X^2	2	15	10
X^3	0	5	1

X^0	3	3	3
X^1	3	3	3
X^2	3	3	3
X^3	1	1	1

X^0	2	661	333
X^1	2	657	329
X^2	0	329	324
X^3	3	333	328

X^0	1	7	6
X^1	0	5	5
X^2	0	5	5
X^3	0	2	0

X^0	5	534	350
X^1	3	531	349
X^2	1	348	348
X^3	0	165	163

X^0	2	12	8
X^1	3	5	3
X^2	6	13	6
X^3	0	7	4

X^0	1	7	5
X^1	1	1	1
X^2	1	1	1
X^3	2	5	2

X^0	4	97	46
X^1	4	100	49
X^2	4	53	45
X^3	2	55	46

X^0	2	3	2
X^1	8	11	8
X^2	0	2	0
X^3	1	4	2

X^0	2	24	13
X^1	2	25	14
X^2	6	24	20
X^3	3	16	14

X^0	3	14	10
X^1	3	20	11
X^2	3	14	11
X^3	0	10	7

X^0	3	3	3
X^1	3	5	3
X^2	3	3	3
X^3	0	4	0

X^0	1	1	1
X^1	1	1	1
X^2	6	6	6
X^3	1	1	1

X^0	1	2	1
X^1	2	5	4
X^2	2	2	2
X^3	0	0	0

X^0	3	7	3
X^1	3	3	3
X^2	3	3	3
X^3	0	4	0

X^0	2	376	353
X^1	2	382	360
X^2	1	253	231
X^3	1	4	1

X^0	1	105	104
X^1	0	104	103
X^2	0	104	102
X^3	0	103	101

X^0	5	17	15
X^1	2	17	15
X^2	1	10	8
X^3	0	0	0

X^0	3	4	3
X^1	3	6	3
X^2	3	3	3
X^3	2	5	3

X^0	1	7	3
X^1	1	8	5
X^2	4	8	6
X^3	4	6	4

X^0	4	541	358
X^1	1	540	359
X^2	0	359	357
X^3	0	179	176

X^0	0	22	20
X^1	0	22	0
X^2	1	24	23
X^3	0	22	19

X^0	1	2	1
X^1	1	3	2
X^2	1	1	1
X^3	0	0	0

X^0	2	13	8
X^1	2	17	9
X^2	2	11	11
X^3	1	4	3

X^0	2	16	9
X^1	3	14	10
X^2	7	15	12
X^3	0	9	6

X^0	4	4	4
X^1	4	5	4
X^2	4	4	4
X^3	0	2	1

X^0	4	8	4
X^1	4	7	4
X^2	0	7	3
X^3	3	6	3

X^0	6	16	13
X^1	3	13	10
X^2	0	2	1
X^3	3	8	7

X^0	0	3	0
X^1	1	3	1
X^2	9	9	9
X^3	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	2	15	12
X^1	1	11	11
X^2	0	8	8
X^3	0	3	0

X^0	1	20	11
X^1	1	19	6
X^2	1	9	8
X^3	0	11	10

X^0	3	8	4
X^1	2	2	2
X^2	2	2	2
X^3	0	2	0

X^0	2	8	8
X^1	1	6	6
X^2	2	5	5
X^3	0	0	0

X^0	3	8	3
X^1	4	9	4
X^2	2	7	2
X^3	3	10	5

X^0	3	5	3
X^1	3	4	3
X^2	3	3	3
X^3	1	1	1

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1
X^3	2	2	2

X^0	2	7	3
X^1	3	8	3
X^2	0	5	4
X^3	4	6	4

X^0	3	133	69
X^1	6	145	77
X^2	0	75	75
X^3	5	69	69

X^0	3	7	3
X^1	3	7	3
X^2	1	5	1
X^3	0	1	0

X^0	2	17	14
X^1	1	10	7
X^2	0	1	0
X^3	0	9	8

X^0	2	2	2
X^1	1	7	5
X^2	1	1	1
X^3	0	4	1

X^0	3	34	25
X^1	3	34	26
X^2	5	35	26
X^3	3	9	3

X^0	2	32	21
X^1	4	36	25
X^2	0	19	15
X^3	0	15	13

X^0	3	3	3
X^1	3	3	3
X^2	3	3	3
X^3	0	1	0

X^0	1	8	2
X^1	1	8	2
X^2	2	9	5
X^3	1	3	1

X^0	2	2	2
X^1	2	4	2
X^2	2	5	3
X^3	2	2	2

X^0	1	17	7
X^1	5	20	6
X^2	3	13	10
X^3	3	11	8

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0
X^3	0	0	0

X^0	3	7	4
X^1	3	3	3
X^2	3	7	4
X^3	3	3	3

X^0	1	12	7
X^1	4	16	10
X^2	5	19	13
X^3	1	11	1

X^0	1	10	8
X^1	1	10	8
X^2	1	13	9
X^3	2	19	16

X^0	3	30	23
X^1	6	33	28
X^2	1	30	26
X^3	2	31	26

X^0	6	14	6
X^1	6	16	6
X^2	6	10	6
X^3	3	11	5

X^0	2	6	2
X^1	2	9	4
X^2	2	6	3
X^3	1	7	2

X^0	2	17	11
X^1	2	17	9
X^2	2	16	14
X^3	0	10	5

X^0	1	9	6
X^1	1	11	9
X^2	1	19	17
X^3	0	7	3

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	2	2	2
X^1	1	3	1
X^2	1	4	1
X^3	1	1	1

X^0	3	23	13
X^1	0	21	12
X^2	1	16	12
X^3	0	10	5

X^0	3	43	40
X^1	3	42	38
X^2	3	38	35
X^3	0	42	35

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0
X^3	0	0	0

X^0	2	39	21
X^1	2	44	26
X^2	1	18	16
X^3	1	27	25

X^0	1	4	1
X^1	0	2	0
X^2	0	2	0
X^3	0	2	0

X^0	4	21	14
X^1	2	20	15
X^2	2	17	15
X^3	0	14	12

X^0	3	7	3
X^1	2	5	2
X^2	1	1	1
X^3	1	8	2

X^0	1	5	3
X^1	1	1	1
X^2	0	0	0
X^3	4	5	4

X^0	1	2	1
X^1	8	8	8
X^2	0	0	0
X^3	3	4	3

X^0	1	17	2
X^1	0	2	0
X^2	2	2	2
X^3	0	6	2

X^0	1	10	7
X^1	1	10	6
X^2	1	6	2
X^3	0	6	1

X^0	8	153	95
X^1	8	152	92
X^2	7	121	113
X^3	0	64	56

X^0	0	34	14
X^1	0	33	14
X^2	0	26	23
X^3	0	14	12

X^0	5	18	12
X^1	5	19	11
X^2	0	14	8
X^3	0	10	3

X^0	3	22	12
X^1	1	22	14
X^2	3	24	13
X^3	0	14	1

X^0	2	5	3
X^1	2	5	3
X^2	1	3	1
X^3	0	2	0

X^0	1	13	6
X^1	1	15	7
X^2	1	11	4
X^3	0	7	0

X^0	0	2	1
X^1	1	1	1
X^2	0	0	0
X^3	0	2	1

X^0	1	24	11
X^1	0	26	13
X^2	0	16	10
X^3	0	13	10

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0
X^3	2	2	2

X^0	3	13	10
X^1	3	5	3
X^2	3	9	6
X^3	3	3	3

X^0	2	54	52
X^1	0	55	52
X^2	0	54	51
X^3	0	54	52

X^0	0	2	0
X^1	0	2	0
X^2	3	3	3
X^3	0	0	0

X^0	1	41	24
X^1	1	41	24
X^2	1	28	28
X^3	2	18	17

X^0	3	31	19
X^1	2	20	7
X^2	1	9	1
X^3	2	20	6

X^0	1	8	3
X^1	5	10	5
X^2	5	8	5
X^3	5	5	5

X^0	2	9	6
X^1	3	8	4
X^2	1	1	1
X^3	2	7	4

X^0	2	10	8
X^1	2	11	9
X^2	0	11	9
X^3	0	6	2

X^0	1	210	103
X^1	0	215	105
X^2	1	111	107
X^3	2	113	108

X^0	1	2	1
X^1	1	3	1
X^2	0	0	0
X^3	0	0	0

X^0	4	79	77
X^1	2	72	70
X^2	4	73	67
X^3	2	2	2

X^0	3	6	3
X^1	3	6	3
X^2	2	3	2
X^3	3	4	3

X^0	2	23	19
X^1	2	21	15
X^2	1	17	11
X^3	2	18	14

X^0	8	93	61
X^1	1	84	53
X^2	1	54	52
X^3	1	32	26

X^0	2	34	19
X^1	3	35	22
X^2	0	22	19
X^3	1	14	11

X^0	3	14	7
X^1	2	14	10
X^2	4	15	7
X^3	0	7	3

X^0	0	6	6
X^1	0	3	0
X^2	0	0	0
X^3	0	4	3

X^0	1	3	1
X^1	0	4	0
X^2	1	5	1
X^3	0	3	0

X^0	5	14	11
X^1	1	21	18
X^2	2	21	20
X^3	1	14	10

X^0	2	13	9
X^1	0	18	17
X^2	0	12	10
X^3	4	21	18

X^0	2	48	44
X^1	2	41	37
X^2	2	24	19
X^3	2	6	2

X^0	3	4	3
X^1	3	8	4
X^2	3	5	3
X^3	3	3	3

X^0	2	22	8
X^1	3	21	11
X^2	2	11	8
X^3	2	6	4

X^0	1	9	4
X^1	2	6	3
X^2	1	2	1
X^3	2	5	3

X^0	4	5	4
X^1	2	5	2
X^2	1	3	1
X^3	1	2	1

X^0	1	12	6
X^1	0	13	10
X^2	0	10	7
X^3	0	5	0

X^0	4	20	11
X^1	0	10	0
X^2	0	0	0
X^3	0	10	4

X^0	1	96	89
X^1	2	96	88
X^2	1	96	91
X^3	2	95	90

X^0	1	18	15
X^1	2	22	20
X^2	1	18	17
X^3	6	23	21

X^0	0	3	0
X^1	0	5	1
X^2	1	8	3
X^3	0	0	0

X^0	2	2	2
X^1	3	3	3
X^2	0	0	0
X^3	2	3	2

X^0	6	9	6
X^1	5	12	5
X^2	6	11	6
X^3	1	4	1

X^0	1	59	58
X^1	1	73	72
X^2	1	56	55
X^3	0	38	29

X^0	2	12	9
X^1	2	8	2
X^2	1	6	3
X^3	1	3	1

X^0	4	4	4
X^1	2	9	5
X^2	2	8	4
X^3	0	5	1

X^0	4	7	4
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	1	23	8
X^1	1	36	19
X^2	0	23	21
X^3	0	17	10

X^0	1	10	4
X^1	2	11	2
X^2	2	7	3
X^3	1	5	1

X^0	1	17	11
X^1	0	8	2
X^2	0	2	0
X^3	0	13	7

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0
X^3	2	2	2

X^0	0	19	10
X^1	1	22	8
X^2	1	13	9
X^3	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	1	2	1
X^3	0	0	0

X^0	2	3	2
X^1	4	5	4
X^2	1	2	1
X^3	2	2	2

X^0	1	3	1
X^1	1	3	1
X^2	1	4	2
X^3	1	3	1

X^0	1	8	5
X^1	1	6	4
X^2	0	3	0
X^3	0	0	0

X^0	6	6	6
X^1	3	3	3
X^2	3	3	3
X^3	0	0	0

X^0	4	66	29
X^1	4	72	35
X^2	4	42	38
X^3	1	38	34

X^0	3	14	7
X^1	2	14	9
X^2	3	16	11
X^3	0	9	4

X^0	3	7	4
X^1	1	4	1
X^2	4	6	4
X^3	1	1	1

X^0	1	24	20
X^1	0	19	19
X^2	0	19	18
X^3	3	22	20

X^0	1	3	1
X^1	1	3	2
X^2	2	3	2
X^3	0	1	0

X^0	0	22	13
X^1	0	22	14
X^2	0	15	13
X^3	0	8	6

X^0	1	8	4
X^1	3	8	3
X^2	1	8	1
X^3	3	11	6

X^0	2	2	2
X^1	2	2	2
X^2	1	1	1
X^3	1	1	1

X^0	1	3	2
X^1	1	3	2
X^2	1	3	2
X^3	1	1	1

X^0	3	4	3
X^1	3	3	3
X^2	8	8	8
X^3	0	0	0

X^0	3	13	8
X^1	2	10	8
X^2	2	2	2
X^3	2	2	2

X^0	1	3	1
X^1	2	2	2
X^2	1	2	1
X^3	2	2	2

X^0	4	14	5
X^1	4	14	10
X^2	1	7	3
X^3	1	1	1

X^0	0	4	2
X^1	0	13	11
X^2	2	2	2
X^3	0	0	0

X^0	1	21	14
X^1	1	21	14
X^2	1	23	15
X^3	0	17	7

X^0	2	2	2
X^1	2	2	2
X^2	6	6	6
X^3	1	1	1

X^0	0	52	23
X^1	0	50	23
X^2	1	32	28
X^3	0	25	21

X^0	3	4	3
X^1	0	3	0
X^2	2	2	2
X^3	0	0	0

X^0	5	5	5
X^1	2	2	2
X^2	1	1	1
X^3	2	2	2

X^0	6	6	6
X^1	7	8	7
X^2	3	3	3
X^3	6	9	6

X^0	0	12	4
X^1	0	12	0
X^2	0	11	7
X^3	5	14	9

X^0	0	0	0
X^1	0	0	0
X^2	3	3	3
X^3	0	0	0

X^0	6	6	6
X^1	4	7	4
X^2	4	5	4
X^3	0	7	2

X^0	4	4	4
X^1	2	2	2
X^2	0	2	0
X^3	0	1	0

X^0	0	22	14
X^1	0	22	13
X^2	0	15	13
X^3	0	8	3

X^0	2	43	23
X^1	1	45	26
X^2	2	29	27
X^3	1	18	14

X^0	0	0	0
X^1	1	1	1
X^2	0	0	0
X^3	0	0	0

X^0	2	7	2
X^1	2	12	6
X^2	0	9	5
X^3	0	2	0

X^0	2	2	2
X^1	7	9	7
X^2	2	3	2
X^3	0	0	0

X^0	4	7	4
X^1	3	5	3
X^2	0	0	0
X^3	0	0	0

X^0	2	7	2
X^1	2	11	8
X^2	2	6	3
X^3	0	7	4

X^0	1	7	1
X^1	2	7	2
X^2	2	5	2
X^3	0	2	1

X^0	2	8	4
X^1	1	6	1
X^2	1	6	2
X^3	0	2	0

X^0	2	19	5
X^1	1	16	9
X^2	0	11	10
X^3	0	7	6

X^0	1	11	7
X^1	0	10	7
X^2	2	8	7
X^3	3	7	3

X^0	2	2	2
X^1	1	1	1
X^2	0	1	0
X^3	5	6	5

X^0	1	10	3
X^1	1	13	7
X^2	1	9	5
X^3	0	7	3

X^0	3	8	5
X^1	1	3	1
X^2	2	2	2
X^3	0	6	3

X^0	2	777	519
X^1	3	776	518
X^2	1	516	511
X^3	6	263	263

X^0	3	5	3
X^1	2	6	2
X^2	0	4	0
X^3	1	3	1

X^0	5	5	5
X^1	2	2	2
X^2	1	1	1
X^3	1	1	1

X^0	3	3	3
X^1	3	3	3
X^2	1	1	1
X^3	0	0	0

X^0	3	4	3
X^1	5	5	5
X^2	2	3	2
X^3	0	1	0

X^0	9	11	9
X^1	9	12	9
X^2	9	9	9
X^3	0	8	3

X^0	3	3	3
X^1	0	0	0
X^2	0	0	0
X^3	0	0	0

X^0	3	8	3
X^1	3	7	3
X^2	3	3	3
X^3	0	7	3

X^0	1	4	1
X^1	4	5	4
X^2	0	3	1
X^3	4	5	4

X^0	3	42	38
X^1	1	32	30
X^2	1	35	33
X^3	5	23	19

X^0	2	2	2
X^1	1	6	6
X^2	0	6	6
X^3	0	2	0

X^0	1	12	9
X^1	2	15	11
X^2	0	14	11
X^3	0	10	7

X^0	0	26	16
X^1	0	25	16
X^2	0	25	20
X^3	2	19	12

X^0	1	7	2
X^1	3	5	3
X^2	5	5	5
X^3	3	8	3

X^0	1	11	6
X^1	1	14	11
X^2	1	10	7
X^3	1	1	1

X^0	1	10	1
X^1	1	10	3
X^2	4	9	5
X^3	1	5	1

X^0	2	67	45
X^1	0	70	47
X^2	0	44	43
X^3	0	27	26

X^0	3	3	3
X^1	0	1	0
X^2	0	0	0
X^3	0	0	0

X^0	2	14	8
X^1	1	12	6
X^2	1	10	1
X^3	1	8	2

X^0	0	18	7
X^1	1	20	14
X^2	0	17	10
X^3	0	10	2

X^0	1	16	14
X^1	1	20	12
X^2	1	16	14
X^3	3	14	12

X^0	1	11	9
X^1	0	8	5
X^2	0	11	8
X^3	2	8	6

X^0	3	13	8
X^1	1	5	3
X^2	1	2	1
X^3	1	1	1

X^0	1	36	34
X^1	1	36	35
X^2	1	48	47
X^3	0	37	36

X^0	1	9	7
X^1	1	5	3
X^2	1	3	1
X^3	1	1	1

X^0	2	11	5
X^1	1	6	1
X^2	1	5	1
X^3	0	3	0

X^0	1	3	1
X^1	4	5	4
X^2	1	3	1
X^3	0	0	0

X^0	8	15	12
X^1	4	11	10
X^2	1	11	9
X^3	0	5	4

X^0	1	22	16
X^1	2	20	18
X^2	1	20	18
X^3	1	1	1

X^0	0	23	13
X^1	0	26	13
X^2	1	17	16
X^3	0	12	11

X^0	3	28	22
X^1	3	24	18
X^2	3	24	14
X^3	3	3	3

X^0	7	7	7
X^1	0	0	0
X^2	1	1	1
X^3	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0
X^3	1	1	1

X^0	1	3	1
X^1	1	3	1
X^2	1	3	1
X^3	1	1	1

X^0	1	12	11
X^1	3	14	12
X^2	0	7	5
X^3	0	0	0

X^0	0	33	32
X^1	1	33	32
X^2	0	33	30
X^3	0	38	36

X^0	0	7	7
X^1	0	1	1
X^2	0	0	0
X^3	0	0	0

X^0	3	4	3
X^1	1	3	1
