	Opt.	CR	FP
X^2	2	2	2
X^3	1	1	1

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0
X^3	1	3	2

X^0	3	27	25
X^1	2	26	23
X^2	3	26	22
X^3	2	3	2

X^0	5	47	30
X^1	2	44	27
X^2	1	28	23
X^3	2	13	10

X^0	3	15	14
X^1	1	12	11
X^2	1	1	1
X^3	0	12	11

X^0	1	21	20
X^1	0	24	23
X^2	0	18	17
X^3	2	23	19

X^0	2	9	8
X^1	1	8	5
X^2	1	7	4
X^3	2	12	11

X^0	1	14	12
X^1	1	14	13
X^2	1	14	13
X^3	0	15	14

X^0	6	7	6
X^1	0	2	0
X^2	1	3	1
X^3	1	2	1

X^0	0	1	0
X^1	4	4	4
X^2	0	0	0
X^3	0	0	0

X^0	1	6	4
X^1	2	8	6
X^2	9	15	12
X^3	1	3	1

X^0	2	10	8
X^1	2	6	2
X^2	0	2	0
X^3	0	0	0

X^0	2	82	77
X^1	2	83	81
X^2	2	85	83
X^3	2	63	60

X^0	4	22	18
X^1	2	15	12
X^2	2	17	15
X^3	0	15	13

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0
X^3	1	1	1

X^0	4	4	4
X^1	2	2	2
X^2	2	3	2
X^3	2	2	2

X^0	5	5	5
X^1	1	1	1
X^2	0	0	0
X^3	1	2	1

X^0	1	1	1
X^1	2	2	2
X^2	1	1	1
X^3	2	2	2

X^0	3	4	3
X^1	3	5	3
X^2	3	6	3
X^3	3	3	3

X^0	4	18	8
X^1	6	24	14
X^2	0	13	12
X^3	1	9	9

X^0	1	12	9
X^1	1	11	7
X^2	3	13	11
X^3	1	8	6

X^0	2	20	16
X^1	1	20	16
X^2	2	17	13
X^3	0	11	10

X^0	0	6	5
X^1	0	1	1
X^2	1	4	3
X^3	0	3	3

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0
X^3	0	0	0

X^0	1	1	1
X^1	0	0	0
X^2	3	3	3
X^3	1	2	1

X^0	5	9	5
X^1	1	4	1
X^2	1	4	1
X^3	0	4	0

X^0	6	9	6
X^1	1	9	3
X^2	1	10	10
X^3	5	9	8

X^0	2	21	12
X^1	2	23	14
X^2	5	21	14
X^3	0	10	3

X^0	2	5	2
X^1	1	5	2
X^2	1	4	2
X^3	0	4	1

X^0	3	3	3
X^1	2	2	2
X^2	0	0	0
X^3	1	1	1

X^0	1	15	12
X^1	2	11	3
X^2	1	1	1
X^3	1	1	1

X^0	3	4	3
X^1	2	3	2
X^2	0	5	3
X^3	6	10	8

X^0	3	8	3
X^1	2	11	6
X^2	0	7	6
X^3	1	6	4

X^0	1	188	188
X^1	0	187	186
X^2	0	187	187
X^3	0	187	186

X^0	3	3	3
X^1	2	2	2
X^2	1	1	1
X^3	1	1	1

X^0	5	10	7
X^1	2	4	3
X^2	0	0	0
X^3	0	1	0

X^0	2	23	20
X^1	2	22	19
X^2	0	22	19
X^3	1	11	9

X^0	1	7	4
X^1	3	7	3
X^2	1	3	1
X^3	0	5	2

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	1	11	5
X^1	0	5	0
X^2	5	5	5
X^3	2	9	2

X^0	1	55	37
X^1	3	60	36
X^2	0	39	37
X^3	0	23	20

X^0	1	74	73
X^1	1	75	74
X^2	1	74	71
X^3	1	1	1

X^0	0	7	2
X^1	0	6	4
X^2	2	8	4
X^3	1	7	4

X^0	1	1	1
X^1	1	1	1
X^2	0	0	0
X^3	0	9	5

X^0	1	36	16
X^1	2	44	25
X^2	1	33	30
X^3	0	19	15

X^0	5	5	5
X^1	3	3	3
X^2	0	0	0
X^3	1	1	1

X^0	2	4	2
X^1	1	5	2
X^2	2	6	3
X^3	1	5	2

X^0	0	1	0
X^1	0	0	0
X^2	0	1	0
X^3	0	0	0

X^0	1	13	12
X^1	0	17	16
X^2	0	17	15
X^3	0	8	7

X^0	3	3	3
X^1	3	3	3
X^2	1	1	1
X^3	0	0	0

X^0	2	119	60
X^1	0	119	58
X^2	0	108	105
X^3	4	61	56

X^0	0	10	6
X^1	2	10	7
X^2	0	4	1
X^3	0	7	0

X^0	2	2	2
X^1	2	2	2
X^2	2	5	2
X^3	1	4	1

X^0	3	216	212
X^1	6	219	215
X^2	3	219	215
X^3	2	218	213

X^0	5	11	5
X^1	3	10	3
X^2	2	9	6
X^3	3	3	3

X^0	1	3	1
X^1	5	5	5
X^2	1	2	1
X^3	1	1	1

X^0	2	2	2
X^1	0	0	0
X^2	0	0	0
X^3	1	1	1

X^0	1	19	11
X^1	0	20	12
X^2	4	17	16
X^3	0	7	6

X^0	0	5	3
X^1	0	2	2
X^2	2	4	4
X^3	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	2	2	2
X^3	1	1	1

X^0	3	3	3
X^1	3	3	3
X^2	0	0	0
X^3	1	1	1

X^0	3	251	234
X^1	2	249	231
X^2	1	229	208
X^3	1	2	1

X^0	13	23	14
X^1	10	10	10
X^2	9	9	9
X^3	4	4	4

X^0	0	3	1
X^1	0	1	1
X^2	0	0	0
X^3	0	1	1

X^0	1	3	1
X^1	1	3	1
X^2	1	2	1
X^3	0	3	1

X^0	2	19	15
X^1	2	16	13
X^2	4	16	12
X^3	2	4	2

X^0	1	3	1
X^1	1	2	1
X^2	1	3	1
X^3	1	1	1

X^0	2	3	2
X^1	2	4	2
X^2	4	8	6
X^3	3	8	6

X^0	4	5	4
X^1	4	5	4
X^2	4	7	4
X^3	4	4	4

X^0	1	48	22
X^1	5	55	31
X^2	3	29	29
X^3	1	24	24

X^0	2	2	2
X^1	2	2	2
X^2	4	5	4
X^3	0	2	0

X^0	1	38	18
X^1	1	43	23
X^2	0	31	29
X^3	1	18	15

X^0	2	51	28
X^1	2	53	29
X^2	0	33	31
X^3	2	17	14

X^0	4	8	4
X^1	3	7	3
X^2	3	7	3
X^3	3	4	3

X^0	2	17	9
X^1	2	15	4
X^2	2	13	5
X^3	0	13	5

X^0	3	4	3
X^1	3	3	3
X^2	0	0	0
X^3	4	4	4

X^0	2	8	5
X^1	2	7	4
X^2	2	7	4
X^3	2	6	3

X^0	1	21	9
X^1	0	21	10
X^2	0	13	11
X^3	0	11	9

X^0	3	7	3
X^1	3	6	3
X^2	1	5	3
X^3	3	3	3

X^0	2	6	2
X^1	2	5	2
X^2	0	1	0
X^3	0	0	0

X^0	3	7	3
X^1	2	6	3
X^2	2	5	3
X^3	2	7	5

X^0	2	3	2
X^1	1	2	1
X^2	1	2	1
X^3	0	1	0

X^0	1	20	12
X^1	0	16	13
X^2	0	9	7
X^3	0	0	0

X^0	1	53	51
X^1	2	52	50
X^2	1	21	18
X^3	0	0	0

X^0	1	1	1
X^1	1	5	4
X^2	1	4	3
X^3	1	1	1

X^0	1	15	6
X^1	1	21	13
X^2	1	15	11
X^3	0	10	1

X^0	2	5	2
X^1	2	5	2
X^2	4	8	4
X^3	0	9	7

X^0	6	10	8
X^1	0	2	0
X^2	2	4	2
X^3	0	3	0

X^0	2	68	43
X^1	3	67	43
X^2	2	47	42
X^3	1	27	22

X^0	3	14	10
X^1	3	11	8
X^2	2	4	4
X^3	3	11	8

X^0	3	14	5
X^1	1	14	5
X^2	0	10	3
X^3	0	0	0

X^0	3	9	5
X^1	3	9	5
X^2	3	9	5
X^3	1	10	7

X^0	4	18	14
X^1	0	8	6
X^2	0	1	0
X^3	0	8	1

X^0	4	4	4
X^1	3	3	3
X^2	1	1	1
X^3	1	1	1

X^0	3	3	3
X^1	3	5	3
X^2	3	3	3
X^3	0	5	2

X^0	3	6	3
X^1	2	5	2
X^2	0	1	0
X^3	0	0	0

X^0	4	4	4
X^1	2	2	2
X^2	0	0	0
X^3	0	0	0

X^0	5	8	5
X^1	2	5	2
X^2	1	5	1
X^3	2	3	2

X^0	0	15	7
X^1	0	14	5
X^2	0	13	7
X^3	0	0	0

X^0	4	4	4
X^1	1	1	1
X^2	5	5	5
X^3	0	0	0

X^0	2	62	60
X^1	2	31	26
X^2	2	31	27
X^3	1	41	38

X^0	4	27	15
X^1	1	20	13
X^2	2	14	7
X^3	1	6	1

X^0	1	12	4
X^1	3	9	5
X^2	1	2	1
X^3	4	10	7

X^0	3	58	31
X^1	4	60	34
X^2	0	38	31
X^3	0	22	13

X^0	1	1	1
X^1	1	2	1
X^2	5	5	5
X^3	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	1	12	10
X^1	0	12	10
X^2	0	12	11
X^3	0	3	2

X^0	0	6	2
X^1	2	8	4
X^2	0	1	0
X^3	1	8	4

X^0	2	8	7
X^1	1	5	4
X^2	3	8	5
X^3	0	0	0

X^0	2	25	23
X^1	2	24	20
X^2	2	24	21
X^3	4	26	23

X^0	1	9	7
X^1	0	9	7
X^2	1	9	6
X^3	0	2	0

X^0	2	17	10
X^1	1	15	7
X^2	1	12	8
X^3	0	8	3

X^0	4	39	35
X^1	4	43	33
X^2	2	42	38
X^3	0	48	43

X^0	1	6	1
X^1	1	4	1
X^2	0	0	0
X^3	1	4	1

X^0	2	3	2
X^1	1	1	1
X^2	1	3	1
X^3	0	0	0

X^0	14	16	14
X^1	1	4	1
X^2	1	1	1
X^3	0	4	2

X^0	0	1	0
X^1	0	2	1
X^2	0	3	2
X^3	0	0	0

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2
X^3	1	4	1

X^0	1	17	12
X^1	1	15	10
X^2	1	18	13
X^3	1	13	8

X^0	1	2	1
X^1	5	5	5
X^2	1	1	1
X^3	0	0	0

X^0	3	10	5
X^1	1	12	7
X^2	0	10	8
X^3	1	6	2

X^0	2	35	22
X^1	0	35	22
X^2	1	26	23
X^3	0	13	9

X^0	1	6	2
X^1	1	3	1
X^2	2	4	2
X^3	1	2	1

X^0	1	12	7
X^1	1	12	7
X^2	0	0	0
X^3	0	14	13

X^0	1	7	3
X^1	1	8	3
X^2	1	8	2
X^3	1	6	1

X^0	1	7	5
X^1	1	9	7
X^2	0	9	6
X^3	0	7	5

X^0	4	6	4
X^1	4	4	4
X^2	4	4	4
X^3	0	0	0

X^0	5	20	13
X^1	1	15	9
X^2	1	5	1
X^3	0	14	10

X^0	0	2	1
X^1	0	3	3
X^2	0	2	2
X^3	0	4	4

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0
X^3	1	1	1

X^0	4	5	4
X^1	4	4	4
X^2	4	4	4
X^3	1	4	1

X^0	1	69	33
X^1	1	73	33
X^2	1	43	36
X^3	0	36	33

X^0	1	119	118
X^1	1	131	130
X^2	1	100	99
X^3	0	31	28

X^0	7	16	7
X^1	2	14	7
X^2	2	12	5
X^3	2	5	2

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0
X^3	0	0	0

X^0	1	1	1
X^1	1	1	1
X^2	4	4	4
X^3	1	1	1

X^0	5	5	5
X^1	1	1	1
X^2	2	2	2
X^3	2	2	2

X^0	1	116	59
X^1	1	109	56
X^2	1	53	51
X^3	0	58	56

X^0	2	3	2
X^1	2	2	2
X^2	2	2	2
X^3	1	1	1

X^0	1	2	1
X^1	0	2	0
X^2	1	2	1
X^3	0	0	0

X^0	2	2	2
X^1	3	4	3
X^2	1	2	1
X^3	0	1	0

X^0	3	3	3
X^1	1	1	1
X^2	3	3	3
X^3	7	7	7

X^0	0	42	26
X^1	0	42	26
X^2	0	44	28
X^3	0	27	11

X^0	1	6	4
X^1	5	9	6
X^2	2	7	4
X^3	0	3	1

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	2	2	2
X^1	2	4	3
X^2	0	0	0
X^3	0	0	0

X^0	1	85	83
X^1	2	47	45
X^2	0	95	93
X^3	1	87	86

X^0	3	3	3
X^1	2	2	2
X^2	0	0	0
X^3	0	1	0

X^0	4	47	43
X^1	4	47	40
X^2	1	47	46
X^3	0	45	44

X^0	1	1	1
X^1	3	4	3
X^2	1	11	10
X^3	3	8	6

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	0	1	0
X^1	0	0	0
X^2	0	0	0
X^3	1	1	1

X^0	3	7	4
X^1	3	6	3
X^2	3	11	8
X^3	3	3	3

X^0	1	35	20
X^1	2	33	15
X^2	0	22	8
X^3	0	12	0

X^0	5	5	5
X^1	4	4	4
X^2	4	4	4
X^3	3	3	3

X^0	1	8	1
X^1	1	8	4
X^2	1	8	4
X^3	0	9	5

X^0	2	13	5
X^1	3	9	3
X^2	4	10	5
X^3	0	5	0

X^0	2	18	11
X^1	2	18	10
X^2	2	15	8
X^3	0	18	9

X^0	3	5	3
X^1	1	4	1
X^2	9	12	9
X^3	0	9	4

X^0	2	50	24
X^1	2	45	21
X^2	2	21	16
X^3	0	24	18

X^0	1	1	1
X^1	1	1	1
X^2	1	2	1
X^3	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	3	3	3
X^1	2	5	2
X^2	2	7	4
X^3	1	1	1

X^0	2	37	31
X^1	2	40	33
X^2	2	32	20
X^3	2	40	34

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	1	14	13
X^1	2	15	12
X^2	4	29	28
X^3	0	13	11

X^0	5	19	10
X^1	2	17	9
X^2	2	19	9
X^3	0	14	6

X^0	3	34	31
X^1	3	36	32
X^2	3	37	33
X^3	1	37	34

X^0	2	8	7
X^1	0	1	1
X^2	0	0	0
X^3	0	1	1

X^0	3	13	11
X^1	1	6	2
X^2	1	7	5
X^3	1	11	8

X^0	2	2	2
X^1	2	2	2
X^2	1	1	1
X^3	1	1	1

X^0	3	9	3
X^1	5	6	5
X^2	1	5	2
X^3	2	5	2

X^0	1	16	13
X^1	0	13	11
X^2	0	7	6
X^3	0	1	1

X^0	2	26	14
X^1	2	27	10
X^2	1	21	13
X^3	0	13	7

X^0	0	13	3
X^1	0	17	6
X^2	2	15	9
X^3	0	8	3

X^0	6	9	6
X^1	4	8	4
X^2	0	6	0
X^3	0	0	0

X^0	1	7	4
X^1	1	1	1
X^2	1	1	1
X^3	0	3	0

X^0	2	7	2
X^1	2	4	2
X^2	2	2	2
X^3	2	2	2

X^0	3	3	3
X^1	2	2	2
X^2	2	2	2
X^3	0	0	0

X^0	10	12	10
X^1	2	7	2
X^2	3	7	3
X^3	0	3	1

X^0	1	17	15
X^1	6	22	20
X^2	0	14	11
X^3	0	4	0

X^0	0	4	0
X^1	4	7	4
X^2	0	3	0
X^3	2	5	2

X^0	2	36	25
X^1	3	34	22
X^2	0	21	21
X^3	0	10	9

X^0	2	8	4
X^1	4	12	8
X^2	1	4	1
X^3	0	5	3

X^0	2	6	4
X^1	2	5	2
X^2	2	3	2
X^3	2	5	2

X^0	3	9	8
X^1	1	10	9
X^2	3	12	3
X^3	1	5	4

X^0	2	5	2
X^1	2	3	2
X^2	1	22	18
X^3	0	0	0

X^0	0	322	199
X^1	0	321	198
X^2	0	205	200
X^3	0	119	114

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	1	3	1
X^1	1	2	1
X^2	1	1	1
X^3	0	2	0

X^0	0	4	2
X^1	2	4	2
X^2	0	2	0
X^3	0	0	0

X^0	3	75	68
X^1	5	74	70
X^2	0	68	64
X^3	2	68	62

X^0	2	2	2
X^1	3	3	3
X^2	2	2	2
X^3	0	0	0

X^0	2	7	6
X^1	4	7	6
X^2	0	5	4
X^3	0	0	0

X^0	1	3	2
X^1	1	3	2
X^2	1	1	1
X^3	1	1	1

X^0	2	3	2
X^1	1	6	4
X^2	1	3	1
X^3	0	2	0

X^0	0	62	59
X^1	0	58	57
X^2	2	60	52
X^3	0	0	0

X^0	4	5	4
X^1	2	3	2
X^2	1	3	1
X^3	4	5	4

X^0	1	54	51
X^1	1	54	51
X^2	1	54	51
X^3	1	18	15

X^0	2	38	35
X^1	2	35	33
X^2	1	36	34
X^3	0	37	36

X^0	1	4	2
X^1	1	3	1
X^2	1	1	1
X^3	0	1	0

X^0	1	1	1
X^1	2	2	2
X^2	0	0	0
X^3	0	0	0

X^0	4	11	5
X^1	1	13	7
X^2	2	14	10
X^3	0	7	3

X^0	5	7	5
X^1	5	5	5
X^2	6	6	6
X^3	2	2	2

X^0	3	13	8
X^1	2	13	8
X^2	3	13	7
X^3	0	8	2

X^0	3	3	3
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	2	2	2
X^1	1	1	1
X^2	0	0	0
X^3	0	0	0

X^0	2	79	40
X^1	1	79	40
X^2	1	39	37
X^3	3	43	42

X^0	3	55	42
X^1	3	53	40
X^2	3	35	28
X^3	3	27	19

X^0	8	10	8
X^1	1	1	1
X^2	0	2	0
X^3	0	0	0

X^0	3	5	3
X^1	5	10	5
X^2	1	5	1
X^3	1	3	1

X^0	2	43	25
X^1	2	44	25
X^2	1	24	22
X^3	2	25	20

X^0	1	1	1
X^1	3	4	3
X^2	0	1	0
X^3	1	2	1

X^0	2	20	12
X^1	2	19	13
X^2	0	12	9
X^3	1	8	4

X^0	0	13	10
X^1	1	20	14
X^2	0	14	12
X^3	2	9	7

X^0	6	8	6
X^1	0	5	0
X^2	0	3	2
X^3	0	6	1

X^0	2	4	2
X^1	2	3	2
X^2	2	2	2
X^3	0	1	0

X^0	2	7	3
X^1	3	9	4
X^2	2	6	2
X^3	0	5	2

X^0	2	8	5
X^1	0	5	1
X^2	3	9	6
X^3	1	7	6

X^0	1	1	1
X^1	5	5	5
X^2	5	5	5
X^3	0	0	0

X^0	1	3	1
X^1	1	3	1
X^2	3	4	3
X^3	0	5	1

X^0	4	40	30
X^1	1	36	23
X^2	1	27	26
X^3	0	10	9

X^0	1	44	21
X^1	4	48	24
X^2	1	28	20
X^3	1	23	16

X^0	3	122	114
X^1	2	123	118
X^2	0	122	119
X^3	0	126	123

X^0	2	2	2
X^1	5	6	5
X^2	2	2	2
X^3	1	1	1

X^0	2	19	14
X^1	2	18	15
X^2	2	15	12
X^3	2	2	2

X^0	1	6	3
X^1	0	3	0
X^2	0	3	0
X^3	0	3	0

X^0	5	11	7
X^1	4	6	4
X^2	1	3	1
X^3	2	8	2

X^0	1	3	1
X^1	0	3	0
X^2	0	5	4
X^3	8	13	9

X^0	1	1	1
X^1	2	3	2
X^2	2	2	2
X^3	0	3	0

X^0	1	5	1
X^1	1	1	1
X^2	1	1	1
X^3	0	7	4

X^0	4	73	39
X^1	0	69	33
X^2	3	43	41
X^3	0	35	33

X^0	0	2	0
X^1	1	1	1
X^2	0	1	0
X^3	1	1	1

X^0	2	2	2
X^1	1	1	1
X^2	2	2	2
X^3	0	0	0

X^0	1	21	17
X^1	3	20	15
X^2	0	12	3
X^3	0	1	0

X^0	3	7	4
X^1	1	2	1
X^2	1	1	1
X^3	1	1	1

X^0	2	8	2
X^1	1	7	3
X^2	2	9	6
X^3	0	6	4

X^0	2	2	2
X^1	2	4	2
X^2	2	2	2
X^3	2	2	2

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1
X^3	2	2	2

X^0	1	14	2
X^1	1	13	2
X^2	2	10	6
X^3	0	8	4

X^0	4	5	4
X^1	3	4	3
X^2	1	3	1
X^3	3	3	3

X^0	2	2	2
X^1	2	2	2
X^2	4	4	4
X^3	0	0	0

X^0	2	14	11
X^1	2	8	3
X^2	2	4	2
X^3	0	9	4

X^0	1	1	1
X^1	2	2	2
X^2	0	1	0
X^3	0	0	0

X^0	1	122	118
X^1	3	124	119
X^2	0	119	113
X^3	0	2	0

X^0	2	4	2
X^1	1	4	1
X^2	0	3	0
X^3	0	3	1

X^0	5	6	5
X^1	1	3	1
X^2	0	1	0
X^3	0	2	1

X^0	0	9	3
X^1	0	9	5
X^2	6	12	8
X^3	2	7	2

X^0	1	3	2
X^1	1	1	1
X^2	0	4	3
X^3	1	3	1

X^0	1	115	114
X^1	2	120	119
X^2	0	116	114
X^3	0	116	115

X^0	2	6	5
X^1	0	5	4
X^2	1	4	2
X^3	0	1	0

X^0	5	24	17
X^1	5	29	17
X^2	5	19	17
X^3	1	14	12

X^0	2	10	3
X^1	2	13	2
X^2	0	8	4
X^3	5	11	9

X^0	2	26	23
X^1	2	17	14
X^2	3	3	3
X^3	0	13	7

X^0	3	16	8
X^1	0	10	7
X^2	1	5	1
X^3	1	1	1

X^0	1	2	1
X^1	1	2	1
X^2	1	3	1
X^3	1	2	1

X^0	5	13	6
X^1	2	10	4
X^2	4	10	4
X^3	0	6	0

X^0	2	2	2
X^1	5	5	5
X^2	1	1	1
X^3	0	0	0

X^0	2	8	6
X^1	2	8	5
X^2	2	2	2
X^3	2	6	5

X^0	1	2	1
X^1	2	2	2
X^2	4	9	6
X^3	0	5	3

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1

X^0	1	1	1
X^1	1	3	2
X^2	0	5	4
X^3	0	0	0

X^0	4	4	4
X^1	3	3	3
X^2	1	1	1
X^3	0	0	0

X^0	2	3	2
X^1	2	2	2
X^2	1	1	1
X^3	1	1	1

X^0	3	3	3
X^1	4	4	4
X^2	2	2	2
X^3	1	1	1

X^0	6	20	13
X^1	2	16	12
X^2	1	7	1
X^3	0	0	0

X^0	3	5	3
X^1	7	9	7
X^2	0	0	0
X^3	1	3	1

X^0	3	3	3
X^1	3	3	3
X^2	3	3	3
X^3	0	0	0

X^0	1	27	25
X^1	2	28	25
X^2	1	27	25
X^3	1	27	26

X^0	11	16	11
X^1	1	6	1
X^2	1	5	1
X^3	1	4	1

X^0	10	10	10
X^1	3	4	3
X^2	3	3	3
X^3	9	9	9

X^0	2	6	4
X^1	2	2	2
X^2	2	2	2
X^3	1	2	1

X^0	2	6	2
X^1	1	3	1
X^2	1	2	1
X^3	0	3	0

X^0	4	19	9
X^1	4	17	9
X^2	3	18	10
X^3	5	16	6

X^0	3	3	3
X^1	0	1	0
X^2	1	1	1
X^3	1	1	1

X^0	0	0	0
X^1	0	0	0
X^2	0	0	0
X^3	3	3	3

X^0	1	20	11
X^1	0	22	15
X^2	2	16	13
X^3	2	9	5

X^0	1	8	6
X^1	1	16	10
X^2	1	18	11
X^3	2	10	2

X^0	3	3	3
X^1	2	4	3
X^2	0	1	0
X^3	1	1	1

X^0	2	18	17
X^1	0	13	12
X^2	0	13	11
X^3	1	11	10

X^0	4	6	4
X^1	2	2	2
X^2	0	0	0
X^3	0	0	0

X^0	0	7	3
X^1	0	5	0
X^2	0	5	2
X^3	0	2	0

X^0	0	0	0
X^1	2	2	2
X^2	1	1	1
X^3	1	1	1

X^0	2	2	2
X^1	1	2	1
X^2	3	4	3
X^3	1	3	1

X^0	2	3	2
X^1	2	3	2
X^2	2	2	2
X^3	2	2	2

X^0	2	26	23
X^1	1	29	25
X^2	2	33	32
X^3	1	21	20

X^0	1	17	2
X^1	1	20	6
X^2	0	12	5
X^3	4	13	10

X^0	2	4	2
X^1	1	2	1
X^2	1	2	1
X^3	0	1	0

X^0	4	10	4
X^1	2	10	5
X^2	1	10	5
X^3	0	14	10

X^0	4	5	4
X^1	5	9	5
X^2	0	5	1
X^3	0	2	0

X^0	2	2	2
X^1	2	2	2
X^2	1	1	1
X^3	0	0	0

X^0	2	5	2
X^1	2	4	2
X^2	2	2	2
X^3	3	3	3

X^0	1	2	1
X^1	2	3	2
X^2	1	1	1
X^3	1	1	1

X^0	2	9	4
X^1	1	9	3
X^2	0	12	7
X^3	1	9	2

X^0	2	17	8
X^1	1	10	9
X^2	1	1	1
X^3	1	1	1

X^0	3	11	8
X^1	3	13	10
X^2	5	14	11
X^3	3	6	3

X^0	1	2	1
X^1	5	5	5
X^2	1	3	2
X^3	1	6	2

X^0	6	44	31
X^1	6	49	37
X^2	6	33	31
X^3	0	20	17

X^0	1	1	1
X^1	0	1	0
X^2	1	1	1
X^3	0	3	2

X^0	3	10	3
X^1	3	8	3
X^2	3	4	3
X^3	2	9	6

X^0	0	19	8
X^1	0	21	10
X^2	0	16	8
X^3	4	16	9

X^0	1	15	11
X^1	1	12	7
X^2	0	9	4
X^3	0	0	0

X^0	1	2	1
X^1	1	3	2
X^2	0	4	3
X^3	0	2	0

X^0	4	17	11
X^1	1	14	8
X^2	1	8	1
X^3	2	13	4

X^0	2	2	2
X^1	2	2	2
X^2	0	0	0
X^3	2	2	2

X^0	1	10	8
X^1	1	9	7
X^2	0	12	9
X^3	0	1	0

X^0	4	9	6
X^1	3	7	5
X^2	1	2	1
X^3	2	8	5

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	0	0	0

X^0	3	3	3
X^1	3	3	3
X^2	4	4	4
X^3	0	0	0

X^0	1	28	24
X^1	1	30	24
X^2	1	25	13
X^3	4	32	28

X^0	3	8	5
X^1	5	10	5
X^2	2	7	2
X^3	2	7	2

X^0	2	29	25
X^1	2	31	28
X^2	3	31	25
X^3	1	37	34

X^0	4	4	4
X^1	4	4	4
X^2	8	12	9
X^3	1	1	1

X^0	2	3	2
X^1	2	6	4
X^2	2	5	3
X^3	2	2	2

X^0	2	48	46
X^1	2	41	39
X^2	2	47	43
X^3	1	50	45

X^0	1	8	4
X^1	0	11	5
X^2	2	10	2
X^3	0	7	3

X^0	1	3	1
X^1	0	5	1
X^2	0	3	1
X^3	1	3	2

X^0	5	5	5
X^1	4	4	4
X^2	0	3	0
X^3	0	4	0

X^0	0	25	19
X^1	0	22	18
X^2	0	22	20
X^3	0	11	6

X^0	0	647	642
X^1	3	651	647
X^2	2	648	500
X^3	0	645	500

X^0	3	3	3
X^1	0	0	0
X^2	0	0	0
X^3	1	1	1

X^0	0	0	0
X^1	0	0	0
X^2	2	2	2
X^3	0	0	0

X^0	0	2	1
X^1	0	2	1
X^2	0	0	0
X^3	0	0	0

X^0	2	33	19
X^1	0	36	17
X^2	0	22	21
X^3	0	15	13

X^0	2	4	2
X^1	2	5	2
X^2	2	3	2
X^3	0	5	2

X^0	1	1	1
X^1	0	0	0
X^2	0	0	0
X^3	0	0	0

X^0	4	12	8
X^1	1	4	1
X^2	1	4	1
X^3	3	10	6

X^0	1	12	8
X^1	7	19	14
X^2	0	10	6
X^3	0	11	7

X^0	5	11	9
X^1	0	5	3
X^2	0	4	1
X^3	2	5	3

X^0	3	3	3
X^1	2	2	2
X^2	3	3	3
X^3	0	0	0

X^0	4	54	47
X^1	4	50	38
X^2	4	27	18
X^3	4	4	4

X^0	7	116	84
X^1	1	103	75
X^2	1	70	65
X^3	0	34	33

X^0	1	38	37
X^1	1	38	37
X^2	1	31	30
X^3	1	39	37

X^0	1	2	1
X^1	5	6	5
X^2	1	1	1
X^3	1	2	1

X^0	3	3	3
X^1	1	3	1
X^2	3	3	3
X^3	5	7	5

X^0	4	6	4
X^1	3	3	3
X^2	3	3	3
X^3	5	6	5

X^0	3	5	3
X^1	3	5	3
X^2	3	5	3
X^3	3	3	3

X^0	2	19	17
X^1	4	17	13
X^2	0	20	19
X^3	0	13	13

X^0	2	167	90
X^1	2	176	95
X^2	2	87	87
X^3	0	88	82

X^0	2	13	8
X^1	3	11	7
X^2	2	7	3
X^3	2	6	4

X^0	7	7	7
X^1	3	3	3
X^2	0	0	0
X^3	3	3	3

X^0	2	2	2
X^1	1	1	1
