	Opt.	CR	FP
X^3	3	355	352
X^4	4	217	212
X^5	3	142	139
X^6	4	4	4
X^7	3	3	3
X^8	2	2	2
Diff.	13

X^0	3	88	87
X^1	4	88	86
X^2	4	53	52
X^3	1	53	51
X^4	4	23	22
X^5	1	23	22
X^6	2	2	2
X^7	1	1	1
X^8	0	0	0
Diff.	9

X^0	1	76	74
X^1	4	62	61
X^2	1	42	41
X^3	1	30	29
X^4	1	20	19
X^5	1	9	8
X^6	1	1	1
X^7	1	1	1
X^8	5	5	5
Diff.	3

X^0	1	26	26
X^1	2	23	19
X^2	1	13	12
X^3	1	12	10
X^4	2	5	5
X^5	6	9	8
X^6	0	0	0
X^7	0	0	0
X^8	0	0	0
Diff.	6

X^0	3	80	79
X^1	4	79	74
X^2	3	69	64
X^3	3	67	62
X^4	5	55	55
X^5	0	37	33
X^6	0	23	23
X^7	0	14	11
X^8	0	0	0
Diff.	11

X^0	5	36	34
X^1	2	21	17
X^2	3	16	14
X^3	3	15	11
X^4	3	7	3
X^5	1	1	1
X^6	1	1	1
X^7	3	3	3
X^8	0	0	0
Diff.	7

X^0	3	22	21
X^1	2	21	18
X^2	3	15	14
X^3	1	10	8
X^4	1	6	2
X^5	2	6	4
X^6	1	1	1
X^7	1	1	1
X^8	0	0	0
Diff.	1

X^0	3	16	10
X^1	3	14	11
X^2	3	11	9
X^3	3	8	6
X^4	5	8	6
X^5	2	4	2
X^6	4	4	4
X^7	3	4	3
X^8	0	0	0
Diff.	8

X^0	8	172	164
X^1	8	141	133
X^2	8	128	120
X^3	8	132	124
X^4	8	64	53
X^5	8	68	57
X^6	8	8	8
X^7	8	8	8
X^8	0	0	0
Diff.	55

X^0	3	39	36
X^1	3	34	29
X^2	3	22	18
X^3	3	19	15
X^4	3	6	3
X^5	3	3	3
X^6	3	3	3
X^7	3	3	3
X^8	0	0	0
Diff.	14

X^0	3	230	228
X^1	5	187	187
X^2	3	183	183
X^3	3	192	192
X^4	1	146	142
X^5	2	109	105
X^6	0	69	69
X^7	2	46	44
X^8	0	0	0
Diff.	5

X^0	6	104	96
X^1	6	104	96
X^2	6	88	78
X^3	6	73	67
X^4	6	61	54
X^5	6	47	41
X^6	6	32	24
X^7	6	23	17
X^8	6	6	6
Diff.	43

X^0	1	54	53
X^1	1	42	38
X^2	2	30	21
X^3	5	26	21
X^4	1	11	6
X^5	2	8	2
X^6	1	1	1
X^7	4	4	4
X^8	0	0	0
Diff.	1

X^0	2	59	55
X^1	2	48	46
X^2	2	38	37
X^3	2	29	27
X^4	2	19	17
X^5	2	9	7
X^6	1	1	1
X^7	1	1	1
X^8	1	1	1
Diff.	10

X^0	2	20	18
X^1	3	19	17
X^2	1	14	12
X^3	3	9	5
X^4	1	8	6
X^5	1	1	1
X^6	2	2	2
X^7	1	1	1
X^8	3	3	3
Diff.	3

X^0	1	265	264
X^1	2	259	256
X^2	2	169	168
X^3	2	170	169
X^4	4	88	87
X^5	1	86	85
X^6	1	1	1
X^7	1	1	1
X^8	0	0	0
Diff.	4

X^0	4	996	992
X^1	4	676	672
X^2	0	669	664
X^3	3	657	648
X^4	0	335	331
X^5	1	323	317
X^6	2	2	2
X^7	4	4	4
X^8	3	3	3
Diff.	9

X^0	3	87	83
X^1	3	64	62
X^2	3	43	37
X^3	3	47	47
X^4	3	4	3
X^5	3	22	22
X^6	1	1	1
X^7	0	0	0
X^8	0	0	0
Diff.	9

X^0	2	168	166
X^1	4	147	141
X^2	2	110	108
X^3	2	90	88
X^4	2	55	53
X^5	7	41	39
X^6	2	2	2
X^7	2	2	2
X^8	1	1	1
Diff.	25

X^0	4	192	183
X^1	2	145	138
X^2	1	140	133
X^3	2	122	115
X^4	2	79	70
X^5	1	61	51
X^6	4	22	15
X^7	7	7	7
X^8	0	0	0
Diff.	5

X^0	1	112	110
X^1	1	109	107
X^2	0	73	71
X^3	1	72	70
X^4	2	38	36
X^5	1	35	32
X^6	2	2	2
X^7	2	2	2
X^8	0	0	0
Diff.	3

X^0	3	379	377
X^1	3	269	267
X^2	3	268	262
X^3	3	265	264
X^4	3	136	130
X^5	1	131	130
X^6	2	5	4
X^7	1	1	1
X^8	1	1	1
Diff.	7

X^0	4	85	81
X^1	5	70	65
X^2	1	55	55
X^3	1	38	37
X^4	2	21	21
X^5	1	16	16
X^6	1	3	3
X^7	0	15	15
X^8	0	0	0
Diff.	4

X^0	2	44	43
X^1	1	31	29
X^2	0	24	21
X^3	0	25	20
X^4	1	14	13
X^5	0	12	11
X^6	1	1	1
X^7	1	1	1
X^8	0	0	0
Diff.	11

X^0	4	98	98
X^1	4	85	85
X^2	4	57	57
X^3	1	51	51
X^4	0	24	22
X^5	2	22	21
X^6	0	0	0
X^7	0	0	0
X^8	0	0	0
Diff.	16

X^0	3	74	68
X^1	3	51	50
X^2	1	46	45
X^3	1	47	46
X^4	2	24	23
X^5	0	23	22
X^6	2	2	2
X^7	0	0	0
X^8	2	2	2
Diff.	2

X^0	4	141	134
X^1	4	92	88
X^2	4	86	82
X^3	4	53	49
X^4	4	44	40
X^5	4	44	40
X^6	4	4	4
X^7	4	4	4
X^8	1	1	1
Diff.	22

X^0	2	44	42
X^1	2	37	34
X^2	1	29	27
X^3	6	27	21
X^4	3	17	16
X^5	1	9	8
X^6	1	1	1
X^7	1	1	1
X^8	1	1	1
Diff.	5

X^0	3	89	85
X^1	3	88	84
X^2	3	66	61
X^3	9	63	62
X^4	2	37	36
X^5	1	14	13
X^6	1	1	1
X^7	1	1	1
X^8	1	1	1
Diff.	8

X^0	3	178	176
X^1	3	173	171
X^2	3	111	109
X^3	3	104	102
X^4	2	45	45
X^5	2	45	44
X^6	2	2	2
X^7	0	0	0
X^8	0	0	0
Diff.	5

X^0	3	26	25
X^1	3	18	17
X^2	3	18	17
X^3	2	15	13
X^4	2	8	7
X^5	1	4	1
X^6	1	1	1
X^7	1	1	1
X^8	0	0	0
Diff.	9

X^0	2	18	13
X^1	2	15	11
X^2	3	12	10
X^3	4	13	10
X^4	1	2	1
X^5	1	2	1
X^6	1	1	1
X^7	1	1	1
X^8	0	0	0
Diff.	8

X^0	2	26	25
X^1	1	17	15
X^2	1	11	10
X^3	1	8	7
X^4	6	10	9
X^5	1	1	1
X^6	1	1	1
X^7	0	0	0
X^8	0	0	0
Diff.	5

X^0	2	232	229
X^1	2	182	179
X^2	2	144	137
X^3	2	112	89
X^4	2	85	81
X^5	2	60	56
X^6	2	2	2
X^7	2	2	2
X^8	2	2	2
Diff.	41

X^0	4	943	942
X^1	3	632	629
X^2	2	612	610
X^3	2	315	313
X^4	2	315	311
X^5	1	302	301
X^6	1	1	1
X^7	1	1	1
X^8	0	0	0
Diff.	21

X^0	4	45	40
X^1	3	32	26
X^2	3	25	23
X^3	3	21	18
X^4	3	15	9
X^5	9	14	11
X^6	3	3	3
X^7	3	3	3
X^8	1	1	1
Diff.	14

X^0	2	144	144
X^1	2	142	142
X^2	2	95	95
X^3	2	94	94
X^4	2	47	47
X^5	2	47	46
X^6	0	0	0
X^7	0	0	0
X^8	0	0	0
Diff.	10

X^0	5	120	114
X^1	5	94	90
X^2	5	95	91
X^3	5	67	61
X^4	5	47	42
X^5	5	23	20
X^6	5	7	5
X^7	5	7	5
X^8	3	3	3
Diff.	38

X^0	2	246	246
X^1	2	225	222
X^2	2	201	201
X^3	2	205	205
X^4	0	84	84
X^5	1	91	89
X^6	0	0	0
X^7	0	0	0
X^8	0	0	0
Diff.	6

X^0	3	215	215
X^1	3	174	174
X^2	3	135	135
X^3	3	101	100
X^4	3	77	77
X^5	0	69	69
X^6	1	68	68
X^7	0	40	40
X^8	0	0	0
Diff.	9

X^0	5	89	87
X^1	2	70	70
X^2	2	58	58
X^3	2	69	69
X^4	2	48	48
X^5	2	38	38
X^6	2	15	14
X^7	2	15	15
X^8	0	0	0
Diff.	18

X^0	3	49	46
X^1	3	26	23
X^2	3	28	24
X^3	3	9	5
X^4	3	3	3
X^5	3	3	3
X^6	0	0	0
X^7	0	0	0
X^8	1	1	1
Diff.	24

X^0	2	29	26
X^1	2	16	12
X^2	2	4	2
X^3	7	7	7
X^4	2	2	2
X^5	6	6	6
X^6	0	0	0
X^7	7	7	7
X^8	0	0	0
Diff.	3

X^0	2	21	19
X^1	1	14	10
X^2	1	9	5
X^3	1	6	4
X^4	6	6	6
X^5	1	2	1
X^6	2	2	2
X^7	1	1	1
X^8	0	0	0
Diff.	3

X^0	5	167	164
X^1	1	122	117
X^2	1	89	87
X^3	1	89	82
X^4	1	21	19
X^5	4	39	38
X^6	2	2	2
X^7	1	1	1
X^8	2	2	2
Diff.	2

X^0	3	179	175
X^1	3	117	111
X^2	3	97	93
X^3	3	102	98
X^4	3	45	41
X^5	3	59	55
X^6	3	3	3
X^7	3	3	3
X^8	0	0	0
Diff.	12

X^0	1	15	14
X^1	2	13	11
X^2	1	2	1
X^3	1	1	1
X^4	3	3	3
X^5	1	1	1
X^6	2	2	2
X^7	0	0	0
X^8	1	1	1
Diff.	4

X^0	3	58	55
X^1	3	42	39
X^2	3	33	30
X^3	3	29	28
