	Opt.	CR	FP
X^3	3	20	9
X^4	1	18	10
X^5	1	14	3
X^6	3	9	5
X^7	2	20	13

X^0	2	25	19
X^1	1	26	20
X^2	2	28	22
X^3	4	27	19
X^4	2	26	17
X^5	1	18	12
X^6	1	23	20
X^7	0	24	18

X^0	6	24	6
X^1	2	21	7
X^2	0	17	5
X^3	4	19	9
X^4	1	15	4
X^5	1	14	2
X^6	1	15	6
X^7	1	15	2

X^0	1	32	15
X^1	1	29	15
X^2	3	26	13
X^3	1	16	7
X^4	0	13	2
X^5	0	5	0
X^6	0	0	0
X^7	0	5	0

X^0	4	146	127
X^1	4	139	122
X^2	4	139	125
X^3	4	143	131
X^4	4	138	127
X^5	4	126	122
X^6	0	132	128
X^7	3	122	114

X^0	1	65	27
X^1	1	67	27
X^2	1	64	26
X^3	1	63	26
X^4	1	42	26
X^5	4	55	26
X^6	6	36	20
X^7	0	42	22

X^0	9	67	28
X^1	6	62	26
X^2	6	64	27
X^3	6	60	25
X^4	7	57	27
X^5	2	54	23
X^6	1	45	21
X^7	1	50	15

X^0	2	18	10
X^1	2	22	15
X^2	4	22	15
X^3	4	21	11
X^4	2	16	6
X^5	2	15	8
X^6	2	16	9
X^7	9	23	16

X^0	1	40	16
X^1	1	46	19
X^2	1	47	20
X^3	2	43	18
X^4	1	45	22
X^5	1	41	22
X^6	2	33	16
X^7	0	25	10

X^0	4	40	17
X^1	3	39	15
X^2	4	40	17
X^3	3	37	16
X^4	1	25	1
X^5	1	25	8
X^6	1	25	5
X^7	1	37	11

X^0	5	45	24
X^1	6	40	18
X^2	3	28	14
X^3	2	25	8
X^4	2	22	2
X^5	1	17	1
X^6	2	2	2
X^7	0	27	9

X^0	3	15	7
X^1	3	15	6
X^2	4	16	5
X^3	3	13	3
X^4	3	14	5
X^5	3	10	4
X^6	4	13	10
X^7	1	14	6

X^0	5	20	12
X^1	5	20	12
X^2	3	20	12
X^3	3	19	12
X^4	2	17	14
X^5	5	20	18
X^6	1	12	10
X^7	2	14	8

X^0	4	215	200
X^1	4	215	199
X^2	4	217	205
X^3	4	217	205
X^4	4	212	195
X^5	4	208	96
X^6	4	71	59
X^7	4	216	102

X^0	2	94	47
X^1	2	97	51
X^2	1	94	48
X^3	1	84	41
X^4	1	77	41
X^5	1	46	27
X^6	2	35	27
X^7	0	57	32

X^0	5	63	36
X^1	5	64	37
X^2	5	63	36
X^3	5	58	30
X^4	5	55	27
X^5	5	52	30
X^6	5	32	27
X^7	1	34	15

X^0	2	18	7
X^1	2	17	7
X^2	2	15	6
X^3	2	7	2
X^4	5	19	11
X^5	2	11	3
X^6	0	6	0
X^7	1	15	6

X^0	2	93	33
X^1	2	91	33
X^2	2	89	33
X^3	2	87	37
X^4	2	70	37
X^5	0	73	36
X^6	0	40	38
X^7	3	65	41

X^0	2	148	98
X^1	5	151	102
X^2	2	147	98
X^3	2	143	106
X^4	1	143	105
X^5	2	111	104
X^6	3	82	81
X^7	8	130	87

X^0	0	39	10
X^1	0	39	15
X^2	0	38	14
X^3	0	37	14
X^4	1	31	14
X^5	4	28	13
X^6	0	15	5
X^7	1	25	10

X^0	3	20	3
X^1	2	17	5
X^2	5	17	9
X^3	2	10	4
X^4	2	9	3
X^5	2	11	6
X^6	2	11	5
X^7	0	8	1

X^0	2	10	2
X^1	2	9	2
X^2	4	11	6
X^3	2	8	4
X^4	1	9	5
X^5	2	8	5
X^6	3	7	3
X^7	1	10	4

X^0	6	323	154
X^1	3	321	154
X^2	4	319	155
X^3	8	320	157
X^4	2	309	142
X^5	2	314	156
X^6	2	161	152
X^7	1	173	151

X^0	3	31	12
X^1	2	27	10
X^2	1	23	9
X^3	2	23	8
X^4	1	23	14
X^5	1	23	10
X^6	0	11	0
X^7	0	14	0

X^0	2	24	4
X^1	2	23	9
X^2	2	21	10
X^3	2	20	11
X^4	4	21	13
X^5	1	17	11
X^6	4	20	13
X^7	2	21	8

X^0	4	47	26
X^1	3	49	26
X^2	5	50	24
X^3	6	41	26
X^4	1	30	18
X^5	1	20	12
X^6	1	20	11
X^7	0	17	5

X^0	4	236	91
X^1	5	240	91
X^2	4	241	91
X^3	5	240	92
X^4	2	170	93
X^5	5	169	80
X^6	0	152	86
X^7	0	65	0

X^0	1	22	7
X^1	0	27	7
X^2	0	35	19
X^3	0	31	9
X^4	0	27	10
X^5	2	27	16
X^6	1	29	17
X^7	0	24	12

X^0	1	81	71
X^1	1	90	79
X^2	1	91	76
X^3	4	91	78
X^4	3	90	76
X^5	3	82	78
X^6	3	80	78
X^7	0	70	56

X^0	2	18	7
X^1	1	18	7
X^2	2	18	6
X^3	1	15	4
X^4	2	12	6
X^5	1	7	2
X^6	4	11	6
X^7	7	17	8

X^0	2	49	28
X^1	1	46	28
X^2	1	40	21
X^3	0	27	11
X^4	0	34	16
X^5	3	35	22
X^6	0	37	17
X^7	0	22	1

X^0	4	12	8
X^1	4	9	5
X^2	4	7	4
X^3	4	11	5
X^4	4	8	4
X^5	4	8	4
X^6	4	4	4
X^7	2	9	6

X^0	0	31	17
X^1	0	26	7
X^2	1	25	9
X^3	0	23	9
X^4	0	23	6
X^5	1	20	2
X^6	5	14	5
X^7	3	26	8

X^0	4	122	70
X^1	4	125	67
X^2	5	123	69
X^3	3	116	66
X^4	5	111	63
X^5	4	106	38
X^6	2	76	70
X^7	0	84	64

X^0	4	102	58
X^1	4	99	56
X^2	4	98	53
X^3	2	95	50
X^4	2	91	50
X^5	2	92	37
X^6	2	61	22
X^7	0	92	33

X^0	6	151	85
X^1	1	142	79
X^2	1	142	76
X^3	1	138	71
X^4	1	107	74
X^5	0	150	84
X^6	1	80	74
X^7	2	94	75

X^0	2	23	14
X^1	2	23	9
X^2	2	24	10
X^3	2	19	8
X^4	11	28	23
X^5	2	17	11
X^6	2	8	2
X^7	2	2	2

X^0	2	9	2
X^1	2	10	3
X^2	2	10	2
X^3	3	10	3
X^4	2	9	3
X^5	3	11	5
X^6	2	6	2
X^7	1	5	1

X^0	1	299	147
X^1	1	300	147
X^2	1	299	146
X^3	3	299	151
X^4	1	294	147
X^5	3	291	151
X^6	3	152	151
X^7	0	152	139

X^0	2	106	55
X^1	0	99	48
X^2	1	93	44
X^3	1	78	43
X^4	2	59	30
X^5	0	49	20
X^6	0	27	0
X^7	0	49	20

X^0	3	36	23
X^1	3	34	16
X^2	3	40	15
X^3	3	40	18
X^4	3	39	19
X^5	3	38	20
X^6	3	25	18
X^7	0	25	11

X^0	3	69	34
X^1	3	68	35
X^2	3	68	36
X^3	3	59	29
X^4	3	49	25
X^5	3	47	28
X^6	4	53	28
X^7	3	48	11

X^0	3	116	92
X^1	3	107	91
X^2	3	112	87
X^3	3	109	94
X^4	3	99	86
X^5	5	103	96
X^6	3	84	81
X^7	1	98	80

X^0	4	45	24
X^1	4	43	24
X^2	4	42	25
X^3	4	33	16
X^4	3	25	15
X^5	3	24	12
X^6	4	29	17
X^7	2	2	2

X^0	0	132	101
X^1	0	126	99
X^2	1	124	100
X^3	3	119	100
X^4	2	107	99
X^5	3	91	81
X^6	1	87	83
X^7	2	107	105

X^0	2	43	14
X^1	1	40	14
X^2	1	38	14
X^3	1	36	18
X^4	1	32	14
X^5	1	31	18
X^6	1	35	21
X^7	0	31	9

X^0	2	44	19
X^1	1	44	19
X^2	4	47	21
X^3	5	47	22
X^4	3	43	20
X^5	3	43	22
X^6	1	23	16
X^7	0	25	17

X^0	5	42	24
X^1	5	40	21
X^2	5	40	22
X^3	5	39	15
X^4	9	41	20
X^5	5	34	14
X^6	5	16	5
X^7	1	31	13

X^0	4	58	33
X^1	0	54	29
X^2	0	53	29
X^3	5	60	34
X^4	1	38	29
X^5	2	35	18
X^6	1	9	2
X^7	0	33	10

X^0	4	21	12
X^1	1	24	14
X^2	1	22	10
X^3	1	17	6
X^4	1	10	4
X^5	1	10	1
X^6	1	6	1
X^7	1	1	1

X^0	3	53	32
X^1	3	41	27
X^2	3	29	22
X^3	3	23	16
X^4	3	21	17
X^5	3	16	7
X^6	3	3	3
X^7	0	16	6

X^0	4	88	61
X^1	4	80	57
X^2	1	67	46
X^3	1	71	36
X^4	1	77	47
X^5	1	72	44
X^6	0	36	35
X^7	0	60	44

X^0	2	52	24
X^1	2	51	24
X^2	1	49	24
X^3	5	52	26
X^4	2	44	23
X^5	1	37	18
X^6	0	19	18
X^7	0	35	18

X^0	2	70	31
X^1	1	64	27
X^2	1	48	27
X^3	1	52	22
X^4	1	44	21
X^5	5	47	29
X^6	1	25	14
X^7	0	34	21

X^0	4	45	21
X^1	5	46	21
X^2	3	43	21
X^3	4	39	22
X^4	5	39	21
X^5	3	32	13
X^6	3	27	8
X^7	0	27	4

X^0	5	35	15
X^1	4	34	14
X^2	2	30	11
X^3	1	30	13
X^4	2	29	15
X^5	2	27	10
X^6	1	25	11
X^7	0	22	7

X^0	2	18	7
X^1	3	19	9
X^2	2	16	8
X^3	2	14	7
X^4	1	10	2
X^5	1	8	1
X^6	2	6	2
X^7	2	11	6

X^0	1	17	10
X^1	1	19	10
X^2	2	19	8
X^3	1	18	7
X^4	1	15	7
X^5	2	19	11
X^6	1	12	8
X^7	0	15	5

X^0	3	159	93
X^1	3	168	98
X^2	3	159	95
X^3	4	168	114
X^4	6	152	98
X^5	6	152	98
X^6	1	97	90
X^7	1	61	28

X^0	3	74	26
X^1	2	82	29
X^2	3	84	35
X^3	2	79	35
X^4	1	62	34
X^5	2	63	27
X^6	0	47	27
X^7	1	60	25

X^0	4	90	42
X^1	6	90	45
X^2	4	79	38
X^3	1	63	33
X^4	1	52	25
X^5	1	51	25
X^6	1	31	13
X^7	0	38	17

X^0	5	245	119
X^1	6	246	120
X^2	6	247	119
X^3	2	246	121
X^4	1	245	121
X^5	1	236	119
X^6	1	124	116
X^7	0	162	112

X^0	4	35	15
X^1	7	33	18
X^2	4	26	10
X^3	2	14	11
X^4	2	21	10
X^5	2	10	5
X^6	2	16	10
X^7	2	2	2

X^0	4	54	20
X^1	2	52	18
X^2	2	48	16
X^3	2	39	18
X^4	0	32	10
X^5	4	37	19
X^6	0	34	14
X^7	0	18	0

X^0	3	170	81
X^1	3	171	82
X^2	4	170	82
X^3	3	130	79
X^4	3	97	46
X^5	3	50	8
X^6	3	58	7
X^7	1	50	1

X^0	2	53	27
X^1	2	52	26
X^2	1	42	21
X^3	1	39	22
X^4	1	30	17
X^5	1	24	9
X^6	0	6	0
X^7	0	32	16

X^0	9	34	20
X^1	1	28	15
X^2	1	23	9
X^3	1	23	12
X^4	1	22	11
X^5	1	16	11
X^6	1	17	4
X^7	1	1	1

X^0	3	118	51
X^1	2	118	50
X^2	1	122	55
X^3	2	121	54
X^4	1	89	42
X^5	1	107	38
X^6	4	89	38
X^7	0	85	39

X^0	8	181	91
X^1	4	177	84
X^2	4	177	88
X^3	2	173	86
X^4	3	154	87
X^5	2	121	65
X^6	0	89	55
X^7	4	90	57

X^0	5	42	25
X^1	5	39	25
X^2	7	39	27
X^3	1	35	20
X^4	5	33	21
X^5	2	25	21
X^6	1	21	20
X^7	0	32	23

X^0	2	36	17
X^1	4	36	17
X^2	2	34	14
X^3	2	33	16
X^4	1	31	19
X^5	1	26	14
X^6	1	22	13
X^7	1	22	7

X^0	3	94	53
X^1	3	95	53
X^2	3	95	47
X^3	3	88	43
X^4	2	87	46
X^5	3	62	50
X^6	3	65	50
X^7	0	37	7

X^0	5	75	30
X^1	5	70	29
X^2	2	71	29
X^3	5	66	26
X^4	5	65	26
X^5	1	63	28
X^6	1	37	26
X^7	0	46	25

X^0	1	92	60
X^1	1	92	58
X^2	2	85	56
X^3	1	77	54
X^4	1	55	28
X^5	1	26	21
X^6	2	29	23
X^7	1	55	23

X^0	3	76	30
X^1	3	76	31
X^2	3	78	34
X^3	3	72	31
X^4	3	68	37
X^5	2	65	34
X^6	1	38	33
X^7	0	44	19

X^0	2	36	17
X^1	1	36	18
X^2	1	36	15
X^3	1	34	16
X^4	1	30	18
X^5	1	20	11
X^6	1	14	7
X^7	5	26	8

X^0	2	109	46
X^1	2	111	55
X^2	2	102	46
X^3	1	78	22
X^4	1	56	13
X^5	1	72	21
X^6	1	57	10
X^7	0	72	22

X^0	8	171	74
X^1	2	174	78
X^2	2	173	84
X^3	2	179	67
X^4	2	132	67
X^5	2	137	65
X^6	2	99	70
X^7	0	141	64

X^0	2	41	16
X^1	2	39	14
X^2	2	39	17
X^3	2	35	12
X^4	2	34	15
X^5	3	30	16
X^6	2	2	2
X^7	3	30	16

X^0	1	14	2
X^1	2	15	6
X^2	1	15	4
X^3	1	15	5
X^4	0	8	7
X^5	1	11	4
X^6	7	15	14
X^7	2	20	7

X^0	6	56	27
X^1	2	45	21
X^2	1	39	21
X^3	1	34	11
X^4	1	24	3
X^5	1	29	7
X^6	2	31	13
X^7	0	33	10

X^0	4	21	8
X^1	2	18	7
X^2	2	17	2
X^3	1	15	8
X^4	0	12	4
X^5	0	10	3
X^6	0	7	1
X^7	0	9	2

X^0	6	58	37
X^1	2	53	24
X^2	1	59	30
X^3	5	65	37
X^4	1	50	25
X^5	3	43	26
X^6	1	38	33
X^7	0	2	0

X^0	3	54	24
X^1	4	52	25
X^2	2	48	21
X^3	1	41	14
X^4	3	53	26
X^5	1	43	15
X^6	1	30	3
X^7	0	40	10

X^0	1	53	23
X^1	1	53	23
X^2	1	54	23
X^3	3	52	22
X^4	1	51	24
X^5	1	46	24
X^6	1	29	24
X^7	4	46	22

X^0	4	160	82
X^1	5	164	85
X^2	4	160	81
X^3	4	159	74
X^4	1	167	83
X^5	4	159	93
X^6	0	85	84
X^7	2	92	84

X^0	4	42	21
X^1	1	37	19
X^2	2	34	13
X^3	1	26	13
X^4	4	31	18
X^5	6	31	19
X^6	5	17	12
X^7	1	20	10

X^0	1	48	32
X^1	2	49	29
X^2	1	40	26
X^3	1	39	28
X^4	1	30	16
X^5	1	32	26
X^6	2	22	20
X^7	0	38	26

X^0	2	89	39
X^1	1	90	39
X^2	2	91	43
X^3	4	87	43
X^4	0	81	41
X^5	4	86	40
X^6	0	44	41
X^7	0	48	40

X^0	6	25	14
X^1	4	23	9
X^2	3	22	11
X^3	3	20	7
X^4	3	17	7
X^5	3	14	5
X^6	3	5	3
X^7	0	11	4

X^0	1	138	69
X^1	1	141	70
X^2	3	146	73
X^3	0	129	69
X^4	0	130	80
X^5	0	115	73
X^6	0	81	80
X^7	4	100	65

X^0	2	25	11
X^1	2	23	11
X^2	3	25	12
X^3	1	22	9
X^4	1	22	9
X^5	0	24	14
X^6	1	18	12
X^7	0	17	8

X^0	1	131	65
X^1	0	127	60
X^2	0	123	55
X^3	1	116	49
X^4	1	107	53
X^5	0	100	52
X^6	0	48	41
X^7	0	72	52

X^0	1	14	8
X^1	1	14	5
X^2	1	13	7
X^3	5	17	11
X^4	1	7	5
X^5	0	11	2
X^6	1	3	1
X^7	1	13	3

X^0	3	55	37
X^1	2	57	37
X^2	4	59	43
X^3	5	55	41
X^4	0	48	39
X^5	0	46	39
X^6	0	39	39
X^7	0	46	26

X^0	2	20	10
X^1	2	21	10
X^2	3	22	10
X^3	9	26	14
X^4	2	15	7
X^5	2	13	2
X^6	2	9	2
X^7	1	13	3

X^0	4	33	22
X^1	2	30	19
X^2	8	31	21
X^3	5	38	20
X^4	1	18	15
X^5	3	27	19
X^6	0	0	0
X^7	1	33	25

X^0	5	44	21
X^1	4	42	20
X^2	2	39	18
X^3	2	39	20
X^4	3	33	21
X^5	2	26	13
X^6	2	19	9
X^7	0	12	2

X^0	4	35	14
X^1	1	28	16
X^2	1	22	12
X^3	1	19	11
X^4	1	15	5
X^5	0	13	4
X^6	1	19	4
X^7	0	0	0

X^0	1	84	36
X^1	6	85	41
X^2	1	78	38
X^3	1	53	33
X^4	1	17	1
X^5	1	1	1
X^6	1	1	1
X^7	0	0	0

X^0	3	75	34
X^1	3	73	31
X^2	4	75	34
X^3	3	74	36
X^4	0	68	31
X^5	2	68	30
X^6	0	38	29
X^7	2	43	27

X^0	6	476	221
X^1	6	472	221
X^2	5	463	221
X^3	1	453	221
X^4	0	454	232
X^5	5	453	232
X^6	0	222	220
X^7	0	248	230

X^0	1	43	12
X^1	1	43	19
X^2	1	41	19
X^3	1	38	19
X^4	1	38	19
X^5	2	28	15
X^6	1	24	15
X^7	1	31	16

X^0	4	35	21
X^1	2	30	15
X^2	2	27	17
X^3	4	25	16
X^4	1	10	8
X^5	0	2	0
X^6	3	5	3
X^7	0	17	15

X^0	1	19	9
X^1	1	15	6
X^2	2	12	4
X^3	1	8	1
X^4	1	9	1
X^5	2	8	2
X^6	2	5	2
X^7	1	8	1

X^0	3	13	9
X^1	3	11	6
X^2	3	11	5
X^3	4	12	6
X^4	1	11	4
X^5	1	13	7
X^6	0	8	0
X^7	2	13	3

X^0	1	176	75
X^1	2	175	75
X^2	7	181	78
X^3	2	171	75
X^4	1	158	75
X^5	1	166	86
X^6	0	79	75
X^7	0	104	88

X^0	2	299	155
X^1	1	302	157
X^2	2	304	157
X^3	1	303	158
X^4	1	303	158
X^5	3	303	158
X^6	0	303	301
X^7	1	161	153

X^0	3	66	43
X^1	3	59	41
X^2	3	54	41
X^3	3	53	15
X^4	3	16	9
X^5	6	67	34
X^6	0	5	0
X^7	2	64	35

X^0	3	22	12
X^1	3	24	13
X^2	3	22	9
X^3	3	17	12
X^4	3	9	4
X^5	3	8	3
X^6	1	11	8
X^7	1	8	4

X^0	4	24	4
X^1	4	24	7
X^2	4	24	7
X^3	2	22	7
X^4	4	26	7
X^5	0	22	6
X^6	1	21	8
X^7	1	21	2

X^0	4	80	39
X^1	2	75	37
X^2	2	74	35
X^3	2	72	33
X^4	2	65	34
X^5	2	59	26
X^6	4	43	39
X^7	0	31	23

X^0	4	69	29
X^1	4	70	32
X^2	2	67	28
X^3	2	62	29
X^4	2	59	29
X^5	2	59	28
X^6	2	35	30
X^7	2	39	29

X^0	3	19	8
X^1	5	19	10
X^2	1	16	7
X^3	1	14	4
X^4	1	4	1
X^5	3	17	7
X^6	1	1	1
X^7	1	15	5

X^0	6	29	11
X^1	2	26	12
X^2	3	26	10
X^3	1	22	11
X^4	1	16	8
X^5	1	12	2
X^6	0	9	0
X^7	1	11	1

X^0	9	41	19
X^1	6	37	15
X^2	8	37	15
X^3	6	37	15
X^4	4	36	16
X^5	3	35	17
X^6	3	26	18
X^7	7	21	13

X^0	1	25	20
X^1	1	25	20
X^2	1	25	19
X^3	2	27	22
X^4	1	25	18
X^5	1	24	20
X^6	1	22	20
X^7	0	18	13

X^0	3	64	29
X^1	3	65	25
X^2	3	52	29
X^3	3	44	32
X^4	3	26	19
X^5	0	50	46
X^6	0	0	0
X^7	2	42	23

X^0	1	250	125
X^1	1	249	124
X^2	1	251	127
X^3	1	250	127
X^4	1	256	135
X^5	4	244	235
X^6	1	130	123
X^7	1	131	113

X^0	4	199	94
X^1	4	201	95
X^2	2	204	95
X^3	2	204	96
X^4	2	150	85
X^5	2	111	58
X^6	2	112	62
X^7	1	117	58

X^0	2	256	129
X^1	4	255	129
X^2	2	253	126
X^3	2	251	126
X^4	1	245	118
X^5	1	245	120
X^6	2	126	121
X^7	1	130	123

X^0	2	37	16
X^1	2	36	14
X^2	4	32	18
X^3	2	26	9
X^4	2	18	4
X^5	2	22	6
X^6	3	16	3
X^7	0	26	8

X^0	3	106	43
X^1	3	107	43
X^2	0	110	45
X^3	3	109	44
X^4	1	87	44
X^5	3	83	42
X^6	0	57	44
X^7	4	81	44

X^0	3	12	4
X^1	4	11	6
X^2	3	10	5
X^3	4	10	6
X^4	3	9	4
X^5	8	13	9
X^6	4	8	5
X^7	1	5	1

X^0	1	118	80
X^1	1	118	77
X^2	1	122	78
X^3	5	126	81
X^4	2	119	77
X^5	1	118	77
X^6	1	81	72
X^7	1	84	41

X^0	3	111	47
X^1	2	111	50
X^2	1	112	52
X^3	1	99	49
X^4	2	92	46
X^5	2	90	46
X^6	1	44	31
X^7	0	67	39

X^0	4	221	100
X^1	4	218	97
X^2	4	199	86
X^3	4	178	105
X^4	4	126	59
X^5	4	149	60
X^6	4	86	31
X^7	0	140	66

X^0	3	78	36
X^1	3	82	36
X^2	3	81	37
X^3	4	86	41
X^4	3	62	30
X^5	3	64	37
X^6	1	66	24
X^7	0	37	0

X^0	4	81	42
X^1	4	81	32
X^2	3	88	41
X^3	4	84	39
X^4	2	86	43
X^5	1	85	39
X^6	1	51	47
X^7	0	45	40

X^0	2	13	7
X^1	1	10	4
X^2	1	7	2
X^3	3	8	3
X^4	1	6	1
X^5	2	4	2
X^6	0	5	0
X^7	0	7	2

X^0	2	36	17
X^1	2	37	16
X^2	0	34	11
X^3	1	33	12
X^4	10	38	22
X^5	1	25	13
X^6	0	29	20
X^7	2	28	12

X^0	3	62	25
X^1	1	61	26
X^2	1	61	26
X^3	1	58	25
X^4	4	59	34
X^5	2	55	27
X^6	1	27	18
X^7	1	33	24

X^0	4	13	10
X^1	3	13	10
X^2	3	13	10
X^3	2	10	6
X^4	4	10	6
X^5	1	8	5
X^6	4	8	5
X^7	0	0	0

X^0	2	69	22
X^1	1	67	22
X^2	3	68	27
X^3	1	57	20
X^4	0	53	25
X^5	0	49	23
X^6	2	49	32
X^7	0	48	17

X^0	4	58	29
X^1	2	54	27
X^2	2	53	28
X^3	2	54	29
X^4	2	54	29
X^5	3	49	30
X^6	1	35	24
X^7	0	33	15

X^0	3	288	172
X^1	3	279	160
X^2	3	270	155
X^3	3	219	153
X^4	3	183	111
X^5	3	132	65
X^6	3	105	101
X^7	0	120	111

X^0	2	176	80
X^1	2	176	79
X^2	3	176	85
X^3	1	169	82
X^4	1	162	82
X^5	1	155	91
X^6	0	130	115
X^7	1	128	57

X^0	2	85	32
X^1	6	87	34
X^2	2	84	34
X^3	2	78	36
X^4	4	70	31
X^5	4	40	34
X^6	0	52	28
X^7	0	5	0

X^0	1	307	158
X^1	1	307	157
X^2	1	290	149
X^3	1	286	144
X^4	0	260	130
X^5	1	275	146
X^6	1	131	129
X^7	0	156	139

X^0	2	74	39
X^1	2	84	41
X^2	2	85	52
X^3	2	85	52
X^4	2	68	54
X^5	1	57	38
X^6	1	35	29
X^7	2	46	43

X^0	4	30	15
X^1	3	30	14
X^2	1	24	13
X^3	1	25	10
X^4	1	21	13
X^5	1	19	11
X^6	1	18	10
X^7	1	23	7

X^0	4	51	16
X^1	3	49	15
X^2	4	43	16
X^3	1	39	15
X^4	2	35	19
X^5	0	39	16
X^6	1	30	9
X^7	0	41	10

X^0	4	26	21
X^1	4	22	19
X^2	2	19	15
X^3	2	18	15
X^4	4	9	5
X^5	2	22	18
X^6	1	3	1
X^7	2	23	18

X^0	2	26	12
X^1	2	25	8
X^2	2	23	11
X^3	3	21	10
X^4	1	22	10
X^5	2	16	9
X^6	1	17	16
X^7	0	14	11

X^0	1	174	83
X^1	1	174	83
X^2	1	173	82
X^3	1	170	75
X^4	4	177	87
X^5	1	170	86
X^6	1	91	78
X^7	5	108	87

X^0	6	42	23
X^1	10	47	27
X^2	5	40	20
X^3	5	38	19
X^4	5	30	13
X^5	5	37	20
X^6	5	30	21
X^7	3	40	17

X^0	5	57	32
X^1	5	57	32
X^2	5	57	32
X^3	5	48	27
X^4	5	29	15
X^5	5	15	5
X^6	4	20	12
X^7	1	31	22

X^0	5	497	260
X^1	5	499	252
X^2	5	493	255
X^3	5	489	255
X^4	5	484	250
X^5	3	455	249
X^6	1	238	232
X^7	5	294	244

X^0	11	40	14
X^1	11	42	16
X^2	11	37	15
X^3	11	31	11
X^4	11	24	11
X^5	2	25	7
X^6	2	15	2
X^7	0	25	8

X^0	3	27	14
X^1	4	29	17
X^2	3	25	17
X^3	3	26	11
X^4	3	24	12
X^5	4	23	13
X^6	3	19	13
X^7	3	12	3

X^0	3	30	13
X^1	3	28	7
X^2	3	28	14
X^3	3	23	10
X^4	1	22	9
X^5	3	26	12
