	Opt.	CR	FP
X^0	195	195	195
X^1	200	200	200
X^2	200	200	200

X^0	199	197	198
X^1	199	199	199
X^2	200	200	200

X^0	199	196	199
X^1	200	200	200
X^2	200	200	200

X^0	200	200	200
X^1	196	196	196
X^2	198	198	198

X^0	195	151	152
X^1	199	173	175
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	198	193	195
X^1	200	198	200
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	197	197	197
X^2	200	200	200

X^0	197	196	197
X^1	196	196	196
X^2	198	198	198

X^0	196	184	185
X^1	198	193	194
X^2	199	199	199

X^0	199	197	199
X^1	199	199	199
X^2	200	200	200

X^0	195	194	195
X^1	200	200	200
X^2	199	199	199

X^0	198	197	198
X^1	198	198	198
X^2	197	197	197

X^0	200	200	200
X^1	199	199	199
X^2	197	197	197

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	198	198	198
X^1	200	200	200
X^2	198	198	198

X^0	191	128	129
X^1	199	167	168
X^2	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	194	194	194

X^0	198	195	196
X^1	198	195	196
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	197	197	197
X^1	200	199	200
X^2	199	199	199

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	195	195	195
X^1	195	195	195
X^2	199	199	199

X^0	198	196	198
X^1	199	199	199
X^2	200	200	200

X^0	198	197	198
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	197	197	197
X^2	198	198	198

X^0	198	187	189
X^1	198	195	197
X^2	198	198	198

X^0	196	7	11
X^1	196	126	131
X^2	196	196	196

X^0	199	197	198
X^1	199	199	199
X^2	199	199	199

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	200	200	200
X^2	200	200	200

X^0	199	197	199
X^1	199	197	199
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199

X^0	199	199	199
X^1	197	197	197
X^2	200	200	200

X^0	197	197	197
X^1	195	195	195
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	197	197	197

X^0	198	198	198
X^1	199	199	199
X^2	195	195	195

X^0	198	197	198
X^1	200	200	200
X^2	199	199	199

X^0	197	193	194
X^1	199	196	197
X^2	199	199	199

X^0	194	194	194
X^1	198	197	198
X^2	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	199	199	199

X^0	197	195	197
X^1	199	199	199
X^2	200	200	200

X^0	200	200	200
X^1	197	197	197
X^2	200	200	200

X^0	200	195	197
X^1	198	193	195
X^2	200	200	200

X^0	199	198	199
X^1	198	198	198
X^2	200	200	200

X^0	187	187	187
X^1	187	187	187
X^2	200	200	200

X^0	196	194	196
X^1	196	194	196
X^2	196	196	196

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	197	199
X^1	196	196	196
X^2	199	199	199

X^0	200	187	189
X^1	200	194	194
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	199	196	199
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	200	200	200
X^1	198	198	198
X^2	200	200	200

X^0	199	199	199
X^1	194	194	194
X^2	200	200	200

X^0	199	199	199
X^1	197	197	197
X^2	199	199	199

X^0	199	193	193
X^1	200	198	200
X^2	200	200	200

X^0	198	196	197
X^1	198	198	198
X^2	199	199	199

X^0	196	196	196
X^1	196	196	196
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	195	195	195
X^1	199	199	199
X^2	199	199	199

X^0	196	196	196
X^1	197	197	197
X^2	200	200	200

X^0	198	198	198
X^1	199	190	191
X^2	200	200	200

X^0	198	198	198
X^1	199	199	199
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	197	197	197

X^0	198	198	198
X^1	199	199	199
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	198	195	196
X^1	199	199	199
X^2	198	198	198

X^0	198	196	197
X^1	200	200	200
X^2	199	199	199

X^0	199	197	199
X^1	199	197	199
X^2	199	199	199

X^0	197	166	169
X^1	197	170	173
X^2	197	197	197

X^0	199	197	198
X^1	196	196	196
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	198	198	198

X^0	194	192	192
X^1	200	200	200
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	200	200	200

X^0	199	197	197
X^1	200	197	197
X^2	200	200	200

X^0	198	192	195
X^1	199	195	195
X^2	200	200	200

X^0	196	196	196
X^1	198	198	198
X^2	200	200	200

X^0	197	197	197
X^1	197	197	197
X^2	197	197	197

X^0	197	191	192
X^1	195	194	195
X^2	200	200	200

X^0	195	195	195
X^1	195	192	192
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	197	197	197

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	197	195	197
X^1	198	198	198
X^2	198	198	198

X^0	196	193	196
X^1	196	193	196
X^2	196	196	196

X^0	196	196	196
X^1	197	197	197
X^2	200	200	200

X^0	200	197	198
X^1	200	200	200
X^2	199	199	199

X^0	197	197	197
X^1	200	200	200
X^2	196	196	196

X^0	200	199	200
X^1	200	200	200
X^2	200	200	200

X^0	199	178	179
X^1	200	188	191
X^2	200	200	200

X^0	197	190	193
X^1	197	192	195
X^2	197	197	197

X^0	200	197	198
X^1	199	199	199
X^2	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	196	159	163
X^1	198	158	162
X^2	198	198	198

X^0	198	198	198
X^1	200	200	200
X^2	198	198	198

X^0	200	200	200
X^1	199	199	199
X^2	200	200	200

X^0	196	196	196
X^1	196	196	196
X^2	198	198	198

X^0	199	196	198
X^1	199	199	199
X^2	198	198	198

X^0	196	196	196
X^1	199	199	199
X^2	198	198	198

X^0	200	200	200
X^1	200	200	200
X^2	199	199	199

X^0	191	191	191
X^1	200	200	200
X^2	199	199	199

X^0	198	196	198
X^1	200	200	200
X^2	199	199	199

X^0	199	197	198
X^1	199	199	199
X^2	200	200	200

X^0	194	194	194
X^1	195	195	195
X^2	198	198	198

X^0	199	199	199
X^1	198	198	198
X^2	198	198	198

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199

X^0	198	192	198
X^1	194	194	194
X^2	200	200	200

X^0	199	197	197
X^1	199	197	199
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	198	198	198

X^0	200	198	200
X^1	199	199	199
X^2	200	200	200

X^0	196	196	196
X^1	195	195	195
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	200	200	200

X^0	198	198	198
X^1	198	197	198
X^2	198	198	198

X^0	197	197	197
X^1	196	196	196
X^2	199	199	199

X^0	198	195	197
X^1	198	198	198
X^2	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	196	196	196
X^1	196	196	196
X^2	198	198	198

X^0	197	197	197
X^1	199	199	199
X^2	199	199	199

X^0	198	197	198
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	195	195	195
X^1	196	196	196
X^2	197	197	197

X^0	199	189	189
X^1	197	195	195
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	199	197	199
X^1	199	199	199
X^2	200	200	200

X^0	197	194	195
X^1	199	195	196
X^2	199	199	199

X^0	200	198	199
X^1	200	200	200
X^2	199	199	199

X^0	198	198	198
X^1	198	197	198
X^2	199	199	199

X^0	198	190	191
X^1	198	197	197
X^2	200	200	200

X^0	197	197	197
X^1	200	200	200
X^2	199	199	199

X^0	197	136	139
X^1	197	166	170
X^2	197	197	197

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	197	197	197
X^1	200	198	200
X^2	198	198	198

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	199	199	199

X^0	199	162	163
X^1	199	180	181
X^2	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	198	198	198

X^0	196	193	196
X^1	199	199	199
X^2	195	195	195

X^0	198	198	198
X^1	200	200	200
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	191	190	191
X^1	200	199	200
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	198	198	198

X^0	195	193	195
X^1	195	195	195
X^2	199	199	199

X^0	200	200	200
X^1	200	199	200
X^2	200	200	200

X^0	198	103	104
X^1	197	140	141
X^2	200	200	200

X^0	198	198	198
X^1	196	196	196
X^2	199	199	199

X^0	200	200	200
X^1	200	200	200
X^2	199	199	199

X^0	198	198	198
X^1	200	200	200
X^2	198	198	198

X^0	198	195	198
X^1	198	196	196
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	200	199	200
X^1	200	199	200
X^2	198	198	198

X^0	197	189	196
X^1	196	196	196
X^2	199	199	199

X^0	198	198	198
X^1	200	198	199
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199

X^0	196	181	185
X^1	196	196	196
X^2	200	200	200

X^0	197	197	197
X^1	197	197	197
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	200	200	200

X^0	198	197	197
X^1	200	200	200
X^2	200	200	200

X^0	200	200	200
X^1	199	199	199
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	196	196	196

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199

X^0	200	183	185
X^1	198	189	190
X^2	200	200	200

X^0	198	198	198
X^1	200	200	200
X^2	198	198	198

X^0	196	196	196
X^1	196	196	196
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	200	192	192
X^1	200	197	197
X^2	200	200	200

X^0	196	196	196
X^1	197	197	197
X^2	200	200	200

X^0	199	197	198
X^1	198	197	197
X^2	200	200	200

X^0	193	193	193
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	197	197	197

X^0	200	199	200
X^1	200	199	200
X^2	200	200	200

X^0	200	148	149
X^1	196	169	169
X^2	200	200	200

X^0	198	195	198
X^1	197	197	197
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199

X^0	199	197	197
X^1	198	198	198
X^2	200	200	200

X^0	197	197	197
X^1	198	198	198
X^2	197	197	197

X^0	197	197	197
X^1	198	198	198
X^2	200	200	200

X^0	200	200	200
X^1	199	199	199
X^2	200	200	200

X^0	200	200	200
X^1	199	199	199
X^2	199	199	199

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	199	198	199
X^1	199	198	199
X^2	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	198	191	192
X^1	199	199	199
X^2	198	198	198

X^0	200	199	200
X^1	198	197	198
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	200	182	182
X^1	200	192	193
X^2	200	200	200

X^0	198	197	198
X^1	198	198	198
X^2	199	199	199

X^0	192	192	192
X^1	198	198	198
X^2	200	200	200

X^0	194	194	194
X^1	195	195	195
X^2	198	198	198

X^0	199	199	199
X^1	199	199	199
X^2	195	195	195

X^0	197	197	197
X^1	199	198	199
X^2	197	197	197

X^0	198	198	198
X^1	199	199	199
X^2	198	198	198

X^0	197	195	197
X^1	197	197	197
X^2	199	199	199

X^0	200	195	197
X^1	199	194	194
X^2	200	200	200

X^0	198	195	196
X^1	199	199	199
X^2	200	200	200

X^0	199	197	198
X^1	199	199	199
X^2	200	200	200

X^0	199	193	194
X^1	199	199	199
X^2	200	200	200

X^0	193	193	193
X^1	196	196	196
X^2	196	196	196

X^0	198	198	198
X^1	198	198	198
X^2	197	197	197

X^0	199	196	196
X^1	200	200	200
X^2	197	197	197

X^0	199	193	196
X^1	198	195	198
X^2	199	199	199

X^0	195	195	195
X^1	195	195	195
X^2	198	198	198

X^0	198	194	194
X^1	198	198	198
X^2	200	200	200

X^0	198	185	186
X^1	196	187	188
X^2	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	197	197	197
X^1	197	197	197
X^2	198	198	198

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	191	191	191

X^0	197	197	197
X^1	197	197	197
X^2	198	198	198

X^0	195	192	194
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	200	200	200

X^0	198	198	198
X^1	199	199	199
X^2	198	198	198

X^0	200	198	200
X^1	196	196	196
X^2	198	198	198

X^0	200	196	198
X^1	200	199	200
X^2	198	198	198

X^0	198	195	198
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	198	198	198

X^0	200	198	200
X^1	200	200	200
X^2	197	197	197

X^0	196	196	196
X^1	196	196	196
X^2	198	198	198

X^0	199	198	199
X^1	198	198	198
X^2	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	196	196	196

X^0	199	199	199
X^1	198	198	198
X^2	200	200	200

X^0	196	196	196
X^1	199	198	199
X^2	199	199	199

X^0	199	193	194
X^1	198	189	190
X^2	200	200	200

X^0	199	197	199
X^1	197	197	197
X^2	198	198	198

X^0	199	196	196
X^1	198	195	195
X^2	200	200	200

X^0	198	195	198
X^1	200	196	197
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199

X^0	199	191	194
X^1	195	195	195
X^2	199	199	199

X^0	200	200	200
X^1	200	199	199
X^2	200	200	200

X^0	197	195	197
X^1	198	198	198
X^2	198	198	198

X^0	197	197	197
X^1	195	195	195
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199

X^0	196	194	196
X^1	196	196	196
X^2	196	196	196

X^0	198	148	148
X^1	200	175	175
X^2	200	200	200

X^0	199	190	193
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	200	200	200

X^0	198	194	195
X^1	199	198	199
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	197	197	197

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	197	196	197
X^1	196	196	196
X^2	197	197	197

X^0	200	178	178
X^1	199	190	191
X^2	200	200	200

X^0	199	197	198
X^1	200	199	200
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	200	200	200

X^0	198	198	198
X^1	197	197	197
X^2	196	196	196

X^0	200	200	200
X^1	200	200	200
X^2	198	198	198

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	196	196	196

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	196	194	196
X^1	199	196	199
X^2	199	199	199

X^0	199	199	199
X^1	197	197	197
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	193	193	193

X^0	200	199	200
X^1	194	194	194
X^2	199	199	199

X^0	199	199	199
X^1	199	198	199
X^2	198	198	198

X^0	196	196	196
X^1	200	200	200
X^2	196	196	196

X^0	199	198	199
X^1	200	200	200
X^2	199	199	199

X^0	198	198	198
X^1	196	196	196
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	196	196	196

X^0	198	195	197
X^1	199	199	199
X^2	200	200	200

X^0	200	198	200
X^1	200	200	200
X^2	199	199	199

X^0	200	200	200
X^1	199	199	199
X^2	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	199	196	198
X^1	199	199	199
X^2	200	200	200

X^0	196	192	196
X^1	196	196	196
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199

X^0	199	197	197
X^1	199	197	197
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	195	195	195

X^0	193	193	193
X^1	200	200	200
X^2	200	200	200

X^0	199	197	198
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	193	185	185
X^1	196	188	188
X^2	200	200	200

X^0	198	187	187
X^1	199	194	194
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	200	200	200

X^0	199	196	197
X^1	200	200	200
X^2	200	200	200

X^0	199	199	199
X^1	200	199	199
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	199	187	187
X^1	200	195	195
X^2	200	200	200

X^0	198	198	198
X^1	200	200	200
X^2	198	198	198

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	198	185	186
X^1	199	195	195
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	197	197
X^1	200	200	200
X^2	198	198	198

X^0	200	200	200
X^1	197	197	197
X^2	200	200	200

X^0	196	196	196
X^1	197	197	197
X^2	198	198	198

X^0	199	199	199
X^1	192	192	192
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	198	198	198

X^0	194	194	194
X^1	194	194	194
X^2	200	200	200

X^0	199	197	198
X^1	199	198	198
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	198	194	196
X^1	196	194	196
X^2	198	198	198

X^0	195	194	195
X^1	199	199	199
X^2	200	200	200

X^0	199	195	199
X^1	200	200	200
X^2	195	195	195

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200

X^0	195	195	195
X^1	197	197	197
X^2	199	199	199

X^0	199	199	199
X^1	197	197	197
X^2	199	199	199

X^0	198	198	198
X^1	199	191	194
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	196	196	196
X^1	197	197	197
X^2	200	200	200

X^0	195	195	195
X^1	200	200	200
X^2	199	199	199

X^0	197	195	197
X^1	197	197	197
X^2	200	200	200

X^0	198	198	198
X^1	197	197	197
X^2	200	200	200

X^0	199	199	199
X^1	196	196	196
X^2	199	199	199

X^0	199	199	199
X^1	197	197	197
X^2	197	197	197

X^0	197	195	197
X^1	198	197	198
X^2	199	199	199

X^0	200	200	200
X^1	196	196	196
X^2	199	199	199

X^0	196	196	196
X^1	199	199	199
X^2	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	198	198	198

X^0	198	198	198
X^1	199	199	199
X^2	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	196	196	196

X^0	197	197	197
X^1	197	197	197
X^2	197	197	197

X^0	197	196	197
X^1	200	199	199
X^2	200	200	200

X^0	199	111	117
X^1	200	155	155
X^2	200	200	200

X^0	200	198	199
X^1	200	197	198
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	198	198	198

X^0	197	196	197
X^1	198	198	198
X^2	198	198	198

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	198	198	198

X^0	200	200	200
X^1	198	198	198
X^2	200	200	200

X^0	197	197	197
X^1	197	197	197
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	199	195	196
X^1	199	198	199
X^2	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	198	154	156
X^1	200	154	156
X^2	200	200	200

X^0	195	193	195
X^1	197	197	197
X^2	200	200	200

X^0	194	189	194
X^1	194	194	194
X^2	200	200	200

X^0	198	198	198
X^1	196	196	196
X^2	200	200	200

X^0	200	200	200
X^1	197	197	197
X^2	196	196	196

X^0	198	175	177
X^1	198	166	168
X^2	198	198	198

X^0	198	198	198
X^1	199	199	199
X^2	196	196	196

X^0	200	199	200
X^1	200	200	200
X^2	198	198	198

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200

X^0	199	196	199
X^1	200	198	200
X^2	198	198	198

X^0	199	199	199
X^1	197	197	197
X^2	197	197	197

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199

X^0	200	199	200
X^1	200	200	200
X^2	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	198	198	198

X^0	198	163	164
X^1	200	192	193
X^2	200	200	200

X^0	199	197	198
X^1	200	200	200
X^2	200	200	200

X^0	197	191	192
X^1	197	197	197
X^2	200	200	200

X^0	198	118	119
X^1	199	117	118
X^2	199	199	199

X^0	199	199	199
X^1	197	197	197
X^2	200	200	200

X^0	195	193	195
X^1	200	200	200
X^2	200	200	200

X^0	199	198	198
X^1	197	197	197
X^2	200	200	200

X^0	197	195	197
X^1	199	199	199
X^2	195	195	195

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200

X^0	198	194	194
X^1	195	194	194
X^2	200	200	200

X^0	198	198	198
X^1	197	196	197
X^2	200	200	200

X^0	196	196	196
X^1	197	197	197
X^2	198	198	198

