	Opt.	CR	FP
X^2	2	26	10
X^3	0	27	11
X^4	0	18	15
X^5	5	23	15

X^0	2	11	3
X^1	3	9	3
X^2	2	8	3
X^3	2	8	5
X^4	1	11	8
X^5	0	8	4

X^0	1	46	28
X^1	1	50	28
X^2	1	53	26
X^3	2	50	27
X^4	3	27	25
X^5	6	34	29

X^0	1	13	8
X^1	1	13	9
X^2	2	15	13
X^3	1	15	5
X^4	1	12	10
X^5	0	12	11

X^0	2	47	42
X^1	2	46	44
X^2	2	43	40
X^3	2	43	41
X^4	2	43	41
X^5	0	40	38

X^0	4	11	4
X^1	2	7	2
X^2	2	5	2
X^3	3	7	4
X^4	0	5	1
X^5	0	4	0

X^0	3	39	17
X^1	4	35	17
X^2	3	31	11
X^3	1	25	3
X^4	6	9	6
X^5	1	33	11

X^0	2	15	11
X^1	3	16	13
X^2	1	7	5
X^3	2	7	5
X^4	1	1	1
X^5	0	13	10

X^0	7	21	17
X^1	1	14	10
X^2	2	12	10
X^3	0	5	4
X^4	0	4	3
X^5	0	5	4

X^0	2	28	18
X^1	2	31	18
X^2	5	34	20
X^3	1	23	17
X^4	1	21	16
X^5	0	24	12

X^0	2	18	16
X^1	2	18	16
X^2	0	16	15
X^3	2	17	14
X^4	0	13	11
X^5	1	18	13

X^0	3	45	21
X^1	2	45	17
X^2	1	42	20
X^3	1	42	34
X^4	0	21	17
X^5	0	24	20

X^0	2	19	11
X^1	2	19	11
X^2	3	17	9
X^3	2	18	9
X^4	0	14	3
X^5	1	13	4

X^0	2	4	2
X^1	3	7	3
X^2	2	4	2
X^3	2	4	2
X^4	2	2	2
X^5	2	6	2

X^0	4	45	20
X^1	4	41	15
X^2	4	35	15
X^3	4	48	24
X^4	5	35	28
X^5	0	24	17

X^0	5	165	160
X^1	3	162	160
X^2	1	127	120
X^3	0	156	123
X^4	0	62	58
X^5	0	160	127

X^0	3	65	62
X^1	2	94	65
X^2	3	96	67
X^3	1	88	64
X^4	1	56	55
X^5	2	58	34

X^0	1	3	2
X^1	1	3	2
X^2	1	2	1
X^3	0	1	0
X^4	0	7	1
X^5	0	2	1

X^0	2	16	14
X^1	2	17	15
X^2	1	18	16
X^3	0	13	11
X^4	0	0	0
X^5	0	0	0

X^0	2	22	10
X^1	2	22	15
X^2	0	19	12
X^3	0	16	7
X^4	1	9	5
X^5	0	14	10

X^0	2	42	22
X^1	2	43	23
X^2	2	43	23
X^3	0	41	21
X^4	0	26	21
X^5	8	31	24

X^0	2	18	10
X^1	2	17	7
X^2	2	12	7
X^3	2	8	2
X^4	2	4	2
X^5	1	9	4

X^0	3	13	3
X^1	2	13	4
X^2	3	15	6
X^3	4	13	6
X^4	1	10	5
X^5	0	10	2

X^0	3	17	11
X^1	1	15	10
X^2	1	15	9
X^3	2	15	11
X^4	1	7	2
X^5	1	1	1

X^0	2	12	7
X^1	1	12	5
X^2	0	10	2
X^3	0	5	0
X^4	2	10	4
X^5	2	11	5

X^0	2	29	14
X^1	1	27	14
X^2	1	25	14
X^3	1	18	14
X^4	1	18	7
X^5	1	10	1

X^0	0	43	26
X^1	2	45	26
X^2	2	48	25
X^3	2	46	30
X^4	1	30	30
X^5	0	26	18

X^0	2	25	11
X^1	1	23	7
X^2	1	21	7
X^3	2	21	5
X^4	4	23	9
X^5	0	16	1

X^0	8	17	11
X^1	3	13	8
X^2	5	9	5
X^3	2	6	3
X^4	1	2	1
X^5	0	2	0

X^0	1	3	1
X^1	4	7	4
X^2	1	1	1
X^3	1	1	1
X^4	3	3	3
X^5	1	1	1

X^0	4	35	14
X^1	2	36	15
X^2	2	34	17
X^3	3	34	7
X^4	6	22	18
X^5	8	25	20

X^0	3	62	38
X^1	2	60	38
X^2	1	58	37
X^3	1	40	35
X^4	1	32	18
X^5	1	12	1

X^0	3	28	23
X^1	3	22	14
X^2	4	31	22
X^3	2	32	24
X^4	1	24	19
X^5	0	21	16

X^0	2	9	2
X^1	1	12	7
X^2	3	11	5
X^3	3	10	5
X^4	1	9	4
X^5	1	6	1

X^0	1	34	3
X^1	1	39	8
X^2	1	17	7
X^3	0	40	16
X^4	0	34	33
X^5	0	24	23

X^0	7	30	12
X^1	7	30	12
X^2	7	25	14
X^3	6	30	12
X^4	11	27	18
X^5	0	17	7

X^0	1	125	64
X^1	1	131	65
X^2	1	128	53
X^3	2	128	64
X^4	1	70	63
X^5	1	5	1

X^0	2	52	28
X^1	1	48	22
X^2	1	48	21
X^3	1	45	20
X^4	0	24	11
X^5	0	33	21

X^0	2	42	21
X^1	3	40	22
X^2	2	33	17
X^3	2	26	12
X^4	1	20	10
X^5	1	3	1

X^0	2	14	9
X^1	1	12	6
X^2	7	18	11
X^3	1	11	4
X^4	0	9	5
X^5	0	8	3

X^0	2	80	42
X^1	2	110	45
X^2	2	83	45
X^3	1	50	37
X^4	1	76	37
X^5	1	31	1

X^0	3	24	23
X^1	2	25	23
X^2	1	24	21
X^3	1	24	23
X^4	1	19	17
X^5	6	28	24

X^0	1	330	165
X^1	1	330	163
X^2	2	331	167
X^3	1	330	166
X^4	1	171	166
X^5	0	172	161

X^0	4	19	15
X^1	4	19	13
X^2	4	19	13
X^3	4	19	15
X^4	4	19	15
X^5	0	9	4

X^0	4	226	114
X^1	1	221	111
X^2	0	219	107
X^3	0	217	108
X^4	1	116	112
X^5	5	116	108

X^0	1	8	5
X^1	1	7	5
X^2	1	7	4
X^3	1	7	6
X^4	2	6	3
X^5	1	1	1

X^0	2	68	26
X^1	2	66	26
X^2	2	59	29
X^3	2	52	26
X^4	1	33	27
X^5	2	40	21

X^0	3	57	30
X^1	0	57	27
X^2	0	53	29
X^3	2	44	20
X^4	0	43	20
X^5	0	13	0

X^0	3	47	14
X^1	3	50	18
X^2	3	40	15
X^3	4	46	13
X^4	3	34	12
X^5	1	35	10

X^0	1	19	6
X^1	4	27	15
X^2	2	20	10
X^3	1	17	5
X^4	0	12	1
X^5	4	16	7

X^0	1	113	61
X^1	1	106	54
X^2	2	112	60
X^3	1	106	49
X^4	1	61	58
X^5	4	59	51

X^0	1	13	7
X^1	1	13	5
X^2	1	13	5
X^3	1	13	3
X^4	0	9	3
X^5	1	7	4

X^0	3	12	7
X^1	1	12	8
X^2	2	17	13
X^3	1	15	11
X^4	2	12	8
X^5	0	9	6

X^0	2	13	12
X^1	1	11	10
X^2	1	13	12
X^3	0	10	9
X^4	6	16	9
X^5	0	7	5

X^0	1	12	2
X^1	1	15	4
X^2	1	11	1
X^3	1	10	4
X^4	1	6	1
X^5	1	1	1

X^0	1	18	10
X^1	1	19	11
X^2	2	20	10
X^3	1	19	3
X^4	0	13	9
X^5	0	13	7

X^0	2	39	18
X^1	2	40	21
X^2	0	35	19
X^3	1	31	16
X^4	2	27	21
X^5	0	19	9

X^0	4	23	21
X^1	7	25	20
X^2	2	22	18
X^3	0	19	16
X^4	0	16	13
X^5	0	17	14

X^0	4	8	4
X^1	2	4	2
X^2	1	3	1
X^3	1	1	1
X^4	2	3	2
X^5	0	3	0

X^0	1	10	2
X^1	2	11	8
X^2	1	10	1
X^3	2	11	4
X^4	1	9	7
X^5	0	5	0

X^0	3	23	14
X^1	1	13	12
X^2	1	9	4
X^3	1	1	1
X^4	1	1	1
X^5	0	0	0

X^0	3	24	14
X^1	3	20	13
X^2	3	14	11
X^3	3	10	7
X^4	2	13	6
X^5	0	4	0

X^0	3	37	26
X^1	9	32	28
X^2	1	24	21
X^3	2	26	13
X^4	1	16	13
X^5	2	16	11

X^0	2	18	5
X^1	2	21	10
X^2	4	25	16
X^3	2	15	8
X^4	2	15	7
X^5	2	7	2

X^0	3	39	26
X^1	3	36	21
X^2	3	37	17
X^3	3	23	16
X^4	3	20	15
X^5	1	19	12

X^0	4	14	7
X^1	2	13	6
X^2	2	12	6
X^3	1	11	3
X^4	1	10	2
X^5	0	8	1

X^0	3	8	3
X^1	3	6	3
X^2	2	4	2
X^3	0	2	0
X^4	0	0	0
X^5	0	0	0

X^0	3	23	9
X^1	3	20	8
X^2	2	16	6
X^3	2	13	3
X^4	2	5	2
X^5	2	2	2

X^0	2	18	8
X^1	4	17	12
X^2	5	16	9
X^3	2	11	5
X^4	0	11	3
X^5	3	12	6

X^0	2	46	21
X^1	2	44	21
X^2	4	36	21
X^3	1	44	21
X^4	5	26	22
X^5	0	25	17

X^0	4	12	4
X^1	4	12	4
X^2	4	11	6
X^3	5	12	7
X^4	6	14	8
X^5	0	8	1

X^0	2	36	19
X^1	2	37	21
X^2	2	30	16
X^3	2	20	9
X^4	2	14	5
X^5	1	13	2

X^0	2	6	4
X^1	2	6	2
X^2	5	9	7
X^3	2	5	2
X^4	1	6	3
X^5	0	3	1

X^0	2	33	12
X^1	6	36	16
X^2	4	31	14
X^3	4	33	19
X^4	4	20	17
X^5	2	21	10

X^0	1	4	1
X^1	2	3	2
X^2	5	6	5
X^3	1	2	1
X^4	1	1	1
X^5	0	2	0

X^0	8	15	10
X^1	4	12	8
X^2	2	9	7
X^3	1	9	6
X^4	1	9	7
X^5	3	11	6

X^0	2	42	21
X^1	2	39	19
X^2	2	40	22
X^3	2	40	22
X^4	2	22	19
X^5	0	30	20

X^0	2	68	60
X^1	2	65	56
X^2	6	73	61
X^3	2	59	53
X^4	2	53	50
X^5	0	59	54

X^0	6	25	13
X^1	3	21	10
X^2	0	22	10
X^3	2	24	12
X^4	0	16	15
X^5	4	14	12

X^0	1	22	9
X^1	1	23	11
X^2	3	27	13
X^3	3	21	12
X^4	1	18	10
X^5	1	16	6

X^0	2	20	17
X^1	2	19	16
X^2	2	17	15
X^3	2	17	14
X^4	4	24	19
X^5	0	12	10

X^0	3	27	15
X^1	1	25	13
X^2	1	16	8
X^3	2	8	7
X^4	2	8	7
X^5	0	8	0

X^0	3	151	76
X^1	3	153	76
X^2	3	150	76
X^3	3	134	76
X^4	2	83	76
X^5	3	70	47

X^0	2	16	7
X^1	2	17	8
X^2	2	11	7
X^3	5	15	6
X^4	2	4	2
X^5	0	7	4

X^0	5	14	5
X^1	2	18	9
X^2	1	15	6
X^3	1	13	4
X^4	0	10	4
X^5	0	11	0

X^0	1	32	17
X^1	1	40	18
X^2	1	39	21
X^3	1	30	21
X^4	1	29	26
X^5	3	25	18

X^0	4	32	24
X^1	1	27	19
X^2	1	25	15
X^3	0	12	10
X^4	0	0	0
X^5	0	21	19

X^0	2	42	13
X^1	0	44	10
X^2	3	43	18
X^3	5	44	21
X^4	3	35	17
X^5	3	28	8

X^0	5	30	21
X^1	2	27	18
X^2	5	32	23
X^3	4	26	17
X^4	4	19	8
X^5	0	14	5

X^0	3	310	229
X^1	3	313	228
X^2	3	313	226
X^3	2	311	227
X^4	3	231	227
X^5	2	311	226

X^0	2	3	2
X^1	1	3	1
X^2	1	2	1
X^3	0	2	0
X^4	3	5	3
X^5	0	2	0

X^0	4	31	14
X^1	4	24	13
X^2	4	23	9
X^3	4	21	9
X^4	4	19	10
X^5	1	14	1

X^0	1	79	42
X^1	1	82	45
X^2	7	87	55
X^3	1	75	47
X^4	1	53	46
X^5	0	58	28

X^0	4	21	6
X^1	2	17	10
X^2	2	24	16
X^3	2	25	11
X^4	2	16	12
X^5	4	24	14

X^0	2	14	9
X^1	8	14	10
X^2	1	9	4
X^3	1	8	3
X^4	0	8	4
X^5	0	8	3

X^0	1	89	38
X^1	0	90	39
X^2	0	77	39
X^3	1	72	34
X^4	0	43	36
X^5	1	31	11

X^0	4	11	6
X^1	5	11	9
X^2	2	6	4
X^3	9	12	10
X^4	1	5	3
X^5	3	5	3

X^0	3	15	5
X^1	3	9	6
X^2	1	4	1
X^3	1	1	1
X^4	0	0	0
X^5	0	5	3

X^0	4	33	21
X^1	1	24	13
X^2	1	19	18
X^3	1	25	13
X^4	1	1	1
X^5	1	23	9

X^0	0	73	37
X^1	0	82	41
X^2	0	82	41
X^3	1	79	46
X^4	1	49	47
X^5	0	32	30

X^0	2	24	22
X^1	1	23	18
X^2	1	23	20
X^3	1	23	22
X^4	1	23	22
X^5	1	1	1

X^0	1	19	17
X^1	3	20	18
X^2	2	21	18
X^3	2	22	20
X^4	1	24	23
X^5	0	18	17

X^0	4	60	35
X^1	4	59	34
X^2	1	46	20
X^3	2	47	21
X^4	1	49	38
X^5	0	36	25

X^0	2	67	31
X^1	2	67	32
X^2	2	39	31
X^3	2	49	37
X^4	2	18	15
X^5	2	38	36

X^0	5	75	68
X^1	3	71	64
X^2	1	70	64
X^3	1	73	62
X^4	2	69	62
X^5	3	75	63

X^0	3	65	33
X^1	3	63	33
X^2	3	64	35
X^3	3	61	35
X^4	3	39	35
X^5	2	33	22

X^0	1	40	24
X^1	1	34	22
X^2	1	28	16
X^3	1	29	10
X^4	0	18	0
X^5	1	19	1

X^0	2	10	6
X^1	2	6	2
X^2	2	5	2
X^3	2	6	2
X^4	1	3	1
X^5	1	2	1

X^0	2	19	11
X^1	3	16	12
X^2	3	12	7
X^3	3	9	6
X^4	3	5	4
X^5	3	3	3

X^0	1	16	3
X^1	1	15	8
X^2	2	18	11
X^3	2	16	9
X^4	1	15	7
X^5	1	1	1

X^0	6	83	39
X^1	6	77	35
X^2	6	76	34
X^3	6	76	34
X^4	6	49	43
X^5	1	36	29

X^0	1	23	10
X^1	1	18	5
X^2	1	19	6
X^3	1	19	7
X^4	1	16	4
X^5	1	13	1

X^0	2	35	19
X^1	2	32	16
X^2	2	32	14
X^3	2	32	15
X^4	0	22	17
X^5	1	24	13

X^0	3	227	205
X^1	3	236	206
X^2	3	238	213
X^3	1	245	212
X^4	1	214	213
X^5	0	233	198

X^0	1	71	46
X^1	3	71	46
X^2	2	69	47
X^3	7	71	47
X^4	0	45	42
X^5	0	45	23

X^0	3	41	24
X^1	3	45	28
X^2	2	43	27
X^3	2	43	27
X^4	2	32	18
X^5	0	38	22

X^0	1	109	56
X^1	1	115	61
X^2	1	107	57
X^3	0	94	46
X^4	1	63	47
X^5	0	60	44

X^0	3	35	17
X^1	4	39	21
X^2	3	37	19
X^3	3	31	16
X^4	3	15	11
X^5	1	21	16

X^0	3	33	17
X^1	1	32	15
X^2	4	35	18
X^3	4	35	19
X^4	0	22	17
X^5	0	16	9

X^0	3	10	3
X^1	3	11	3
X^2	3	9	3
X^3	2	10	4
X^4	1	7	1
X^5	3	13	6

X^0	0	979	633
X^1	2	987	632
X^2	3	988	634
X^3	8	992	636
X^4	1	640	633
