	Opt.	CR	FP
X^3	2	7	5
X^4	1	3	1

X^0	2	9	2
X^1	2	7	2
X^2	2	3	2
X^3	2	2	2
X^4	0	3	0

X^0	3	39	32
X^1	3	39	32
X^2	2	38	31
X^3	2	16	8
X^4	0	38	32

X^0	1	34	18
X^1	2	34	18
X^2	1	30	13
X^3	1	14	12
X^4	0	13	9

X^0	0	19	4
X^1	2	21	10
X^2	1	17	5
X^3	0	0	0
X^4	0	17	5

X^0	1	13	7
X^1	3	17	12
X^2	4	16	7
X^3	0	8	4
X^4	0	6	5

X^0	1	12	10
X^1	1	13	8
X^2	1	12	7
X^3	1	12	11
X^4	2	15	10

X^0	3	5	3
X^1	3	4	3
X^2	3	5	3
X^3	1	3	1
X^4	0	2	0

X^0	1	74	42
X^1	1	81	47
X^2	0	84	58
X^3	0	53	35
X^4	2	57	39

X^0	6	18	7
X^1	7	17	8
X^2	4	13	6
X^3	2	12	4
X^4	2	9	2

X^0	4	11	6
X^1	4	7	4
X^2	4	5	4
X^3	4	4	4
X^4	4	4	4

X^0	8	10	8
X^1	8	12	8
X^2	8	8	8
X^3	2	8	2
X^4	1	7	2

X^0	2	193	93
X^1	2	194	93
X^2	2	129	92
X^3	3	101	95
X^4	0	99	94

X^0	1	45	31
X^1	1	41	31
X^2	0	32	25
X^3	4	22	21
X^4	1	6	3

X^0	3	11	6
X^1	8	16	8
X^2	3	8	4
X^3	3	5	3
X^4	1	3	1

X^0	1	18	13
X^1	3	25	20
X^2	1	14	9
X^3	4	21	11
X^4	1	19	14

X^0	2	50	44
X^1	6	57	54
X^2	7	59	56
X^3	6	55	47
X^4	4	55	51

X^0	0	5	0
X^1	1	6	5
X^2	0	6	4
X^3	0	7	6
X^4	0	4	3

X^0	3	18	14
X^1	1	17	13
X^2	5	18	13
X^3	0	10	5
X^4	2	14	10

X^0	2	8	2
X^1	1	5	1
X^2	1	6	2
X^3	0	5	0
X^4	0	4	0

X^0	4	11	4
X^1	4	8	4
X^2	0	4	3
X^3	1	4	3
X^4	0	0	0

X^0	2	44	25
X^1	1	47	27
X^2	1	36	32
X^3	1	18	17
X^4	2	20	15

X^0	2	53	26
X^1	2	48	26
X^2	1	47	26
X^3	1	29	22
X^4	1	29	18

X^0	1	9	5
X^1	0	7	5
X^2	1	4	1
X^3	0	0	0
X^4	1	4	3

X^0	3	51	45
X^1	3	57	54
X^2	3	52	43
X^3	3	42	34
X^4	0	47	44

X^0	2	55	46
X^1	3	71	53
X^2	1	68	50
X^3	0	47	45
X^4	1	45	24

X^0	1	67	44
X^1	1	67	49
X^2	0	67	49
X^3	0	51	46
X^4	1	47	32

X^0	1	114	71
X^1	1	119	77
X^2	1	115	78
X^3	1	76	73
X^4	0	75	37

X^0	1	12	11
X^1	1	8	7
X^2	1	1	1
X^3	1	1	1
X^4	1	1	1

X^0	3	3	3
X^1	2	9	5
X^2	2	2	2
X^3	2	2	2
X^4	0	9	5

X^0	1	7	5
X^1	1	8	6
X^2	2	5	3
X^3	2	3	2
X^4	0	4	1

X^0	2	15	6
X^1	2	3	2
X^2	2	13	5
X^3	2	2	2
X^4	2	10	2

X^0	5	5	5
X^1	5	5	5
X^2	9	10	9
X^3	6	10	6
X^4	0	4	0

X^0	0	5	3
X^1	0	9	3
X^2	0	5	2
X^3	0	3	2
X^4	0	1	0

X^0	2	181	176
X^1	2	169	165
X^2	4	142	135
X^3	2	174	169
X^4	0	174	170

X^0	4	60	28
X^1	4	55	26
X^2	4	60	28
X^3	4	31	27
X^4	3	34	29

X^0	1	6	5
X^1	3	12	11
X^2	1	7	5
X^3	0	0	0
X^4	3	5	4

X^0	3	17	11
X^1	3	15	7
X^2	3	13	9
X^3	0	11	9
X^4	3	8	3

X^0	4	17	5
X^1	1	13	7
X^2	1	10	7
X^3	0	6	3
X^4	0	3	0

X^0	2	44	24
X^1	1	43	23
X^2	1	43	18
X^3	1	25	24
X^4	0	21	20

X^0	3	21	14
X^1	3	19	16
X^2	3	20	15
X^3	3	19	16
X^4	3	4	3

X^0	0	15	11
X^1	4	20	15
X^2	0	16	7
X^3	0	12	11
X^4	0	11	3

X^0	3	126	77
X^1	3	110	62
X^2	3	123	68
X^3	3	48	42
X^4	0	78	75

X^0	3	9	3
X^1	2	9	5
X^2	1	5	1
X^3	1	3	1
X^4	0	7	2

X^0	0	97	95
X^1	0	98	96
X^2	0	96	91
X^3	0	90	87
X^4	0	95	93

X^0	3	9	3
X^1	3	5	3
X^2	3	3	3
X^3	3	3	3
X^4	0	6	1

X^0	1	19	18
X^1	2	20	19
X^2	1	18	16
X^3	0	20	20
X^4	1	17	17

X^0	3	13	3
X^1	3	7	3
X^2	3	8	3
X^3	4	4	4
X^4	2	9	2

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2
X^3	0	0	0
X^4	2	3	2

X^0	2	2	2
X^1	1	3	1
X^2	3	3	3
X^3	0	0	0
X^4	1	1	1

X^0	2	5	2
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1
X^4	0	0	0

X^0	1	10	3
X^1	1	15	8
X^2	1	16	9
X^3	1	11	7
X^4	0	8	3

X^0	2	352	198
X^1	1	315	190
X^2	3	315	174
X^3	3	156	154
X^4	0	141	139

X^0	0	7	0
X^1	1	9	5
X^2	0	7	4
X^3	2	7	3
X^4	0	4	0

X^0	2	10	6
X^1	1	13	9
X^2	1	13	8
X^3	1	8	6
X^4	0	7	5

X^0	1	9	6
X^1	2	10	10
X^2	2	8	8
X^3	2	7	7
X^4	2	6	3

X^0	5	10	5
X^1	6	10	6
X^2	6	10	6
X^3	4	10	4
X^4	4	4	4

X^0	2	3	2
X^1	3	3	3
X^2	3	4	3
X^3	2	3	2
X^4	1	2	1

X^0	2	9	5
X^1	0	8	2
X^2	2	7	2
X^3	2	5	2
X^4	0	5	2

X^0	3	13	4
X^1	0	14	0
X^2	5	14	7
X^3	0	10	5
X^4	0	0	0

X^0	1	3	1
X^1	1	3	2
X^2	2	5	2
X^3	1	3	1
X^4	1	1	1

X^0	3	137	69
X^1	3	136	67
X^2	3	136	85
X^3	3	92	89
X^4	1	62	48

X^0	1	14	5
X^1	1	16	7
X^2	1	18	9
X^3	1	12	8
X^4	0	9	5

X^0	3	42	21
X^1	2	39	21
X^2	1	26	18
X^3	1	25	10
X^4	1	12	1

X^0	2	10	4
X^1	1	10	5
X^2	1	10	2
X^3	0	9	6
X^4	0	8	4

X^0	1	14	13
X^1	1	14	7
X^2	1	2	1
X^3	0	1	0
X^4	2	13	11

X^0	2	35	18
X^1	2	35	20
X^2	0	32	17
X^3	0	15	11
X^4	0	20	17

X^0	5	53	46
X^1	3	51	42
X^2	3	47	43
X^3	3	36	32
X^4	0	46	42

X^0	3	16	8
X^1	6	23	9
X^2	0	12	2
X^3	0	1	0
X^4	0	12	6

X^0	1	59	47
X^1	1	39	36
X^2	2	23	17
X^3	1	16	4
X^4	2	2	2

X^0	2	17	13
X^1	2	12	9
X^2	2	14	9
X^3	2	12	7
X^4	0	11	7

X^0	1	11	7
X^1	1	6	1
X^2	2	4	2
X^3	3	5	3
X^4	1	2	1

X^0	2	42	39
X^1	3	43	41
X^2	3	44	40
X^3	2	43	36
X^4	2	44	40

X^0	2	3	2
X^1	1	3	1
X^2	2	5	2
X^3	4	9	5
X^4	1	1	1

X^0	5	5	5
X^1	10	10	10
X^2	0	0	0
X^3	0	0	0
X^4	0	0	0

X^0	3	15	7
X^1	5	17	9
X^2	1	7	3
X^3	1	7	2
X^4	0	11	7

X^0	1	8	7
X^1	0	4	4
X^2	1	1	1
X^3	0	0	0
X^4	3	6	5

X^0	2	37	26
X^1	1	29	17
X^2	0	29	17
X^3	0	31	11
X^4	0	22	10

X^0	2	27	15
X^1	2	26	14
X^2	2	22	18
X^3	0	13	8
X^4	0	4	0

X^0	3	12	9
X^1	8	30	27
X^2	1	12	8
X^3	1	19	16
X^4	1	1	1

X^0	3	14	9
X^1	2	13	6
X^2	1	8	5
X^3	4	10	5
X^4	0	0	0

X^0	1	11	10
X^1	1	11	10
X^2	1	9	8
X^3	0	4	3
X^4	0	0	0

X^0	3	10	5
X^1	2	11	5
X^2	2	13	7
X^3	1	7	7
X^4	0	6	4

X^0	3	3	3
X^1	2	2	2
X^2	2	2	2
X^3	1	3	1
X^4	2	2	2

X^0	3	21	17
X^1	3	17	10
X^2	3	22	18
X^3	3	12	7
X^4	1	14	9

X^0	0	21	19
X^1	0	22	19
X^2	0	21	19
X^3	0	21	19
X^4	0	20	18

X^0	1	32	17
X^1	1	28	16
X^2	0	19	16
X^3	0	12	9
X^4	0	0	0

X^0	1	12	8
X^1	1	9	5
X^2	1	6	5
X^3	1	4	3
X^4	1	1	1

X^0	4	15	11
X^1	7	19	17
X^2	5	16	13
X^3	0	12	10
X^4	0	12	8

X^0	2	5	2
X^1	2	5	2
X^2	2	3	2
X^3	2	4	2
X^4	2	2	2

X^0	3	11	6
X^1	1	10	5
X^2	2	15	7
X^3	1	8	7
X^4	1	1	1

X^0	2	9	5
X^1	2	11	7
X^2	1	2	1
X^3	0	0	0
X^4	0	0	0

X^0	1	105	100
X^1	2	108	100
X^2	3	105	100
X^3	3	105	100
X^4	0	85	80

X^0	3	38	23
X^1	3	34	26
X^2	3	24	21
X^3	1	22	16
X^4	1	1	1

X^0	3	12	3
X^1	4	12	6
X^2	2	9	5
X^3	2	9	5
X^4	1	6	1

X^0	1	2	1
X^1	1	2	1
X^2	2	2	2
X^3	2	2	2
X^4	0	1	0

X^0	0	39	22
X^1	4	42	25
X^2	4	28	24
X^3	0	17	14
X^4	1	17	14

X^0	3	5	3
X^1	3	8	3
X^2	4	9	5
X^3	0	4	0
X^4	0	1	0

X^0	3	101	50
X^1	3	101	50
X^2	1	104	55
X^3	1	58	55
X^4	0	49	46

X^0	6	17	10
X^1	6	13	6
X^2	5	16	8
X^3	5	13	6
X^4	2	14	5

X^0	1	17	10
X^1	4	16	10
X^2	1	6	1
X^3	1	1	1
X^4	2	11	3

X^0	4	4	4
X^1	4	4	4
X^2	1	5	1
X^3	1	1	1
X^4	1	5	1

X^0	1	24	8
X^1	5	31	16
X^2	1	27	13
X^3	1	22	18
X^4	0	0	0

X^0	2	4	2
X^1	2	3	2
X^2	2	3	2
X^3	3	3	3
X^4	2	7	3

X^0	3	9	3
X^1	3	11	5
X^2	2	8	2
X^3	2	5	2
X^4	0	3	0

X^0	5	13	6
X^1	4	12	4
X^2	2	8	2
X^3	2	2	2
X^4	0	8	0

X^0	2	4	2
X^1	0	4	0
X^2	0	2	0
X^3	0	4	0
X^4	0	0	0

X^0	2	2	2
X^1	2	4	2
X^2	2	3	2
X^3	5	5	5
X^4	0	5	3

X^0	3	12	6
X^1	4	13	6
X^2	3	11	7
X^3	1	1	1
X^4	1	9	5

X^0	3	451	224
X^1	5	447	225
X^2	1	438	218
X^3	1	219	215
X^4	0	226	218

X^0	1	62	51
X^1	1	63	51
X^2	2	61	51
X^3	2	52	40
X^4	0	48	39

X^0	5	10	5
X^1	2	7	2
X^2	4	7	4
X^3	4	4	4
X^4	1	1	1

X^0	1	23	15
X^1	1	23	15
X^2	2	17	15
X^3	0	9	7
X^4	1	11	9

X^0	1	2	1
X^1	1	1	1
X^2	2	3	2
X^3	1	1	1
X^4	0	3	0

X^0	2	32	13
X^1	2	23	11
X^2	2	23	8
X^3	1	21	14
X^4	2	17	13

X^0	1	20	8
X^1	3	23	15
X^2	0	12	9
X^3	0	10	8
X^4	0	0	0

X^0	1	8	2
X^1	2	8	3
X^2	1	1	1
X^3	2	8	5
X^4	0	0	0

X^0	3	25	17
X^1	3	33	25
X^2	3	16	7
X^3	0	9	1
X^4	4	24	16

X^0	3	12	5
X^1	1	13	8
X^2	1	11	8
X^3	2	14	12
X^4	0	9	7

X^0	1	69	35
X^1	0	67	33
X^2	0	62	33
X^3	3	41	37
X^4	0	34	32

X^0	0	24	11
X^1	0	21	11
X^2	0	14	8
X^3	0	8	2
X^4	0	5	0

X^0	2	12	8
X^1	2	9	5
X^2	2	12	8
X^3	2	3	2
X^4	2	14	10

X^0	4	210	138
X^1	3	219	138
X^2	2	217	138
X^3	2	145	140
X^4	2	139	73

X^0	1	3	2
X^1	1	2	1
X^2	1	2	1
X^3	1	1	1
X^4	0	0	0

X^0	4	7	4
X^1	5	9	5
X^2	1	4	1
X^3	2	3	2
X^4	2	8	2

X^0	4	23	15
X^1	2	22	13
X^2	1	15	6
X^3	0	13	5
X^4	0	2	0

X^0	4	14	10
X^1	3	10	5
X^2	3	9	4
X^3	3	7	3
X^4	3	4	3

X^0	4	49	25
X^1	1	46	19
X^2	2	47	19
X^3	1	26	21
X^4	0	24	18

X^0	4	340	335
X^1	2	343	339
X^2	1	340	334
X^3	1	340	337
X^4	0	338	334

X^0	0	5	4
X^1	0	4	2
X^2	0	1	0
X^3	0	0	0
X^4	1	4	3

X^0	1	2	1
X^1	2	3	2
X^2	0	2	0
X^3	2	5	4
X^4	0	3	0

X^0	4	4	4
X^1	4	4	4
X^2	1	1	1
X^3	1	1	1
X^4	1	1	1

X^0	3	13	7
X^1	3	10	4
X^2	3	11	7
X^3	3	12	8
X^4	1	8	4

X^0	1	249	239
X^1	3	248	246
X^2	4	245	244
X^3	4	244	243
X^4	1	242	241

X^0	2	82	77
X^1	2	82	78
X^2	2	82	79
X^3	3	105	101
X^4	2	81	77

X^0	1	6	3
X^1	4	8	4
X^2	1	6	3
X^3	3	7	3
X^4	1	2	1

X^0	1	3	1
X^1	0	2	0
X^2	3	4	3
X^3	2	4	2
X^4	2	2	2

X^0	2	13	2
X^1	0	17	9
X^2	0	16	11
X^3	1	16	16
X^4	0	0	0

X^0	5	12	6
X^1	3	14	5
X^2	3	15	10
X^3	1	10	8
X^4	0	4	2

X^0	1	3	1
X^1	2	4	2
X^2	2	2	2
X^3	0	0	0
X^4	1	1	1

X^0	2	5	3
X^1	5	6	5
X^2	1	4	1
X^3	1	2	1
X^4	3	6	3

X^0	3	61	33
X^1	2	59	33
X^2	2	55	35
X^3	2	36	34
X^4	0	32	16

X^0	3	100	56
X^1	4	99	53
X^2	2	85	56
X^3	1	90	57
X^4	0	91	39

X^0	2	34	18
X^1	2	32	16
X^2	2	31	14
X^3	1	22	19
X^4	0	19	15

X^0	2	6	3
X^1	2	6	3
X^2	2	6	2
X^3	3	7	3
X^4	5	10	5

X^0	3	4	3
X^1	3	3	3
X^2	3	5	3
X^3	3	3	3
X^4	3	5	3

X^0	1	7	4
X^1	2	8	5
X^2	1	2	1
X^3	1	1	1
X^4	0	6	4

X^0	3	16	12
X^1	3	17	14
X^2	3	14	11
X^3	3	17	11
X^4	1	10	7

X^0	1	264	183
X^1	1	263	180
X^2	1	255	150
X^3	1	184	181
X^4	1	184	109

X^0	1	71	31
X^1	1	72	31
X^2	1	65	33
X^3	0	40	28
X^4	1	50	25

X^0	1	8	3
X^1	1	4	1
X^2	1	2	1
X^3	1	1	1
X^4	1	2	1

X^0	3	6	3
X^1	3	6	3
X^2	3	6	3
X^3	3	5	3
X^4	1	4	1

X^0	4	29	21
X^1	4	29	21
X^2	4	26	20
X^3	4	29	23
X^4	4	4	4

X^0	2	2	2
X^1	6	6	6
X^2	1	1	1
X^3	1	1	1
X^4	0	1	0

X^0	5	24	14
X^1	4	23	11
X^2	1	10	7
X^3	4	12	9
X^4	1	7	4

X^0	1	44	32
X^1	0	43	33
X^2	0	42	33
X^3	0	37	28
X^4	0	30	22

X^0	5	9	5
X^1	2	2	2
X^2	3	3	3
X^3	2	2	2
X^4	0	3	0

X^0	1	9	1
X^1	0	12	5
X^2	1	13	6
X^3	1	10	7
X^4	1	8	5

X^0	2	3	2
