	Opt.	CR	FP
X^1	1	2	1
X^2	1	3	1
X^3	1	1	1
X^4	0	5	1

X^0	1	11068	500
X^1	7	11068	500
X^2	7	11068	500
X^3	3	11068	500
X^4	0	11670	500

X^0	4	19	14
X^1	2	19	15
X^2	2	19	15
X^3	2	19	15
X^4	0	13	8

X^0	2	2	2
X^1	2	2	2
X^2	2	2	2
X^3	2	2	2
X^4	1	1	1

X^0	1	4	2
X^1	1	2	1
X^2	0	0	0
X^3	0	1	0
X^4	0	0	0

X^0	1	48	22
X^1	1	49	23
X^2	1	49	25
X^3	1	24	24
X^4	0	22	21

X^0	3	9	3
X^1	5	15	9
X^2	2	11	8
X^3	1	9	8
X^4	2	7	5

X^0	5	11	8
X^1	3	6	3
X^2	1	3	1
X^3	1	1	1
X^4	4	4	4

X^0	1	12	3
X^1	2	13	9
X^2	1	12	11
X^3	0	10	9
X^4	0	8	6

X^0	4	12	7
X^1	6	8	6
X^2	1	2	1
X^3	1	1	1
X^4	2	4	2

X^0	2	29	14
X^1	2	31	16
X^2	3	23	8
X^3	0	11	0
X^4	2	22	7

X^0	8	330	321
X^1	8	311	305
X^2	8	301	292
X^3	3	300	298
X^4	1	302	299

X^0	3	11	5
X^1	3	12	6
X^2	3	13	8
X^3	3	8	3
X^4	3	3	3

X^0	1	27	11
X^1	1	25	9
X^2	0	22	9
X^3	1	17	5
X^4	0	14	2

X^0	1	6	3
X^1	1	3	1
X^2	3	7	4
X^3	1	2	1
X^4	2	4	3

X^0	1	20	12
X^1	1	19	9
X^2	1	12	6
X^3	5	17	14
X^4	0	6	2

X^0	3	16	12
X^1	1	17	15
X^2	1	13	11
X^3	0	11	8
X^4	0	3	0

X^0	1	2	1
X^1	1	5	3
X^2	3	8	6
X^3	0	5	2
X^4	0	2	0

X^0	3	28	14
X^1	1	25	14
X^2	0	25	13
X^3	0	33	28
X^4	1	24	17

X^0	3	227	115
X^1	3	228	117
X^2	3	216	113
X^3	3	116	113
X^4	0	103	100

X^0	1	26	11
X^1	1	20	3
X^2	1	21	4
X^3	2	21	15
X^4	2	24	12

X^0	2	12	4
X^1	1	7	3
X^2	1	1	1
X^3	1	1	1
X^4	0	6	2

X^0	2	6	4
X^1	2	6	3
X^2	2	5	2
X^3	2	2	2
X^4	1	6	3

X^0	1	12	9
X^1	1	15	10
X^2	3	18	9
X^3	1	10	10
X^4	0	10	5

X^0	1	5	1
X^1	1	6	4
X^2	0	8	6
X^3	1	6	4
X^4	0	0	0

X^0	2	25	20
X^1	1	18	17
X^2	0	5	2
X^3	3	9	5
X^4	0	17	16

X^0	1	2	1
X^1	2	2	2
X^2	2	2	2
X^3	1	2	1
X^4	0	2	0

X^0	1	63	57
X^1	1	64	58
X^2	1	61	50
X^3	0	23	18
X^4	1	61	47

X^0	7	28	19
X^1	7	28	12
X^2	7	33	17
X^3	7	24	16
X^4	3	21	14

X^0	1	2	1
X^1	1	1	1
X^2	3	3	3
X^3	5	5	5
X^4	2	3	2

X^0	1	165	76
X^1	5	168	82
X^2	2	164	81
X^3	2	88	79
X^4	0	9	0

X^0	3	41	17
X^1	3	37	17
X^2	3	37	17
X^3	3	19	16
X^4	0	21	17

X^0	2	5	3
X^1	2	5	2
X^2	1	3	1
X^3	0	2	0
X^4	0	3	0

X^0	5	48	31
X^1	2	47	30
X^2	2	48	25
X^3	0	32	31
X^4	3	29	19

X^0	4	4	4
X^1	7	7	7
X^2	1	2	1
X^3	3	4	3
X^4	6	6	6

X^0	3	7	3
X^1	3	6	3
X^2	5	7	6
X^3	11	11	11
X^4	0	0	0

X^0	1	7	5
X^1	1	10	8
X^2	1	9	5
X^3	0	7	7
X^4	1	8	5

X^0	3	63	30
X^1	3	63	26
X^2	3	35	28
X^3	3	32	27
X^4	3	3	3

X^0	5	63	38
X^1	1	66	40
X^2	2	67	41
X^3	1	33	31
X^4	3	36	34

X^0	2	11	5
X^1	2	11	4
X^2	4	9	4
X^3	1	7	4
X^4	1	1	1

X^0	1	5	4
X^1	1	5	4
X^2	1	2	1
X^3	0	0	0
X^4	0	0	0

X^0	3	5	3
X^1	1	2	1
X^2	2	2	2
X^3	1	1	1
X^4	0	4	2

X^0	2	249	245
X^1	1	251	244
X^2	1	246	242
X^3	1	246	242
X^4	0	286	284

X^0	2	64	40
X^1	1	66	42
X^2	1	61	37
X^3	1	24	21
X^4	0	39	33

X^0	5	11	5
X^1	2	9	2
X^2	1	7	4
X^3	1	1	1
X^4	1	6	3

X^0	1	2	1
X^1	1	1	1
X^2	1	2	1
X^3	1	1	1
X^4	1	1	1

X^0	2	25	18
X^1	1	22	15
X^2	0	16	11
X^3	0	14	10
X^4	0	10	8

X^0	4	86	84
X^1	2	77	72
X^2	2	83	80
X^3	2	77	75
X^4	4	87	85

X^0	1	4	1
X^1	0	2	0
X^2	0	1	0
X^3	0	0	0
X^4	0	1	0

X^0	2	80	39
X^1	2	80	40
X^2	1	70	38
X^3	1	40	35
X^4	0	42	29

X^0	1	132	120
X^1	0	131	121
X^2	0	114	113
X^3	0	105	104
X^4	0	124	123

X^0	2	23	19
X^1	1	22	16
X^2	1	15	12
X^3	1	20	17
X^4	1	5	2

X^0	3	21	11
X^1	3	23	13
X^2	2	15	13
X^3	2	10	8
X^4	2	2	2

X^0	1	6	2
X^1	1	5	1
X^2	3	8	5
X^3	0	1	0
X^4	0	4	1

X^0	4	52	30
X^1	4	51	30
X^2	4	46	33
X^3	6	37	33
X^4	15	43	29

X^0	2	26	23
X^1	2	26	23
X^2	2	2	2
X^3	3	3	3
X^4	1	27	25

X^0	2	8	6
X^1	2	4	2
X^2	4	6	4
X^3	0	2	0
X^4	0	8	0

X^0	4	64	34
X^1	1	64	37
X^2	3	63	36
X^3	0	27	21
X^4	2	39	34

X^0	2	9	5
X^1	2	8	6
X^2	2	8	5
X^3	1	4	2
X^4	0	2	0

X^0	3	14	7
X^1	1	15	9
X^2	3	16	8
X^3	0	10	8
X^4	3	10	7

X^0	2	118	57
X^1	3	123	62
X^2	1	122	61
X^3	1	64	56
X^4	1	8	1

X^0	1	15	4
X^1	1	15	8
X^2	2	14	8
X^3	0	8	5
X^4	1	11	4

X^0	2	44	42
X^1	2	44	42
X^2	2	46	43
X^3	2	44	43
X^4	1	48	47

X^0	2	47	26
X^1	2	52	16
X^2	1	62	28
X^3	1	34	16
X^4	0	42	25

X^0	1	12	3
X^1	1	9	1
X^2	1	6	2
X^3	1	2	1
X^4	1	6	2

X^0	1	3	1
X^1	1	3	1
X^2	0	3	1
X^3	0	3	2
X^4	2	6	4

X^0	0	52	34
X^1	2	39	22
X^2	1	49	30
X^3	0	17	11
X^4	1	33	32

X^0	4	31	25
X^1	1	33	29
X^2	2	32	29
X^3	2	25	21
X^4	2	31	25

X^0	1	10	1
X^1	1	8	4
X^2	1	2	1
X^3	1	1	1
X^4	0	2	0

X^0	2	26	22
X^1	3	19	14
X^2	2	5	2
X^3	2	2	2
X^4	3	19	15

X^0	3	28	15
X^1	3	27	14
X^2	3	19	6
X^3	3	9	6
X^4	2	13	7

X^0	4	34	15
X^1	4	34	13
X^2	4	31	13
X^3	1	17	12
X^4	0	20	15

X^0	7	13	9
X^1	3	9	5
X^2	1	4	1
X^3	3	7	3
X^4	5	13	8

X^0	3	48	44
X^1	11	56	52
X^2	1	47	44
X^3	1	47	46
X^4	0	38	34

X^0	0	7	4
X^1	0	6	3
X^2	1	10	8
X^3	2	9	7
X^4	3	8	4

X^0	4	16	10
X^1	4	19	14
X^2	2	17	10
X^3	0	15	12
X^4	0	16	9

X^0	2	32	18
X^1	2	29	16
X^2	3	26	16
X^3	3	17	14
X^4	0	9	5

X^0	0	503	254
X^1	3	494	255
X^2	0	474	242
X^3	0	231	225
X^4	2	251	243

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1
X^4	0	0	0

X^0	2	14	5
X^1	2	6	4
X^2	2	14	8
X^3	2	6	2
X^4	0	7	3

X^0	4	20	18
X^1	2	17	15
X^2	2	17	14
X^3	0	15	12
X^4	0	16	13

X^0	4	10	6
X^1	3	7	4
X^2	1	4	1
X^3	1	1	1
X^4	1	5	1

X^0	2	166	159
X^1	4	169	162
X^2	2	160	153
X^3	1	158	151
X^4	0	161	155

X^0	2	12	11
X^1	5	15	11
X^2	1	11	5
X^3	3	12	11
X^4	2	7	6

X^0	1	16	11
X^1	1	18	15
X^2	5	20	15
X^3	0	9	4
X^4	4	16	11

X^0	1	5	2
X^1	1	4	1
X^2	1	3	1
X^3	3	4	3
X^4	0	0	0

X^0	4	126	113
X^1	4	125	121
X^2	4	118	112
X^3	2	77	73
X^4	0	122	117

X^0	4	92	55
X^1	3	86	47
X^2	1	79	42
X^3	1	44	28
X^4	0	3	0

X^0	1	4	2
X^1	1	1	1
X^2	1	1	1
X^3	3	3	3
X^4	0	0	0

X^0	3	59	38
X^1	3	59	35
X^2	3	56	22
X^3	3	37	31
X^4	0	40	33

X^0	4	18	10
X^1	1	16	5
X^2	1	15	9
X^3	1	10	6
X^4	2	14	7

X^0	3	6	3
X^1	1	2	1
X^2	0	0	0
X^3	1	1	1
X^4	1	1	1

X^0	1	15	7
X^1	0	16	7
X^2	0	13	7
X^3	2	14	9
X^4	3	12	7

X^0	4	9	4
X^1	4	11	4
X^2	4	8	4
X^3	3	11	7
X^4	3	12	7

X^0	2	19	8
X^1	3	19	8
X^2	1	18	7
X^3	1	11	7
X^4	0	12	7

X^0	2	4	2
X^1	2	3	2
X^2	2	3	2
X^3	4	7	4
X^4	2	2	2

X^0	6	312	163
X^1	6	314	162
X^2	1	315	159
X^3	1	156	152
X^4	0	169	159

X^0	3	11	4
X^1	4	7	4
X^2	4	6	4
X^3	4	6	4
X^4	4	4	4

X^0	2	40	23
X^1	2	26	21
X^2	2	28	10
X^3	2	19	16
X^4	1	16	11

X^0	3	17	6
X^1	3	20	10
X^2	1	17	5
X^3	0	14	8
X^4	0	11	2

X^0	2	19	16
X^1	2	19	15
X^2	2	19	16
X^3	2	20	17
X^4	0	20	17

X^0	1	14	7
X^1	0	14	7
X^2	0	12	3
X^3	0	12	6
X^4	0	11	5

X^0	2	9	5
X^1	1	6	3
X^2	1	4	1
X^3	0	6	2
X^4	0	0	0

X^0	1	18	9
X^1	2	30	17
X^2	1	21	13
X^3	1	17	11
X^4	5	19	12

X^0	0	9	2
X^1	1	8	1
X^2	0	5	0
X^3	0	4	1
X^4	0	1	0

X^0	2	20	13
X^1	2	20	17
X^2	2	24	22
X^3	2	24	20
X^4	0	19	15

X^0	7	30	20
X^1	2	19	12
X^2	1	10	3
X^3	0	0	0
X^4	0	5	0

X^0	3	48	26
X^1	3	48	29
X^2	3	48	30
X^3	3	31	28
X^4	1	24	13

X^0	2	2	2
X^1	1	2	1
X^2	1	1	1
X^3	3	3	3
X^4	0	0	0

X^0	1	12	7
X^1	1	9	2
X^2	1	7	2
X^3	0	8	2
X^4	0	2	0

X^0	3	6	3
X^1	3	7	3
X^2	3	3	3
X^3	3	6	3
X^4	3	3	3

X^0	4	58	31
X^1	6	41	33
X^2	0	25	12
X^3	0	4	0
X^4	1	25	12

X^0	2	10	5
X^1	4	15	9
X^2	2	7	2
X^3	2	6	3
X^4	0	4	1

X^0	1	72	46
X^1	1	70	46
X^2	1	49	47
X^3	1	24	15
X^4	1	1	1

X^0	3	5	3
X^1	2	6	2
X^2	2	2	2
X^3	1	1	1
X^4	2	2	2

X^0	3	3	3
X^1	0	0	0
X^2	0	0	0
X^3	1	1	1
X^4	0	0	0

X^0	2	6	2
X^1	2	6	2
X^2	1	5	2
X^3	1	4	1
X^4	0	4	0

X^0	2	154	93
X^1	2	157	97
X^2	2	149	88
X^3	3	95	90
X^4	0	99	96

X^0	1	29	25
X^1	1	30	21
X^2	2	32	29
X^3	1	32	29
X^4	0	28	22

X^0	3	8	3
X^1	3	5	3
X^2	1	1	1
X^3	1	3	1
X^4	0	2	0

X^0	5	47	28
X^1	5	45	27
X^2	5	39	22
X^3	5	26	21
X^4	0	21	12

X^0	0	9	5
X^1	0	11	6
X^2	1	8	3
X^3	0	9	4
X^4	1	9	5

X^0	1	9	4
X^1	0	11	5
X^2	1	11	5
X^3	0	6	0
X^4	3	11	7

X^0	2	30	14
X^1	3	32	17
X^2	3	26	14
X^3	6	25	17
X^4	2	12	4

X^0	2	10	7
X^1	0	8	6
X^2	0	3	2
X^3	0	0	0
X^4	2	2	2

X^0	2	27	10
X^1	4	36	20
X^2	1	27	13
X^3	1	15	12
X^4	1	9	2

X^0	2	51	26
X^1	1	55	29
X^2	1	51	27
X^3	5	35	32
X^4	2	27	24

X^0	1	14	7
X^1	1	13	6
X^2	0	9	1
X^3	0	3	0
X^4	2	9	2

X^0	1	17	9
X^1	1	11	9
X^2	1	7	1
X^3	1	1	1
X^4	1	8	5

X^0	1	5	2
X^1	3	5	3
X^2	1	7	4
X^3	0	8	5
X^4	0	0	0

X^0	2	2	2
X^1	1	2	1
X^2	5	7	5
X^3	1	2	1
X^4	0	3	1

X^0	2	30	13
X^1	2	39	22
X^2	1	36	22
X^3	0	22	17
X^4	0	19	17

X^0	3	13	11
X^1	5	15	10
X^2	3	11	5
X^3	3	8	3
X^4	0	5	0

X^0	3	3	3
X^1	3	3	3
X^2	5	5	5
X^3	1	1	1
X^4	0	0	0

X^0	1	32	23
X^1	0	32	23
X^2	0	28	19
X^3	0	29	19
X^4	2	23	14

X^0	6	12	6
X^1	3	10	4
X^2	3	9	3
X^3	3	9	3
X^4	3	5	3

X^0	1	6	4
X^1	1	1	1
X^2	0	2	0
X^3	7	11	7
X^4	0	1	0

X^0	1	141	70
X^1	4	146	74
X^2	1	138	70
X^3	2	75	69
X^4	0	7	0

X^0	1	88	61
X^1	6	93	66
X^2	1	86	60
X^3	1	61	58
X^4	0	54	29

X^0	2	8	3
X^1	3	9	3
X^2	2	8	2
X^3	0	6	2
X^4	0	5	1

X^0	2	34	12
X^1	2	28	8
X^2	2	25	5
X^3	2	18	8
X^4	2	26	12

X^0	1	7	3
X^1	4	7	4
X^2	1	6	3
X^3	1	7	1
X^4	3	6	3

X^0	2	31	14
X^1	2	23	15
X^2	1	14	5
X^3	1	7	1
X^4	5	15	6

X^0	3	11	5
X^1	4	12	6
X^2	1	6	4
X^3	4	8	6
X^4	1	1	1

X^0	4	17	6
X^1	4	14	4
X^2	4	10	4
X^3	4	4	4
X^4	0	12	3

X^0	0	17	6
X^1	1	21	11
X^2	3	21	13
X^3	0	13	12
X^4	1	13	8

X^0	1	12	6
X^1	0	10	6
X^2	1	8	2
X^3	0	1	0
X^4	4	11	7

X^0	1	9	5
X^1	1	9	4
X^2	1	9	1
X^3	1	10	5
X^4	4	11	6

X^0	2	13	2
X^1	2	9	2
X^2	2	7	2
X^3	1	1	1
X^4	1	9	3

X^0	1	21	17
X^1	1	20	13
X^2	1	19	13
X^3	1	13	8
X^4	0	16	13

X^0	4	5	4
X^1	4	4	4
X^2	1	1	1
X^3	0	0	0
X^4	0	9	8

X^0	1	6	5
X^1	1	3	2
X^2	0	4	2
X^3	1	3	2
X^4	0	3	2

X^0	2	11	5
X^1	3	13	11
X^2	2	8	6
X^3	2	2	2
X^4	1	13	11

X^0	2	13	7
X^1	2	14	8
X^2	0	17	11
X^3	1	11	7
X^4	0	10	7

X^0	1	23	14
X^1	1	19	9
X^2	0	17	10
X^3	0	10	3
X^4	0	17	10

X^0	2	176	113
X^1	2	179	117
X^2	2	171	114
X^3	2	113	106
X^4	0	112	55

X^0	2	4	2
X^1	6	9	6
X^2	1	5	3
X^3	6	18	17
X^4	0	5	2

X^0	1	55	52
X^1	1	59	56
X^2	1	56	54
X^3	1	56	53
X^4	1	29	25

X^0	2	25	17
X^1	2	23	16
X^2	0	20	14
X^3	2	19	13
X^4	3	3	3

X^0	4	14	9
X^1	3	12	6
X^2	3	11	9
X^3	4	9	6
X^4	2	2	2

X^0	3	10	5
X^1	4	12	6
X^2	3	10	6
X^3	0	8	4
X^4	0	6	0

X^0	1	3	1
X^1	1	7	6
X^2	1	1	1
X^3	4	10	8
X^4	0	0	0

X^0	2	58	32
X^1	2	54	31
X^2	2	48	28
X^3	2	36	24
X^4	0	30	13

X^0	0	240	125
X^1	4	243	125
X^2	4	238	120
X^3	4	126	103
X^4	4	4	4

X^0	1	1	1
X^1	1	1	1
X^2	1	1	1
X^3	1	1	1
X^4	0	4	0

X^0	5	30	21
X^1	3	28	18
X^2	4	29	18
X^3	3	26	18
X^4	1	5	1

X^0	5	27	17
X^1	5	29	18
X^2	5	24	18
X^3	5	18	13
X^4	0	10	5

X^0	3	5	3
X^1	0	5	2
X^2	6	10	7
X^3	2	6	3
X^4	3	6	3

X^0	2	74	37
X^1	1	67	36
X^2	1	57	30
X^3	1	27	24
X^4	0	44	30

X^0	2	297	293
X^1	1	295	290
X^2	1	294	290
X^3	1	292	289
X^4	1	292	289

X^0	3	19	8
X^1	5	24	13
X^2	2	18	11
X^3	2	13	8
X^4	4	13	8

X^0	2	7	4
X^1	2	5	4
X^2	3	6	4
X^3	1	4	3
X^4	0	3	0

X^0	6	52	30
X^1	4	46	28
X^2	0	38	24
X^3	0	28	26
X^4	0	13	10

X^0	1	4	1
X^1	0	4	0
X^2	2	5	2
X^3	1	3	1
X^4	0	0	0

X^0	4	25	18
X^1	6	31	22
X^2	3	30	17
X^3	1	16	11
X^4	0	2	0

X^0	4	62	38
X^1	1	60	36
X^2	2	59	33
X^3	2	39	37
X^4	0	29	19

X^0	5	81	45
X^1	5	81	44
X^2	2	79	47
X^3	2	32	30
X^4	2	62	57

X^0	3	27	24
X^1	3	29	24
X^2	0	23	17
X^3	0	20	15
X^4	0	20	16

X^0	2	22	20
X^1	1	22	18
X^2	2	18	16
X^3	0	4	2
X^4	3	19	16

X^0	4	14	7
X^1	5	10	6
X^2	1	6	1
X^3	0	5	0
X^4	0	5	0

X^0	7	21	8
X^1	7	20	7
X^2	11	23	11
X^3	0	18	4
X^4	0	15	1

X^0	3	6	3
X^1	1	3	1
X^2	1	2	1
X^3	1	3	1
X^4	1	4	1

X^0	4	831	426
X^1	3	828	410
X^2	2	828	413
X^3	2	415	411
X^4	0	483	414

X^0	3	99	49
X^1	2	99	50
X^2	0	95	49
X^3	3	52	50
X^4	0	5	2

X^0	3	6	3
X^1	4	10	4
X^2	0	5	0
X^3	0	0	0
X^4	2	6	2

X^0	1	37	19
X^1	1	27	13
X^2	1	17	3
X^3	0	0	0
X^4	1	27	13

X^0	0	32	16
X^1	0	31	16
X^2	4	33	17
X^3	1	21	20
X^4	3	17	12

X^0	1	8	1
X^1	0	5	2
X^2	0	2	0
X^3	0	2	0
X^4	2	5	2

X^0	4	5	4
X^1	1	2	1
X^2	1	2	1
X^3	3	4	3
X^4	1	2	1

X^0	2	10	2
X^1	2	10	2
X^2	2	5	2
X^3	3	3	3
X^4	1	9	4

X^0	4	8	4
X^1	4	8	4
X^2	4	7	4
X^3	4	4	4
X^4	0	5	2

X^0	1	7	3
X^1	0	5	2
X^2	2	6	2
X^3	1	4	2
X^4	0	3	1

X^0	1	21	18
X^1	1	22	19
X^2	2	26	21
X^3	0	23	22
X^4	4	25	24

X^0	8	19	8
X^1	6	17	6
X^2	0	13	0
X^3	0	0	0
X^4	0	13	0

X^0	1	12	4
X^1	1	11	6
X^2	5	12	6
X^3	0	10	3
X^4	2	9	4

X^0	1	34	17
X^1	4	20	19
X^2	0	12	0
X^3	0	16	16
X^4	0	16	16

X^0	4	214	108
X^1	4	111	107
X^2	4	107	8
X^3	4	99	97
X^4	1	105	103

X^0	2	2	2
X^1	1	1	1
X^2	1	1	1
X^3	2	2	2
X^4	1	1	1

X^0	1	27	15
X^1	4	23	19
X^2	0	12	8
X^3	1	10	7
X^4	0	0	0

X^0	1	54	32
X^1	1	52	31
X^2	1	47	25
X^3	0	25	15
X^4	1	31	22

X^0	6	6	6
X^1	6	6	6
X^2	6	6	6
X^3	6	6	6
X^4	2	2	2

X^0	4	14	12
X^1	2	19	16
X^2	2	20	16
X^3	2	21	20
X^4	1	10	4

X^0	5	42	33
X^1	4	39	33
X^2	3	39	28
X^3	2	29	26
X^4	1	37	25

X^0	6	19	16
X^1	4	17	14
X^2	0	14	13
X^3	3	16	14
X^4	0	20	17

X^0	5	15	14
X^1	1	11	9
X^2	1	6	1
X^3	1	7	5
X^4	0	14	11

X^0	1	12	4
X^1	3	10	3
X^2	1	8	1
X^3	1	10	3
X^4	1	1	1

X^0	3	11	5
X^1	1	9	1
X^2	1	3	1
X^3	3	10	4
X^4	0	0	0

X^0	2	4	2
X^1	2	3	2
X^2	2	4	2
X^3	2	2	2
X^4	1	1	1

X^0	3	60	37
X^1	1	70	40
X^2	6	71	46
X^3	1	49	41
X^4	1	43	19

X^0	1	3	1
X^1	1	3	1
X^2	5	10	7
X^3	1	6	6
X^4	0	2	0

X^0	0	4	4
X^1	0	3	2
X^2	0	2	2
X^3	4	7	7
X^4	0	2	2

X^0	1	18	12
X^1	1	15	12
X^2	1	20	12
X^3	1	13	12
X^4	1	13	12

X^0	5	12	10
X^1	2	4	2
X^2	2	15	10
X^3	2	7	4
X^4	1	13	11

X^0	2	16	9
X^1	1	18	11
X^2	0	12	6
X^3	0	8	6
X^4	0	6	3

X^0	2	49	27
X^1	1	50	25
X^2	4	54	44
X^3	0	25	22
X^4	1	42	31

X^0	11	12	11
X^1	6	6	6
X^2	2	2	2
X^3	1	1	1
X^4	0	2	0

X^0	4	10	6
X^1	3	7	4
X^2	3	7	3
X^3	2	4	2
X^4	1	5	1

X^0	3	3	3
X^1	3	11	8
X^2	1	9	6
X^3	2	2	2
X^4	2	11	10

X^0	1	28	18
X^1	1	30	17
X^2	1	24	18
X^3	0	14	10
X^4	0	7	1

X^0	1	36	18
X^1	1	34	11
X^2	1	28	10
X^3	1	18	3
X^4	1	3	1

X^0	2	15	10
X^1	0	13	7
X^2	0	14	8
X^3	0	11	6
X^4	1	12	7

X^0	1	1	1
X^1	2	3	2
X^2	2	4	2
X^3	0	2	1
X^4	3	5	3

X^0	5	16	12
X^1	4	15	9
X^2	2	12	8
X^3	1	8	5
X^4	0	6	2

X^0	1	4	2
X^1	3	6	3
X^2	1	3	1
X^3	3	5	4
X^4	1	1	1

X^0	1	4	1
X^1	1	3	2
X^2	2	3	2
X^3	0	1	0
X^4	0	1	0

X^0	1	10	5
X^1	1	10	6
X^2	1	10	5
X^3	2	10	5
X^4	0	6	2

X^0	3	6	3
X^1	2	3	2
X^2	2	2	2
X^3	2	2	2
X^4	1	1	1

X^0	2	37	22
X^1	2	27	22
X^2	1	15	10
X^3	0	1	0
X^4	1	15	12

X^0	2	22	10
X^1	2	22	11
X^2	2	20	14
X^3	2	14	13
X^4	1	12	11

X^0	0	19	7
X^1	0	20	8
X^2	1	15	6
X^3	0	13	6
X^4	0	0	0

X^0	5	41	29
X^1	1	34	18
X^2	1	30	20
X^3	0	20	18
X^4	1	21	11

X^0	2	564	366
X^1	2	560	366
X^2	2	557	366
X^3	1	373	364
X^4	2	372	184

X^0	3	17	8
X^1	3	17	5
X^2	1	17	8
X^3	0	10	6
X^4	3	11	8

X^0	2	10	8
X^1	1	5	3
X^2	0	3	1
X^3	3	3	3
X^4	0	0	0

X^0	0	8	7
X^1	0	8	7
X^2	0	8	4
X^3	8	9	8
X^4	4	12	10

X^0	2	31	14
X^1	2	25	10
X^2	1	22	1
X^3	0	9	2
X^4	0	5	0

X^0	13	43	27
X^1	1	28	14
X^2	1	20	13
X^3	3	14	7
X^4	1	4	1

X^0	2	58	25
X^1	2	57	23
X^2	2	55	23
X^3	2	31	22
X^4	2	34	26

X^0	1	11	6
X^1	2	13	6
X^2	0	11	6
X^3	0	10	7
X^4	0	8	3

X^0	1	9	5
X^1	2	11	9
X^2	1	7	3
X^3	1	5	1
X^4	1	1	1

X^0	0	7	5
X^1	1	6	5
X^2	1	3	1
X^3	2	6	4
X^4	3	8	6

X^0	5	16	11
X^1	5	17	12
X^2	5	15	10
X^3	5	17	10
X^4	0	18	13

X^0	2	381	377
X^1	2	381	379
X^2	2	381	379
X^3	2	389	384
X^4	0	392	388

X^0	1	29	12
X^1	1	28	15
X^2	1	23	10
X^3	1	7	1
X^4	0	21	0

X^0	2	2	2
X^1	4	4	4
X^2	1	1	1
X^3	0	0	0
X^4	0	0	0

X^0	2	117	66
X^1	1	96	47
X^2	1	96	48
X^3	1	49	47
X^4	0	49	48

X^0	5	75	41
X^1	5	66	36
X^2	5	58	28
X^3	5	28	25
X^4	0	30	30

X^0	3	56	35
X^1	1	44	26
X^2	1	39	16
X^3	1	22	14
X^4	1	1	1

X^0	3	47	41
X^1	1	43	39
X^2	1	42	40
X^3	1	38	28
X^4	0	0	0

X^0	1	16	13
X^1	1	16	11
X^2	0	12	9
X^3	2	15	9
X^4	0	3	0

X^0	1	72	71
X^1	1	72	71
X^2	1	71	70
X^3	1	58	57
X^4	0	60	59

X^0	4	8	4
X^1	1	6	3
X^2	1	5	2
X^3	1	9	6
X^4	0	0	0

X^0	1	171	90
X^1	1	166	80
X^2	1	162	80
X^3	1	81	76
X^4	0	83	78

X^0	3	5	3
X^1	0	4	1
X^2	0	5	0
X^3	0	0	0
X^4	2	2	2

X^0	1	30	22
X^1	1	26	22
X^2	0	22	17
X^3	0	17	14
X^4	0	18	9

X^0	1	17	6
X^1	0	15	5
X^2	2	15	7
X^3	0	11	9
X^4	0	12	8

X^0	0	76	74
X^1	0	76	72
X^2	7	82	82
X^3	0	74	73
X^4	0	77	77

X^0	1	3	2
X^1	1	2	1
X^2	1	1	1
X^3	1	1	1
X^4	1	1	1

X^0	1	58	32
X^1	2	57	33
X^2	2	55	21
X^3	0	26	25
X^4	0	25	17

X^0	2	8	4
X^1	4	12	8
X^2	2	2	2
X^3	2	2	2
X^4	1	7	4

X^0	3	3	3
X^1	3	6	3
X^2	3	3	3
X^3	2	6	3
X^4	0	0	0

X^0	3	11	3
X^1	3	8	3
X^2	2	7	2
X^3	2	2	2
X^4	0	11	5

X^0	3	47	39
X^1	1	45	34
X^2	1	45	38
X^3	0	39	39
X^4	2	36	34

X^0	3	27	19
X^1	6	26	21
X^2	5	10	5
X^3	5	5	5
X^4	1	10	2

X^0	1	3	2
X^1	1	4	1
X^2	2	5	2
X^3	3	23	22
X^4	2	4	2

X^0	1	51	42
X^1	1	54	44
X^2	0	50	43
X^3	1	49	41
X^4	2	50	43

X^0	7	14	7
X^1	7	9	7
X^2	7	10	7
X^3	8	12	8
X^4	7	7	7

X^0	1	81	52
X^1	1	83	49
X^2	6	87	53
X^3	4	50	48
X^4	0	43	34

X^0	2	2	2
X^1	2	2	2
X^2	0	1	0
X^3	0	0	0
X^4	0	3	0

X^0	6	25	13
X^1	9	28	16
X^2	4	23	11
X^3	2	12	2
X^4	1	18	9

X^0	3	21	9
X^1	4	16	12
X^2	2	8	5
X^3	2	7	3
X^4	0	4	1

X^0	2	3	2
X^1	3	4	3
X^2	5	5	5
X^3	1	1	1
X^4	0	0	0

X^0	1	33	19
X^1	4	37	23
X^2	3	29	22
X^3	0	21	13
X^4	0	12	7

X^0	2	9	4
X^1	2	9	2
X^2	6	14	11
X^3	1	9	8
X^4	0	11	7

X^0	3	7	3
