	Opt.	Zea.	Flo.
X^5	193	193	193
X^6	199	199	199

X^0	198	51	55
X^1	197	118	121
X^2	196	127	131
X^3	197	128	131
X^4	197	197	197
X^5	197	197	197
X^6	199	199	199

X^0	198	184	186
X^1	198	189	192
X^2	198	193	195
X^3	197	195	197
X^4	198	198	198
X^5	199	199	199
X^6	199	199	199

X^0	198	177	180
X^1	198	189	190
X^2	198	189	190
X^3	197	197	197
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	195	154	160
X^1	195	160	166
X^2	195	177	182
X^3	195	195	195
X^4	195	195	195
X^5	199	199	199
X^6	200	200	200

X^0	199	22	24
X^1	199	74	74
X^2	199	121	125
X^3	199	153	153
X^4	199	161	161
X^5	199	153	153
X^6	200	200	200

X^0	199	158	161
X^1	199	170	172
X^2	199	174	176
X^3	198	170	170
X^4	199	182	182
X^5	197	186	186
X^6	200	200	200

X^0	196	170	178
X^1	195	181	186
X^2	197	191	196
X^3	197	197	197
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	196	173	182
X^1	197	179	183
X^2	197	191	197
X^3	196	186	189
X^4	197	197	197
X^5	197	197	197
X^6	197	197	197

X^0	198	192	195
X^1	197	190	194
X^2	196	190	191
X^3	198	195	196
X^4	199	198	199
X^5	198	189	190
X^6	199	199	199

X^0	199	108	114
X^1	192	126	130
X^2	198	158	163
X^3	199	179	185
X^4	195	174	177
X^5	199	175	178
X^6	199	199	199

X^0	197	95	96
X^1	199	133	136
X^2	199	179	181
X^3	199	180	187
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	194	146	151
X^1	198	146	147
X^2	198	168	170
X^3	198	172	177
X^4	198	198	198
X^5	199	199	199
X^6	198	198	198

X^0	197	135	137
X^1	197	152	152
X^2	197	153	155
X^3	199	152	152
X^4	199	168	171
X^5	197	183	184
X^6	200	200	200

X^0	199	195	196
X^1	199	194	195
X^2	199	199	199
X^3	199	197	198
X^4	200	200	200
X^5	199	199	199
X^6	196	196	196

X^0	198	123	126
X^1	197	123	126
X^2	197	143	146
X^3	197	161	166
X^4	197	178	181
X^5	197	197	197
X^6	196	196	196

X^0	197	162	164
X^1	198	176	179
X^2	199	178	182
X^3	199	188	189
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	190	155	158
X^1	198	181	184
X^2	197	180	182
X^3	198	198	198
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	196	73	78
X^1	196	72	77
X^2	196	168	172
X^3	196	147	151
X^4	196	192	196
X^5	196	196	196
X^6	200	200	200

X^0	199	187	190
X^1	199	186	190
X^2	200	194	197
X^3	199	196	196
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	194	66	71
X^1	195	121	126
X^2	195	130	135
X^3	195	146	151
X^4	195	195	195
X^5	195	195	195
X^6	200	200	200

X^0	197	122	125
X^1	197	145	151
X^2	197	156	161
X^3	197	163	168
X^4	197	163	168
X^5	197	177	180
X^6	197	197	197

X^0	197	186	190
X^1	197	195	197
X^2	197	197	197
X^3	197	197	197
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	199	183	184
X^1	198	182	185
X^2	199	186	189
X^3	196	182	183
X^4	197	197	197
X^5	199	199	199
X^6	199	199	199

X^0	199	170	170
X^1	199	180	180
X^2	199	189	193
X^3	199	194	194
X^4	199	197	197
X^5	197	195	195
X^6	200	200	200

X^0	199	137	140
X^1	199	158	159
X^2	199	159	160
X^3	198	177	179
X^4	199	179	180
X^5	200	179	180
X^6	199	199	199

X^0	197	171	172
X^1	197	177	178
X^2	199	191	193
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	197	178	179
X^1	197	181	182
X^2	197	178	179
X^3	197	182	185
X^4	197	189	191
X^5	197	192	193
X^6	199	199	199

X^0	194	186	188
X^1	198	193	195
X^2	199	198	199
X^3	199	199	199
X^4	199	199	199
X^5	198	198	198
X^6	199	199	199

X^0	198	148	152
X^1	199	162	167
X^2	199	185	187
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	199	166	168
X^1	199	170	173
X^2	199	185	187
X^3	199	188	190
X^4	199	196	198
X^5	199	199	199
X^6	198	198	198

X^0	199	197	199
X^1	195	195	195
X^2	196	196	196
X^3	197	197	197
X^4	198	198	198
X^5	199	199	199
X^6	197	197	197

X^0	197	-73	0
X^1	198	-74	0
X^2	198	83	84
X^3	198	83	86
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	194	165	167
X^1	199	172	173
X^2	199	184	185
X^3	199	196	196
X^4	199	199	199
X^5	200	200	200
X^6	197	197	197

X^0	199	103	105
X^1	199	102	104
X^2	199	163	166
X^3	199	164	166
X^4	194	193	194
X^5	200	200	200
X^6	200	200	200

X^0	197	-61	0
X^1	198	31	32
X^2	196	106	107
X^3	197	107	108
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	190	195
X^1	198	194	195
X^2	200	198	200
X^3	199	198	199
X^4	195	195	195
X^5	200	200	200
X^6	200	200	200

X^0	197	81	83
X^1	198	139	143
X^2	197	141	143
X^3	195	139	140
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	193	138	145
X^1	193	133	140
X^2	193	169	176
X^3	193	175	184
X^4	193	189	193
X^5	193	193	193
X^6	200	200	200

X^0	196	-91	0
X^1	196	49	53
X^2	196	56	57
X^3	196	56	58
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	-64	0
X^1	198	54	56
X^2	198	61	62
X^3	200	77	77
X^4	194	189	192
X^5	200	200	200
X^6	199	199	199

X^0	199	161	163
X^1	199	181	183
X^2	199	181	182
X^3	199	181	182
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	54	65
X^1	196	91	104
X^2	198	129	140
X^3	199	162	163
X^4	195	157	158
X^5	200	197	198
X^6	200	200	200

X^0	198	165	167
X^1	196	167	169
X^2	199	179	184
X^3	196	179	180
X^4	199	190	191
X^5	197	189	194
X^6	199	199	199

X^0	199	-52	2
X^1	194	-58	-1
X^2	199	-3	5
X^3	199	46	48
X^4	199	96	97
X^5	199	148	149
X^6	199	199	199

X^0	197	150	154
X^1	196	154	156
X^2	197	176	178
X^3	198	181	183
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	197	97	99
X^1	199	151	152
X^2	199	158	159
X^3	199	199	199
X^4	199	197	198
X^5	199	199	199
X^6	200	200	200

X^0	198	115	116
X^1	199	121	122
X^2	193	153	154
X^3	199	162	163
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	-49	0
X^1	198	66	69
X^2	198	84	85
X^3	198	84	86
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	122	125
X^1	197	109	112
X^2	198	178	181
X^3	195	172	175
X^4	197	197	197
X^5	198	198	198
X^6	200	200	200

X^0	196	166	167
X^1	197	171	171
X^2	197	186	189
X^3	197	190	190
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	197	136	137
X^1	198	139	140
X^2	199	140	141
X^3	200	156	164
X^4	193	164	167
X^5	200	185	185
X^6	200	200	200

X^0	199	155	155
X^1	199	154	154
X^2	199	182	188
X^3	199	183	183
X^4	193	193	193
X^5	200	200	200
X^6	197	197	197

X^0	196	136	139
X^1	196	133	136
X^2	199	149	154
X^3	197	159	164
X^4	194	169	170
X^5	199	184	185
X^6	199	199	199

X^0	199	169	170
X^1	199	175	176
X^2	199	188	190
X^3	199	191	193
X^4	199	196	199
X^5	199	199	199
X^6	200	200	200

X^0	199	103	103
X^1	198	120	120
X^2	199	140	142
X^3	197	153	153
X^4	198	170	171
X^5	200	184	187
X^6	200	200	200

X^0	198	191	193
X^1	199	199	199
X^2	197	195	197
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	194	194	194
X^1	194	194	194
X^2	195	195	195
X^3	194	194	194
X^4	197	197	197
X^5	195	195	195
X^6	200	200	200

X^0	196	139	148
X^1	196	151	156
X^2	196	169	173
X^3	196	168	174
X^4	196	196	196
X^5	196	196	196
X^6	198	198	198

X^0	197	158	160
X^1	198	163	164
X^2	199	186	187
X^3	199	186	187
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	196	77	78
X^1	195	78	79
X^2	200	111	111
X^3	199	139	139
X^4	200	168	170
X^5	200	200	200
X^6	200	200	200

X^0	199	94	95
X^1	199	118	121
X^2	199	145	147
X^3	199	168	173
X^4	198	188	192
X^5	198	188	189
X^6	199	199	199

X^0	199	145	150
X^1	199	178	182
X^2	199	183	184
X^3	199	176	177
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	149	151
X^1	198	173	174
X^2	199	178	182
X^3	199	199	199
X^4	198	197	198
X^5	199	199	199
X^6	199	199	199

X^0	198	-19	0
X^1	198	25	25
X^2	200	66	69
X^3	199	107	109
X^4	197	144	146
X^5	199	155	155
X^6	200	200	200

X^0	197	172	175
X^1	197	179	182
X^2	197	185	197
X^3	192	187	188
X^4	193	188	189
X^5	199	198	199
X^6	199	199	199

X^0	198	170	175
X^1	197	179	180
X^2	199	185	188
X^3	199	188	192
X^4	199	192	195
X^5	199	196	199
X^6	200	200	200

X^0	191	176	180
X^1	198	189	196
X^2	196	191	196
X^3	199	197	199
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	198	157	159
X^1	199	175	177
X^2	198	182	184
X^3	199	187	189
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	197	192	194
X^1	197	194	196
X^2	198	196	198
X^3	199	197	198
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	196	189	192
X^1	195	187	188
X^2	198	193	197
X^3	199	199	199
X^4	199	199	199
X^5	197	197	197
X^6	198	198	198

X^0	198	26	31
X^1	199	91	95
X^2	200	138	143
X^3	200	165	168
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	198	190	195
X^1	199	195	197
X^2	199	197	199
X^3	196	196	196
X^4	196	196	196
X^5	199	199	199
X^6	200	200	200

X^0	195	57	59
X^1	195	121	126
X^2	195	121	126
X^3	195	132	134
X^4	195	195	195
X^5	199	199	199
X^6	200	200	200

X^0	197	194	195
X^1	197	196	197
X^2	199	198	199
X^3	199	198	199
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	199	148	151
X^1	199	165	168
X^2	199	179	183
X^3	199	199	199
X^4	197	197	197
X^5	196	196	196
X^6	200	200	200

X^0	198	134	136
X^1	199	134	136
X^2	199	166	168
X^3	200	169	169
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	195	191	193
X^1	198	194	195
X^2	199	194	194
X^3	199	197	197
X^4	199	197	197
X^5	199	198	198
X^6	200	200	200

X^0	198	172	177
X^1	198	174	177
X^2	198	187	189
X^3	197	193	196
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	199	167	170
X^1	199	180	182
X^2	199	185	186
X^3	199	197	199
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	80	85
X^1	199	134	139
X^2	195	175	180
X^3	199	144	150
X^4	200	200	200
X^5	195	195	195
X^6	200	200	200

X^0	196	182	184
X^1	199	192	194
X^2	199	197	199
X^3	197	197	197
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	197	195	197
X^1	198	196	198
X^2	195	194	195
X^3	199	198	199
X^4	198	198	198
X^5	198	198	198
X^6	196	196	196

X^0	197	134	136
X^1	197	151	153
X^2	192	151	152
X^3	199	173	175
X^4	198	189	192
X^5	199	199	199
X^6	199	199	199

X^0	198	30	36
X^1	198	83	86
X^2	198	125	127
X^3	198	155	160
X^4	198	156	161
X^5	198	155	160
X^6	198	198	198

X^0	197	-117	-116
X^1	199	-71	0
X^2	199	44	46
X^3	199	84	85
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	175	181
X^1	199	184	189
X^2	199	190	191
X^3	200	195	196
X^4	200	195	196
X^5	200	195	196
X^6	200	200	200

X^0	199	179	188
X^1	200	180	180
X^2	194	191	194
X^3	200	197	197
X^4	192	192	192
X^5	200	200	200
X^6	196	196	196

X^0	197	181	182
X^1	198	183	184
X^2	198	184	185
X^3	198	189	193
X^4	198	193	196
X^5	199	196	197
X^6	199	199	199

X^0	198	-32	0
X^1	198	-28	0
X^2	198	106	106
X^3	198	106	106
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	195	5	11
X^1	198	13	21
X^2	199	115	117
X^3	199	114	116
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	197	154	158
X^1	197	166	172
X^2	197	177	185
X^3	197	189	193
X^4	197	196	197
X^5	197	197	197
X^6	197	197	197

X^0	198	161	162
X^1	198	161	167
X^2	198	177	178
X^3	199	192	193
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	119	128
X^1	198	156	161
X^2	198	161	162
X^3	198	156	157
X^4	198	198	198
X^5	199	199	199
X^6	198	198	198

X^0	199	145	146
X^1	199	148	149
X^2	199	175	176
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	180	184
X^1	198	183	185
X^2	198	197	198
X^3	196	193	195
X^4	198	198	198
X^5	198	198	198
X^6	196	196	196

X^0	198	181	182
X^1	198	183	184
X^2	198	192	195
X^3	194	188	193
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	198	-67	0
X^1	194	-64	0
X^2	198	72	72
X^3	198	76	77
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	161	168
X^1	196	160	165
X^2	198	172	173
X^3	198	173	174
X^4	196	181	182
X^5	199	189	190
X^6	199	199	199

X^0	199	153	159
X^1	199	161	166
X^2	199	179	181
X^3	199	180	184
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	198	76	80
X^1	198	79	81
X^2	198	147	153
X^3	198	147	149
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	197	162	165
X^1	197	163	166
X^2	197	196	197
X^3	197	187	191
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	195	83	86
X^1	195	125	130
X^2	195	153	158
X^3	195	180	185
X^4	195	195	195
X^5	197	197	197
X^6	195	195	195

X^0	198	14	17
X^1	198	17	20
X^2	198	121	123
X^3	198	118	124
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	196	119	121
X^1	196	139	142
X^2	197	159	161
X^3	191	172	177
X^4	199	193	197
X^5	196	196	196
X^6	200	200	200

X^0	199	186	191
X^1	199	192	197
X^2	199	195	199
X^3	196	196	196
X^4	199	199	199
X^5	194	194	194
X^6	198	198	198

X^0	198	176	181
X^1	197	182	182
X^2	199	188	188
X^3	200	188	188
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	194	168	175
X^1	197	172	178
X^2	197	187	192
X^3	197	183	186
X^4	197	197	197
X^5	197	197	197
X^6	197	197	197

X^0	196	191	196
X^1	196	194	196
X^2	196	192	196
X^3	196	190	195
X^4	196	192	196
X^5	196	193	196
X^6	196	196	196

X^0	196	172	178
X^1	196	183	187
X^2	196	190	196
X^3	196	196	196
X^4	196	196	196
X^5	196	196	196
X^6	200	200	200

X^0	197	177	182
X^1	197	179	184
X^2	197	189	192
X^3	195	185	189
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	199	173	174
X^1	198	175	177
X^2	198	188	192
X^3	196	186	187
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	198	132	135
X^1	198	133	135
X^2	198	171	172
X^3	198	167	169
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	172	174
X^1	197	171	173
X^2	197	184	188
X^3	195	184	191
X^4	195	195	195
X^5	200	200	200
X^6	200	200	200

X^0	199	193	197
X^1	198	194	198
X^2	199	199	199
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	195	176	177
X^1	199	180	182
X^2	199	189	192
X^3	199	198	199
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	194	178	182
X^1	190	179	180
X^2	197	192	192
X^3	200	194	195
X^4	197	197	197
X^5	200	200	200
X^6	199	199	199

X^0	197	128	133
X^1	197	154	158
X^2	197	174	178
X^3	197	180	182
X^4	199	191	193
X^5	199	175	177
X^6	199	199	199

X^0	195	28	28
X^1	199	32	32
X^2	197	118	118
X^3	200	118	118
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	191	196
X^1	199	192	193
X^2	196	190	191
X^3	197	194	196
X^4	199	197	197
X^5	199	199	199
X^6	200	200	200

X^0	198	192	196
X^1	198	198	198
X^2	199	198	199
X^3	199	199	199
X^4	197	197	197
X^5	199	199	199
X^6	199	199	199

X^0	197	159	159
X^1	197	172	172
X^2	197	186	187
X^3	197	197	197
X^4	195	193	194
X^5	197	197	197
X^6	200	200	200

X^0	197	119	119
X^1	192	131	131
X^2	198	160	162
X^3	198	172	172
X^4	197	183	186
X^5	200	200	200
X^6	200	200	200

X^0	199	153	155
X^1	199	175	176
X^2	196	172	177
X^3	199	175	176
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	195	-69	0
X^1	196	11	13
X^2	196	85	89
X^3	196	133	133
X^4	196	142	142
X^5	199	130	130
X^6	200	200	200

X^0	198	-33	0
X^1	198	46	46
X^2	198	56	97
X^3	198	135	135
X^4	198	135	136
X^5	200	200	200
X^6	200	200	200

X^0	195	79	86
X^1	195	89	96
X^2	195	138	144
X^3	195	145	151
X^4	195	195	195
X^5	194	194	194
X^6	200	200	200

X^0	198	161	171
X^1	198	163	172
X^2	198	166	170
X^3	198	170	174
X^4	198	180	182
X^5	198	191	198
X^6	198	198	198

X^0	195	181	188
X^1	195	186	195
X^2	195	195	195
X^3	195	194	195
X^4	195	194	195
X^5	199	197	197
X^6	200	200	200

X^0	200	194	196
X^1	199	187	190
X^2	200	197	200
X^3	200	194	196
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	148	149
X^1	197	167	169
X^2	197	169	170
X^3	199	181	182
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	199	24	33
X^1	197	69	70
X^2	196	112	115
X^3	198	153	156
X^4	200	156	156
X^5	200	158	158
X^6	200	200	200

X^0	198	136	139
X^1	198	142	145
X^2	197	171	175
X^3	198	198	198
X^4	198	198	198
X^5	199	199	199
X^6	197	197	197

X^0	195	183	184
X^1	193	181	184
X^2	196	190	196
X^3	198	192	192
X^4	200	200	200
X^5	200	194	194
X^6	200	200	200

X^0	198	182	184
X^1	199	190	192
X^2	199	196	197
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	-4	0
X^1	198	41	43
X^2	198	111	115
X^3	198	156	158
X^4	198	198	198
X^5	199	199	199
X^6	198	198	198

X^0	194	181	187
X^1	196	183	190
X^2	199	185	191
X^3	199	189	195
X^4	199	192	196
X^5	199	196	197
X^6	199	199	199

X^0	194	164	168
X^1	197	172	172
X^2	197	187	190
X^3	197	190	191
X^4	197	197	197
X^5	200	200	200
X^6	199	199	199

X^0	191	104	106
X^1	197	117	119
X^2	199	151	158
X^3	199	166	169
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	198	152	157
X^1	191	146	154
X^2	198	175	180
X^3	198	180	185
X^4	199	199	199
X^5	195	195	195
X^6	199	199	199

X^0	198	172	176
X^1	198	185	187
X^2	198	186	189
X^3	198	186	191
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	169	171
X^1	199	175	181
X^2	192	168	173
X^3	199	174	179
X^4	199	184	189
X^5	199	189	191
X^6	199	199	199

X^0	198	-79	0
X^1	198	-79	0
X^2	198	61	62
X^3	198	58	59
X^4	194	193	194
X^5	199	199	199
X^6	200	200	200

X^0	197	188	197
X^1	197	191	197
X^2	197	191	196
X^3	197	194	197
X^4	197	197	197
X^5	195	195	195
X^6	199	199	199

X^0	198	191	193
X^1	197	189	189
X^2	200	198	200
X^3	200	198	200
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	198	163	165
X^1	198	164	166
X^2	198	184	186
X^3	197	184	187
X^4	198	198	198
X^5	198	198	198
X^6	198	198	198

X^0	199	-108	0
X^1	199	-89	0
X^2	199	52	55
X^3	199	67	71
X^4	199	193	195
X^5	199	199	199
X^6	198	198	198

X^0	198	119	119
X^1	198	129	129
X^2	198	160	160
X^3	198	171	174
X^4	200	200	200
X^5	200	200	200
X^6	198	198	198

X^0	198	156	159
X^1	198	156	158
X^2	199	176	178
X^3	198	189	191
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	199	180	182
X^1	199	184	185
X^2	197	188	193
X^3	197	189	193
X^4	199	196	198
X^5	199	199	199
X^6	200	200	200

X^0	199	162	163
X^1	197	176	178
X^2	199	184	186
X^3	199	184	187
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	189	192
X^1	198	195	198
X^2	198	198	198
X^3	196	196	196
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	51	54
X^1	199	54	54
X^2	199	129	132
X^3	200	129	132
X^4	197	197	197
X^5	200	200	200
X^6	197	197	197

X^0	196	32	36
X^1	196	40	43
X^2	197	166	169
X^3	197	165	168
X^4	197	197	197
X^5	197	197	197
X^6	199	199	199

X^0	198	191	193
X^1	199	196	197
X^2	199	199	199
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	27	27
X^1	198	29	30
X^2	198	116	117
X^3	198	117	118
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	197	60	61
X^1	199	75	77
X^2	199	148	150
X^3	200	148	156
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	199	-175	0
X^1	195	-166	0
X^2	193	9	14
X^3	196	19	21
X^4	195	195	195
X^5	199	199	199
X^6	200	200	200

X^0	197	190	192
X^1	197	192	197
X^2	197	193	196
X^3	199	199	199
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	197	189	190
X^1	197	189	190
X^2	197	197	197
X^3	197	197	197
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	188	193
X^1	195	184	185
X^2	199	193	195
X^3	196	191	193
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	198	108	109
X^1	198	135	136
X^2	198	148	149
X^3	198	171	172
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	193	184	190
X^1	193	189	193
X^2	193	193	193
X^3	194	194	194
X^4	195	194	195
X^5	196	192	196
X^6	193	193	193

X^0	198	155	161
X^1	198	173	176
X^2	199	182	188
X^3	199	189	196
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	198	188	190
X^1	198	190	192
X^2	192	192	192
X^3	198	198	198
X^4	195	195	195
X^5	198	198	198
X^6	200	200	200

X^0	195	181	183
X^1	198	189	197
X^2	197	191	193
X^3	196	192	194
X^4	196	195	196
X^5	198	198	198
X^6	198	198	198

X^0	197	177	179
X^1	196	181	184
X^2	197	187	190
X^3	196	191	196
X^4	197	196	197
X^5	199	199	199
X^6	200	200	200

X^0	197	190	192
X^1	197	192	194
X^2	197	194	197
X^3	197	194	196
X^4	198	197	198
X^5	199	197	199
X^6	198	198	198

X^0	197	188	192
X^1	198	191	194
X^2	199	196	198
X^3	199	196	199
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	200	188	190
X^1	200	188	188
X^2	199	194	196
X^3	198	193	197
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	197	167	169
X^1	197	166	168
X^2	199	185	186
X^3	199	186	188
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	190	192
X^1	196	189	192
X^2	197	196	197
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	197	191	197
X^1	197	193	197
X^2	197	197	197
X^3	198	196	198
X^4	197	197	197
X^5	195	195	195
X^6	198	198	198

X^0	197	181	183
X^1	198	188	191
X^2	199	196	197
X^3	199	195	199
X^4	199	196	197
X^5	199	198	199
X^6	199	199	199

X^0	197	182	187
X^1	197	179	184
X^2	194	184	188
X^3	197	188	191
X^4	195	192	195
X^5	197	197	197
X^6	200	200	200

X^0	195	173	179
X^1	195	170	177
X^2	195	184	190
X^3	195	192	195
X^4	197	197	197
X^5	197	197	197
X^6	197	197	197

X^0	197	29	34
X^1	197	84	95
X^2	199	100	134
X^3	199	129	159
X^4	199	137	139
X^5	199	170	172
X^6	200	200	200

X^0	197	83	86
X^1	197	136	139
X^2	197	142	144
X^3	197	197	197
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	200	22	23
X^1	198	60	61
X^2	199	100	101
X^3	198	137	139
X^4	198	171	173
X^5	200	200	200
X^6	200	200	200

X^0	198	99	103
X^1	198	107	109
X^2	198	150	151
X^3	198	153	154
X^4	199	196	199
X^5	199	199	199
X^6	200	200	200

X^0	197	149	150
X^1	199	149	150
X^2	200	165	168
X^3	200	177	178
X^4	200	193	193
X^5	199	184	184
X^6	200	200	200

X^0	198	83	86
X^1	198	89	92
X^2	198	116	120
X^3	198	139	141
X^4	198	161	164
X^5	198	176	178
X^6	198	198	198

X^0	197	167	171
X^1	196	167	169
X^2	199	184	188
X^3	197	182	185
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	200	-156	0
X^1	199	-108	0
X^2	197	26	29
X^3	197	72	73
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	194	175	184
X^1	195	185	187
X^2	192	190	191
X^3	197	197	197
X^4	199	199	199
X^5	199	199	199
X^6	197	197	197

X^0	199	-207	0
X^1	197	-207	0
X^2	195	4	15
X^3	198	7	15
X^4	197	197	197
X^5	198	198	198
X^6	195	195	195

X^0	198	107	109
X^1	198	111	113
X^2	198	109	111
X^3	198	131	133
X^4	198	156	158
X^5	198	170	173
X^6	198	198	198

X^0	196	193	196
X^1	199	196	199
X^2	193	190	193
X^3	196	196	196
X^4	196	196	196
X^5	199	199	199
X^6	199	199	199

X^0	199	124	127
X^1	199	144	146
X^2	198	162	165
X^3	199	180	185
X^4	199	199	199
X^5	197	197	197
X^6	200	200	200

X^0	195	185	187
X^1	199	183	184
X^2	198	186	187
X^3	197	188	189
X^4	199	193	194
X^5	200	199	200
X^6	200	200	200

X^0	194	192	194
X^1	194	189	192
X^2	194	193	194
X^3	194	194	194
X^4	194	194	194
X^5	196	196	196
X^6	200	200	200

X^0	196	159	163
X^1	196	175	179
X^2	195	173	177
X^3	196	178	182
X^4	196	196	196
X^5	196	196	196
X^6	198	198	198

X^0	199	-98	0
X^1	196	-45	0
X^2	197	10	13
X^3	199	61	61
X^4	200	111	111
X^5	198	146	147
X^6	200	200	200

X^0	197	181	182
X^1	197	186	187
X^2	198	190	191
X^3	198	191	192
X^4	199	196	198
X^5	199	199	199
X^6	199	199	199

X^0	196	106	107
X^1	199	153	156
X^2	199	156	157
X^3	199	199	199
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	69	80
X^1	189	95	106
X^2	190	99	110
X^3	189	130	145
X^4	189	123	136
X^5	189	160	172
X^6	189	189	189

X^0	198	185	187
X^1	199	188	188
X^2	199	196	197
X^3	199	197	197
X^4	198	198	198
X^5	200	200	200
X^6	199	199	199

X^0	200	162	164
