	Opt.	CR	FP
X^1	2	43	31
X^2	1	38	26
X^3	1	39	28
X^4	1	31	24
X^5	1	35	31
X^6	0	36	30

X^0	4	152	85
X^1	3	156	87
X^2	5	155	85
X^3	4	146	76
X^4	1	130	63
X^5	0	67	63
X^6	0	93	62

X^0	3	11	5
X^1	3	13	5
X^2	1	14	4
X^3	1	19	11
X^4	1	8	7
X^5	9	22	21
X^6	2	4	2

X^0	0	39	19
X^1	0	43	23
X^2	1	42	22
X^3	1	37	17
X^4	1	34	15
X^5	2	24	3
X^6	0	8	0

X^0	2	26	15
X^1	2	27	13
X^2	1	27	11
X^3	2	30	15
X^4	1	29	18
X^5	3	24	17
X^6	1	15	5

X^0	4	19	10
X^1	2	19	6
X^2	2	18	9
X^3	2	11	5
X^4	2	10	2
X^5	2	9	4
X^6	0	7	1

X^0	4	100	63
X^1	7	102	63
X^2	2	99	58
X^3	0	74	39
X^4	0	76	39
X^5	0	57	21
X^6	0	76	39

X^0	1	33	19
X^1	2	35	22
X^2	2	37	22
X^3	2	37	21
X^4	2	33	21
X^5	2	27	20
X^6	2	23	7

X^0	2	11	3
X^1	2	13	3
X^2	2	12	5
X^3	2	11	2
X^4	2	10	4
X^5	3	11	4
X^6	0	4	0

X^0	1	13	8
X^1	3	16	10
X^2	1	12	7
X^3	1	13	7
X^4	2	13	7
X^5	2	12	7
X^6	1	20	14

X^0	2	11	7
X^1	2	9	6
X^2	2	8	2
X^3	2	10	2
X^4	2	7	2
X^5	2	2	2
X^6	0	8	3

X^0	1	1086	548
X^1	6	1086	545
X^2	6	1081	544
X^3	6	1076	532
X^4	6	1046	545
X^5	0	539	528
X^6	6	525	507

X^0	1	23	14
X^1	1	20	10
X^2	1	15	6
X^3	1	18	9
X^4	1	20	7
X^5	1	14	8
X^6	0	12	6

X^0	2	24	12
X^1	2	27	15
X^2	3	24	14
X^3	3	20	11
X^4	3	15	8
X^5	3	15	5
X^6	3	3	3

X^0	3	55	28
X^1	2	52	28
X^2	1	47	26
X^3	1	47	22
X^4	1	47	21
X^5	1	33	22
X^6	0	40	17

X^0	1	33	15
X^1	4	37	19
X^2	1	31	11
X^3	1	32	15
X^4	0	27	17
X^5	0	16	15
X^6	0	27	17

X^0	4	275	139
X^1	1	273	136
X^2	2	272	133
X^3	5	268	135
X^4	1	259	133
X^5	2	126	123
X^6	6	144	138

X^0	2	1031	521
X^1	2	1032	522
X^2	4	1033	523
X^3	1	1026	515
X^4	1	1022	513
X^5	3	523	518
X^6	0	519	516

X^0	3	12	5
X^1	3	11	3
X^2	2	10	5
X^3	4	13	7
X^4	2	10	2
X^5	2	9	2
X^6	1	10	1

X^0	2	65	58
X^1	3	65	58
X^2	2	63	55
X^3	1	61	55
X^4	2	61	54
X^5	1	54	54
X^6	3	62	55

X^0	4	24	14
X^1	3	20	15
X^2	3	20	15
X^3	3	20	8
X^4	3	3	3
X^5	3	3	3
X^6	0	23	10

X^0	1	7	3
X^1	1	7	3
X^2	8	16	10
X^3	1	8	2
X^4	5	10	8
X^5	0	4	2
X^6	0	2	0

X^0	1	36	17
X^1	1	32	16
X^2	3	30	16
X^3	4	23	12
X^4	4	25	12
X^5	4	14	4
X^6	1	24	9

X^0	3	60	26
X^1	2	62	28
X^2	1	55	25
X^3	1	50	28
X^4	1	46	23
X^5	1	21	20
X^6	0	37	25

X^0	3	20	6
X^1	4	20	4
X^2	2	16	4
X^3	4	15	10
X^4	2	14	5
X^5	3	9	3
X^6	2	14	9

X^0	3	45	19
X^1	3	44	19
X^2	3	33	17
X^3	1	21	3
X^4	1	23	10
X^5	0	0	0
X^6	1	23	9

X^0	3	34	15
X^1	3	31	14
X^2	0	24	11
X^3	2	23	9
X^4	1	20	5
X^5	0	18	4
X^6	0	14	2

X^0	2	192	97
X^1	2	191	97
X^2	5	196	99
X^3	2	191	94
X^4	1	189	96
X^5	1	101	92
X^6	0	6	0

X^0	2	17	10
X^1	1	16	8
X^2	1	18	6
X^3	3	21	10
X^4	0	12	6
X^5	0	5	2
X^6	2	9	7

X^0	1	59	32
X^1	1	58	31
X^2	1	57	30
X^3	1	59	33
X^4	1	45	17
X^5	1	26	15
X^6	0	44	29

X^0	2	52	24
X^1	3	53	26
X^2	1	49	23
X^3	1	50	27
X^4	0	49	24
X^5	0	32	27
X^6	1	31	20

X^0	1	21	12
X^1	1	21	14
X^2	1	21	14
X^3	1	19	8
X^4	1	14	9
X^5	1	5	1
X^6	0	15	8

X^0	2	14	3
X^1	6	19	9
X^2	3	14	7
X^3	3	13	5
X^4	1	9	1
X^5	3	3	3
X^6	0	12	2

X^0	3	79	53
X^1	3	73	54
X^2	3	71	54
X^3	3	71	58
X^4	3	62	51
X^5	1	69	47
X^6	1	1	1

X^0	3	76	37
X^1	3	75	35
X^2	3	77	38
X^3	3	74	37
X^4	3	69	34
X^5	3	39	38
X^6	5	47	39

X^0	1	28	18
X^1	1	29	15
X^2	0	31	20
X^3	0	27	16
X^4	1	24	16
X^5	1	17	16
X^6	0	17	8

X^0	5	277	100
X^1	5	275	98
X^2	5	272	95
X^3	5	183	98
X^4	5	226	90
X^5	5	136	74
X^6	1	182	104

X^0	3	26	15
X^1	2	26	20
X^2	2	14	8
X^3	1	18	13
X^4	1	15	9
X^5	1	12	9
X^6	1	17	10

X^0	1	57	36
X^1	1	54	33
X^2	1	41	20
X^3	1	22	19
X^4	1	21	18
X^5	1	1	1
X^6	0	32	30

X^0	2	52	29
X^1	2	51	28
X^2	2	52	28
X^3	2	52	28
X^4	2	46	25
X^5	1	32	20
X^6	0	4	0

X^0	8	25	16
X^1	8	25	17
X^2	8	18	10
X^3	8	18	10
X^4	6	17	6
X^5	3	8	3
X^6	0	17	2

X^0	4	175	98
X^1	1	174	90
X^2	1	180	89
X^3	1	180	92
X^4	2	181	95
X^5	1	95	91
X^6	0	109	88

X^0	1	127	67
X^1	3	129	64
X^2	1	127	63
X^3	0	114	60
X^4	1	135	71
X^5	0	70	66
X^6	3	71	66

X^0	1	19	10
X^1	2	22	11
X^2	2	23	12
X^3	1	26	12
X^4	3	29	16
X^5	2	15	14
X^6	0	16	13

X^0	8	59	31
X^1	8	56	26
X^2	8	46	25
X^3	8	40	22
X^4	8	29	9
X^5	8	36	28
X^6	0	27	19

X^0	2	165	82
X^1	2	163	82
X^2	1	164	81
X^3	2	167	81
X^4	2	163	80
X^5	1	83	82
X^6	2	91	82

X^0	2	62	30
X^1	2	64	30
X^2	2	64	30
X^3	4	63	31
X^4	2	56	23
X^5	2	38	16
X^6	1	48	21

X^0	3	45	28
X^1	2	40	29
X^2	2	39	27
X^3	2	39	26
X^4	2	38	28
X^5	4	37	7
X^6	2	16	2

X^0	2	261	123
X^1	3	262	118
X^2	5	264	123
X^3	4	246	120
X^4	1	244	114
X^5	1	122	119
X^6	0	137	118

X^0	4	483	321
X^1	3	482	319
X^2	2	478	320
X^3	2	480	319
X^4	2	473	316
X^5	2	319	318
X^6	3	324	163

X^0	4	40	19
X^1	3	39	19
X^2	3	39	19
X^3	3	39	27
X^4	3	45	25
X^5	0	31	26
X^6	1	25	22

X^0	5	48	24
X^1	2	48	19
X^2	2	47	22
X^3	1	42	17
X^4	1	35	18
X^5	1	30	15
X^6	1	37	11

X^0	2	36	17
X^1	2	40	21
X^2	2	36	15
X^3	2	25	14
X^4	2	18	7
X^5	2	22	8
X^6	0	28	14

X^0	4	58	28
X^1	4	59	30
X^2	1	58	28
X^3	6	57	31
X^4	2	52	28
X^5	2	31	28
X^6	0	31	20

X^0	3	205	112
X^1	3	205	107
X^2	3	203	113
X^3	3	193	103
X^4	3	179	89
X^5	3	90	80
X^6	3	117	107

X^0	5	146	57
X^1	5	142	53
X^2	5	143	60
X^3	5	103	53
X^4	4	117	79
X^5	1	112	46
X^6	1	74	3

X^0	9	42	19
X^1	3	44	21
X^2	1	40	18
X^3	0	43	22
X^4	1	31	20
X^5	0	27	20
X^6	1	32	21

X^0	1	80	37
X^1	0	77	33
X^2	2	69	35
X^3	5	44	37
X^4	10	47	42
X^5	0	14	4
X^6	0	4	0

X^0	3	22	6
X^1	2	19	4
X^2	2	17	4
X^3	1	17	2
X^4	1	15	2
X^5	2	15	4
X^6	0	14	3

X^0	5	17	7
X^1	5	19	9
X^2	5	18	7
X^3	5	14	5
X^4	5	14	5
X^5	2	15	4
X^6	0	15	5

X^0	5	20	14
X^1	4	24	8
X^2	4	20	7
X^3	2	13	2
X^4	0	8	2
X^5	0	0	0
X^6	0	8	2

X^0	2	378	367
X^1	2	379	366
X^2	1	378	361
X^3	1	378	363
X^4	1	374	357
X^5	0	371	235
X^6	0	130	0

X^0	4	32	11
X^1	5	32	16
X^2	4	28	10
X^3	4	26	12
X^4	3	25	12
X^5	6	25	12
X^6	1	17	1

X^0	3	59	53
X^1	3	59	54
X^2	3	59	54
X^3	3	62	57
X^4	3	84	79
X^5	3	144	139
X^6	0	116	112

X^0	1	95	52
X^1	3	94	56
X^2	1	88	50
X^3	2	82	43
X^4	1	75	36
X^5	1	38	35
X^6	0	40	37

X^0	5	10	6
X^1	2	7	3
X^2	2	5	2
X^3	2	4	2
X^4	2	4	2
X^5	4	7	5
X^6	0	4	1

X^0	7	60	29
X^1	5	60	30
X^2	7	51	20
X^3	1	37	13
X^4	1	42	13
X^5	1	34	11
X^6	7	39	14

X^0	1	14	8
X^1	4	18	11
X^2	1	13	6
X^3	1	7	1
X^4	2	9	3
X^5	1	2	1
X^6	2	9	3

X^0	5	343	169
X^1	4	343	169
X^2	4	336	167
X^3	4	322	166
X^4	3	341	167
X^5	3	175	171
X^6	0	169	166

X^0	6	19	10
X^1	1	11	4
X^2	5	11	5
X^3	6	14	7
X^4	1	10	5
X^5	1	8	3
X^6	2	12	6

X^0	1	57	24
X^1	5	59	27
X^2	1	56	23
X^3	7	61	30
X^4	1	55	22
X^5	1	43	26
X^6	1	31	7

X^0	7	41	26
X^1	3	42	24
X^2	5	42	25
X^3	4	37	24
X^4	0	34	19
X^5	5	36	13
X^6	0	22	0

X^0	3	56	26
X^1	2	50	22
X^2	2	48	21
X^3	0	48	19
X^4	0	43	20
X^5	0	30	28
X^6	0	30	23

X^0	0	223	112
X^1	1	224	113
X^2	0	221	111
X^3	4	223	114
X^4	0	205	107
X^5	0	114	111
X^6	0	115	111

X^0	5	26	23
X^1	1	19	3
X^2	1	17	16
X^3	1	16	13
X^4	0	16	14
X^5	2	16	14
X^6	5	29	25

X^0	1	20	13
X^1	1	18	12
X^2	1	16	7
X^3	1	23	17
X^4	1	26	24
X^5	4	18	16
X^6	3	17	13

X^0	4	34	11
X^1	3	33	9
X^2	1	30	9
X^3	1	29	4
X^4	2	29	13
X^5	0	20	11
X^6	1	22	8

X^0	1	34	15
X^1	1	35	15
X^2	2	34	13
X^3	2	30	11
X^4	1	27	12
X^5	2	23	12
X^6	2	26	8

X^0	1	74	12
X^1	1	69	14
X^2	4	69	15
X^3	4	68	35
X^4	1	64	18
X^5	2	59	33
X^6	4	77	39

X^0	1	30	9
X^1	2	31	11
X^2	1	28	2
X^3	1	26	11
X^4	1	23	6
X^5	1	3	1
X^6	0	28	12

X^0	0	52	37
X^1	1	54	37
X^2	2	52	34
X^3	2	49	13
X^4	0	52	34
X^5	1	17	11
X^6	1	41	34

X^0	1	13	6
X^1	3	10	3
X^2	3	7	3
X^3	2	9	8
X^4	1	11	5
X^5	1	7	2
X^6	1	11	5

X^0	3	993	655
X^1	3	993	659
X^2	3	993	660
X^3	4	993	658
X^4	2	989	658
X^5	2	662	662
X^6	3	665	336

X^0	6	459	227
X^1	2	458	227
X^2	3	434	227
X^3	6	313	207
X^4	3	105	80
X^5	2	131	105
X^6	4	233	206

X^0	3	72	37
X^1	4	70	37
X^2	4	70	37
X^3	5	71	39
X^4	4	67	36
X^5	1	38	33
X^6	1	32	25

X^0	1	65	34
X^1	3	66	36
X^2	3	64	34
X^3	3	42	30
X^4	1	52	28
X^5	1	30	18
X^6	3	36	24

X^0	1	81	41
X^1	2	79	39
X^2	1	74	41
X^3	3	69	40
X^4	3	63	31
X^5	3	51	36
X^6	0	52	19

X^0	3	20	16
X^1	3	21	16
X^2	3	23	17
X^3	3	19	13
X^4	3	15	8
X^5	1	9	4
X^6	1	4	1

X^0	1	63	46
X^1	1	61	46
X^2	1	58	52
X^3	1	48	45
X^4	1	51	44
X^5	1	22	18
X^6	0	50	44

X^0	2	1270	837
X^1	3	1270	838
X^2	4	1268	839
X^3	4	1268	844
X^4	0	1256	837
X^5	0	840	832
X^6	1	844	420

X^0	2	25	12
X^1	2	24	11
X^2	5	28	13
X^3	3	22	12
X^4	2	23	8
X^5	3	18	11
X^6	1	17	9

X^0	2	41	15
X^1	1	30	15
X^2	1	32	13
X^3	0	33	13
X^4	0	33	9
X^5	0	24	14
X^6	2	21	8

X^0	3	52	27
X^1	2	51	26
X^2	1	50	25
X^3	1	28	22
X^4	1	4	1
X^5	1	2	1
X^6	1	26	21

X^0	4	98	43
X^1	7	103	47
X^2	4	100	44
X^3	3	88	45
X^4	0	77	39
X^5	0	40	28
X^6	1	59	38

X^0	3	91	49
X^1	3	91	49
X^2	5	93	50
X^3	2	65	46
X^4	1	64	22
X^5	1	53	44
X^6	0	52	37

X^0	1	19	10
X^1	7	25	16
X^2	1	21	9
X^3	1	20	8
X^4	1	19	13
X^5	0	13	6
X^6	0	17	7

X^0	1	47	17
X^1	2	51	21
X^2	1	52	21
X^3	2	46	20
X^4	1	42	15
X^5	1	37	13
X^6	1	36	7

X^0	1	47	22
X^1	1	49	23
X^2	1	48	22
X^3	1	39	14
X^4	1	27	8
X^5	1	19	5
X^6	0	21	8

X^0	2	4	3
X^1	1	3	1
X^2	3	6	4
X^3	1	1	1
X^4	0	2	0
X^5	0	0	0
X^6	0	2	2

X^0	1	64	27
X^1	1	60	30
X^2	1	60	28
X^3	1	49	28
X^4	7	39	23
X^5	1	13	1
X^6	1	32	20

X^0	3	10	5
X^1	1	3	1
X^2	1	2	1
X^3	1	1	1
X^4	1	3	1
X^5	1	1	1
X^6	1	3	1

X^0	7	46	27
X^1	3	38	19
X^2	3	38	19
X^3	3	40	21
X^4	7	26	20
X^5	2	5	2
X^6	1	20	15

X^0	3	16	6
X^1	3	16	6
X^2	3	17	8
X^3	3	17	7
X^4	3	14	5
X^5	3	10	4
X^6	1	19	5

X^0	3	11	9
X^1	6	13	10
X^2	1	9	5
X^3	1	11	2
X^4	0	9	3
X^5	0	5	3
X^6	0	8	4

X^0	11	23	11
X^1	11	20	11
X^2	11	18	11
X^3	17	27	17
X^4	11	20	11
X^5	12	23	12
X^6	11	17	11

X^0	2	37	14
X^1	3	36	17
X^2	3	34	14
X^3	3	33	14
X^4	2	24	7
X^5	1	16	12
X^6	0	20	14

X^0	2	5	2
X^1	5	8	6
X^2	2	5	2
X^3	2	5	2
X^4	2	5	2
X^5	1	4	1
X^6	1	2	1

X^0	4	24	13
X^1	4	21	10
X^2	3	18	11
X^3	1	15	9
X^4	2	17	11
X^5	1	8	4
X^6	0	17	11

X^0	4	22	12
X^1	1	20	11
X^2	0	20	11
X^3	3	21	8
X^4	0	17	7
X^5	2	17	12
X^6	3	20	8

X^0	5	932	479
X^1	4	929	471
X^2	2	924	472
X^3	2	925	473
X^4	2	921	472
X^5	2	471	468
X^6	0	462	446

X^0	2	15	6
X^1	2	11	2
X^2	1	11	1
X^3	1	10	1
X^4	1	8	1
X^5	2	11	4
X^6	0	8	0

X^0	3	17	13
X^1	3	14	7
X^2	3	14	6
X^3	3	7	3
X^4	3	10	3
X^5	3	3	3
X^6	0	3	0

X^0	1	79	45
X^1	2	79	48
X^2	5	82	51
X^3	1	47	41
X^4	1	41	1
X^5	1	46	44
X^6	1	48	41

X^0	3	41	26
X^1	3	26	13
X^2	1	26	13
X^3	3	23	8
X^4	4	21	13
X^5	2	20	9
X^6	4	33	21

X^0	2	14	10
X^1	6	17	8
X^2	2	11	7
X^3	2	10	7
X^4	2	2	2
X^5	2	2	2
X^6	0	2	0

X^0	1	12	5
X^1	6	16	10
X^2	1	10	4
X^3	1	10	3
X^4	0	7	5
X^5	1	9	4
X^6	1	5	3

X^0	3	104	53
X^1	3	109	54
X^2	4	107	55
X^3	2	103	47
X^4	0	103	76
X^5	0	57	55
X^6	1	66	40

X^0	3	10	5
X^1	2	6	4
X^2	2	2	2
X^3	2	2	2
X^4	2	2	2
X^5	0	0	0
X^6	1	5	3

X^0	6	251	123
X^1	6	248	123
X^2	6	243	120
X^3	8	244	120
X^4	6	230	116
X^5	6	114	105
X^6	0	115	106

X^0	3	18	8
X^1	2	16	8
X^2	2	16	7
X^3	0	9	4
X^4	1	3	1
X^5	0	0	0
X^6	3	10	8

X^0	2	25	12
X^1	0	22	7
X^2	5	28	15
X^3	0	22	9
X^4	1	19	12
X^5	1	14	5
X^6	1	3	1

X^0	3	5	3
X^1	1	5	1
X^2	4	7	4
X^3	1	5	1
X^4	1	8	3
X^5	0	5	4
X^6	0	5	4

X^0	1	114	52
X^1	4	110	54
X^2	2	110	48
X^3	1	66	53
X^4	2	63	49
X^5	2	2	2
X^6	1	63	50

X^0	2	119	61
X^1	2	123	65
X^2	2	119	61
X^3	2	112	54
X^4	3	120	61
X^5	3	66	57
X^6	1	63	53

X^0	3	67	38
X^1	1	66	38
X^2	1	65	37
X^3	4	71	43
X^4	1	58	29
X^5	2	39	36
X^6	1	2	1

X^0	3	13	3
X^1	1	9	3
X^2	3	10	3
X^3	2	10	2
X^4	1	10	1
X^5	2	9	4
X^6	0	7	2

X^0	0	14	7
X^1	0	13	6
X^2	3	18	10
X^3	2	17	9
X^4	0	14	3
X^5	0	15	8
X^6	0	11	4

X^0	2	117	110
X^1	2	117	109
X^2	2	116	108
X^3	1	114	101
X^4	1	111	102
X^5	2	107	105
X^6	3	117	105

X^0	1	9	1
X^1	1	11	5
X^2	1	11	8
X^3	1	14	10
X^4	1	11	9
X^5	3	13	11
X^6	1	3	1

X^0	1	18	7
X^1	7	24	11
X^2	2	19	8
X^3	3	19	6
X^4	2	19	7
X^5	1	18	14
X^6	3	15	9

X^0	2	60	28
X^1	2	58	27
X^2	2	58	29
X^3	2	54	25
X^4	9	40	34
X^5	8	38	33
X^6	1	11	3

X^0	3	13	3
X^1	3	13	9
X^2	4	11	7
X^3	3	5	3
X^4	3	8	3
X^5	3	3	3
X^6	1	13	2

X^0	3	364	183
X^1	3	365	184
X^2	3	363	184
X^3	3	355	186
X^4	3	357	184
X^5	4	183	180
X^6	1	222	184

X^0	4	51	28
X^1	2	43	20
X^2	1	41	18
X^3	0	34	15
X^4	0	29	13
X^5	0	4	0
X^6	0	24	7

X^0	3	58	34
X^1	2	51	32
X^2	2	51	30
X^3	2	52	33
X^4	1	33	29
X^5	0	30	26
X^6	2	50	36

X^0	0	29	16
X^1	0	29	16
X^2	0	28	15
X^3	0	28	15
X^4	0	21	5
X^5	0	13	0
X^6	0	0	0

X^0	1	16	5
X^1	1	11	2
X^2	1	9	1
X^3	2	11	3
X^4	1	9	1
X^5	1	8	1
X^6	0	12	1

X^0	4	48	18
X^1	4	40	19
X^2	2	38	21
X^3	2	30	18
X^4	2	13	2
X^5	11	23	19
X^6	2	32	18

X^0	2	21	19
X^1	5	24	22
X^2	2	19	14
X^3	2	18	16
X^4	1	20	9
X^5	1	1	1
X^6	1	21	11

X^0	1	178	159
X^1	1	173	154
X^2	1	170	154
X^3	1	163	146
X^4	1	259	258
X^5	1	160	159
X^6	2	170	158

X^0	1	23	7
X^1	1	21	7
X^2	1	20	10
X^3	1	17	6
X^4	1	14	1
X^5	0	6	0
X^6	0	0	0

X^0	3	613	403
X^1	3	613	402
X^2	1	611	400
X^3	1	609	402
X^4	1	606	399
X^5	0	403	400
X^6	0	403	198

X^0	2	53	38
X^1	2	52	37
X^2	2	52	38
X^3	2	51	31
X^4	2	51	30
X^5	2	41	38
X^6	3	45	30

X^0	2	222	110
X^1	2	222	109
X^2	3	221	110
X^3	3	219	110
X^4	7	219	114
X^5	1	105	104
X^6	4	120	111

X^0	3	57	27
X^1	3	55	25
X^2	2	53	27
X^3	2	55	28
X^4	2	47	23
X^5	1	26	22
X^6	0	34	25

X^0	3	65	33
X^1	3	65	33
X^2	3	62	32
X^3	3	58	32
X^4	3	48	32
X^5	3	40	18
X^6	3	16	3

X^0	1	27	14
X^1	1	27	17
X^2	1	25	15
X^3	2	23	19
X^4	0	17	7
X^5	0	0	0
X^6	3	21	13

X^0	1	65	33
X^1	1	65	33
X^2	0	62	30
X^3	0	60	31
X^4	0	54	44
X^5	0	38	37
X^6	0	12	9

X^0	2	77	36
X^1	7	81	41
X^2	1	73	33
X^3	1	40	35
X^4	1	50	17
X^5	1	33	30
X^6	2	47	32

X^0	3	106	53
X^1	2	106	51
X^2	2	107	53
X^3	1	104	57
X^4	2	100	53
X^5	1	53	51
X^6	1	59	48

X^0	4	24	14
X^1	1	21	11
X^2	4	20	10
X^3	3	18	10
X^4	0	8	2
X^5	4	4	4
X^6	3	21	15

X^0	1	7	1
X^1	1	7	2
X^2	3	10	5
X^3	1	7	3
X^4	1	5	1
X^5	1	1	1
X^6	7	16	12

X^0	1	20	9
X^1	5	26	10
X^2	2	19	10
X^3	3	17	7
X^4	1	14	5
X^5	3	16	6
X^6	2	14	3

X^0	2	16	7
X^1	0	12	5
X^2	2	13	6
X^3	0	10	4
X^4	0	6	1
X^5	0	2	0
X^6	0	6	0

X^0	1	24	7
X^1	1	25	9
X^2	1	22	5
X^3	1	19	8
X^4	1	19	8
X^5	1	13	1
X^6	1	12	1

X^0	4	11	6
X^1	4	10	7
X^2	4	10	7
X^3	3	9	5
X^4	3	3	3
X^5	3	3	3
X^6	0	1	0

X^0	1	18	6
X^1	1	15	3
X^2	1	17	1
X^3	1	15	3
X^4	1	12	1
X^5	1	15	2
X^6	1	2	1

X^0	4	781	387
X^1	3	774	383
X^2	3	766	381
X^3	3	758	374
X^4	4	744	369
X^5	3	374	358
X^6	1	392	368

X^0	2	63	21
X^1	2	66	22
X^2	2	66	24
X^3	2	46	24
X^4	1	54	26
X^5	1	44	30
X^6	2	44	24

X^0	6	14	8
X^1	6	13	6
X^2	6	13	6
X^3	1	14	1
X^4	3	13	11
X^5	1	10	8
X^6	0	2	0

X^0	2	215	113
X^1	1	215	113
X^2	1	213	106
X^3	1	217	115
X^4	1	215	128
X^5	1	129	128
X^6	1	112	86

X^0	3	29	16
X^1	5	29	16
X^2	5	23	13
X^3	5	19	5
X^4	5	21	13
X^5	5	14	6
X^6	5	5	5

X^0	3	31	14
X^1	2	29	12
X^2	0	26	9
X^3	0	21	6
X^4	0	19	4
X^5	1	20	5
X^6	0	17	0

X^0	2	3	2
X^1	3	4	3
X^2	1	2	1
X^3	0	1	0
X^4	1	2	1
X^5	1	1	1
X^6	0	0	0

X^0	4	112	51
X^1	4	112	53
X^2	4	110	54
X^3	4	107	52
X^4	0	105	54
X^5	1	55	49
X^6	0	57	49

X^0	2	22	12
X^1	2	18	12
X^2	4	15	7
X^3	2	10	4
X^4	2	13	2
X^5	4	15	6
X^6	0	13	3

X^0	3	14	3
X^1	2	18	7
X^2	2	18	4
X^3	2	19	8
X^4	2	13	9
X^5	4	15	11
X^6	0	8	0

X^0	4	20	9
X^1	3	14	3
X^2	3	11	3
X^3	3	14	3
X^4	3	9	3
X^5	3	13	5
X^6	3	17	9

X^0	1	160	86
X^1	1	160	86
X^2	2	160	87
X^3	0	154	86
X^4	0	146	79
X^5	2	76	75
X^6	1	80	66

X^0	4	74	38
X^1	2	70	34
X^2	2	70	35
X^3	2	69	34
X^4	2	63	28
X^5	2	37	35
X^6	0	44	34

X^0	5	5	5
X^1	5	9	5
X^2	5	5	5
X^3	5	5	5
X^4	5	5	5
X^5	5	5	5
X^6	0	11	4

X^0	2	30	17
X^1	2	32	19
X^2	5	28	17
X^3	5	23	11
X^4	5	27	8
X^5	5	5	5
X^6	0	9	0

X^0	2	100	58
X^1	1	97	58
X^2	1	92	53
X^3	2	75	33
X^4	3	55	16
X^5	0	39	12
X^6	0	60	33

X^0	2	1323	658
X^1	1	1322	665
X^2	3	1323	666
X^3	1	1314	657
X^4	3	1309	655
X^5	1	676	672
X^6	0	676	664

X^0	2	40	19
X^1	2	41	19
X^2	2	37	19
X^3	2	34	19
X^4	0	30	14
X^5	1	25	20
X^6	1	23	10

X^0	3	71	54
X^1	5	70	55
X^2	1	63	52
X^3	3	63	54
X^4	1	64	49
X^5	1	49	46
X^6	1	48	34

X^0	1	21	8
X^1	1	21	8
X^2	0	21	11
X^3	1	23	17
X^4	1	21	15
