	Opt.	CR	FP
X^3	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	200	116	117
X^1	200	120	121
X^2	199	156	156
X^3	200	200	200

X^0	198	196	198
X^1	199	199	199
X^2	197	197	197
X^3	200	200	200

X^0	199	199	199
X^1	200	200	200
X^2	196	196	196
X^3	200	200	200

X^0	196	195	196
X^1	196	196	196
X^2	197	197	197
X^3	200	200	200

X^0	199	182	190
X^1	199	188	190
X^2	199	193	195
X^3	199	199	199

X^0	199	-705	0
X^1	198	198	198
X^2	199	199	199
X^3	200	200	200

X^0	198	192	198
X^1	198	195	196
X^2	199	197	198
X^3	200	200	200

X^0	199	195	198
X^1	199	189	190
X^2	199	199	199
X^3	200	200	200

X^0	200	198	199
X^1	200	200	200
X^2	197	197	197
X^3	200	200	200

X^0	198	198	198
X^1	197	194	197
X^2	198	195	197
X^3	198	198	198

X^0	197	109	111
X^1	196	193	196
X^2	198	197	198
X^3	198	198	198

X^0	198	161	167
X^1	199	160	166
X^2	199	199	199
X^3	200	200	200

X^0	199	190	193
X^1	200	199	200
X^2	199	199	199
X^3	200	200	200

X^0	200	172	177
X^1	200	168	173
X^2	200	183	183
X^3	200	200	200

X^0	198	198	198
X^1	198	193	196
X^2	199	199	199
X^3	197	197	197

X^0	197	193	194
X^1	199	197	199
X^2	200	200	200
X^3	199	199	199

X^0	198	196	198
X^1	198	196	198
X^2	197	195	197
X^3	198	198	198

X^0	199	-18	0
X^1	199	199	199
X^2	199	199	199
X^3	197	197	197

X^0	198	198	198
X^1	186	186	186
X^2	195	195	195
X^3	199	199	199

X^0	199	185	190
X^1	199	192	199
X^2	197	183	188
X^3	199	199	199

X^0	200	184	187
X^1	200	192	192
X^2	199	192	192
X^3	200	200	200

X^0	199	159	165
X^1	199	182	185
X^2	199	181	184
X^3	199	199	199

X^0	198	35	38
X^1	197	197	197
X^2	197	197	197
X^3	197	197	197

X^0	199	199	199
X^1	200	200	200
X^2	199	199	199
X^3	199	199	199

X^0	194	174	178
X^1	197	193	196
X^2	197	197	197
X^3	200	200	200

X^0	199	196	199
X^1	199	196	199
X^2	199	199	199
X^3	197	197	197

X^0	195	161	164
X^1	199	198	199
X^2	199	199	199
X^3	200	200	200

X^0	196	192	196
X^1	199	197	199
X^2	198	198	198
X^3	195	195	195

X^0	196	196	196
X^1	196	196	196
X^2	196	196	196
X^3	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	198	198	198
X^3	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	200	182	187
X^1	200	200	200
X^2	199	199	199
X^3	192	192	192

X^0	197	152	152
X^1	199	169	169
X^2	198	184	184
X^3	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	199	199	199
X^3	200	200	200

X^0	198	197	198
X^1	199	198	199
X^2	199	199	199
X^3	199	199	199

X^0	198	194	197
X^1	198	197	198
X^2	198	198	198
X^3	198	198	198

X^0	197	155	163
X^1	199	197	199
X^2	199	199	199
X^3	200	200	200

X^0	199	199	199
X^1	196	196	196
X^2	200	200	200
X^3	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	197	197	197
X^3	199	199	199

X^0	198	185	188
X^1	200	171	174
X^2	198	198	198
X^3	200	200	200

X^0	197	181	184
X^1	194	191	194
X^2	197	197	197
X^3	200	200	200

X^0	197	195	197
X^1	199	197	198
X^2	195	195	195
X^3	199	199	199

X^0	199	198	198
X^1	200	200	200
X^2	200	200	200
X^3	200	200	200

X^0	196	187	193
X^1	196	195	196
X^2	195	195	195
X^3	199	199	199

X^0	200	200	200
X^1	197	197	197
X^2	198	198	198
X^3	199	199	199

X^0	198	194	195
X^1	195	193	194
X^2	198	198	198
X^3	200	200	200

X^0	198	186	187
X^1	199	192	194
X^2	199	196	197
X^3	199	199	199

X^0	199	199	199
X^1	200	200	200
X^2	200	200	200
X^3	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	198	196	198
X^1	198	198	198
X^2	198	198	198
X^3	200	200	200

X^0	198	192	196
X^1	198	194	194
X^2	196	193	196
X^3	200	200	200

X^0	197	195	197
X^1	197	197	197
X^2	198	198	198
X^3	199	199	199

X^0	198	194	197
X^1	198	197	198
X^2	198	197	198
X^3	196	196	196

X^0	199	183	184
X^1	199	187	190
X^2	199	184	187
X^3	199	199	199

X^0	195	192	194
X^1	199	197	198
X^2	199	199	199
X^3	199	199	199

X^0	197	178	183
X^1	197	197	197
X^2	197	197	197
X^3	199	199	199

X^0	200	200	200
X^1	200	197	198
X^2	198	196	196
X^3	200	200	200

X^0	199	197	198
X^1	198	198	198
X^2	199	199	199
X^3	200	200	200

X^0	197	195	197
X^1	197	195	197
X^2	197	197	197
X^3	200	200	200

X^0	195	180	183
X^1	197	197	197
X^2	197	197	197
X^3	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	198	198	198
X^3	200	200	200

X^0	199	195	195
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	199	-1784	0
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	198	197	198
X^1	197	197	197
X^2	195	195	195
X^3	200	200	200

X^0	198	194	196
X^1	198	198	198
X^2	199	198	199
X^3	198	198	198

X^0	197	172	174
X^1	198	191	194
X^2	198	198	198
X^3	200	200	200

X^0	196	196	196
X^1	196	196	196
X^2	200	200	200
X^3	200	200	200

X^0	200	198	200
X^1	198	198	198
X^2	194	193	194
X^3	199	199	199

X^0	195	195	195
X^1	194	194	194
X^2	197	197	197
X^3	198	198	198

X^0	192	188	190
X^1	198	197	198
X^2	198	198	198
X^3	195	195	195

X^0	199	196	197
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	197	197	197
X^1	197	195	197
X^2	199	199	199
X^3	197	197	197

X^0	199	195	197
X^1	199	198	199
X^2	200	200	200
X^3	198	198	198

X^0	195	195	195
X^1	198	198	198
X^2	199	199	199
X^3	200	200	200

X^0	197	197	197
X^1	198	198	198
X^2	199	199	199
X^3	198	198	198

X^0	199	193	194
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	196	193	194
X^1	196	195	196
X^2	200	200	200
X^3	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	199	198	199
X^3	200	200	200

X^0	195	181	181
X^1	197	188	189
X^2	200	195	195
X^3	200	200	200

X^0	197	194	197
X^1	198	196	198
X^2	191	191	191
X^3	200	200	200

X^0	197	194	197
X^1	197	196	197
X^2	197	197	197
X^3	196	196	196

X^0	198	194	197
X^1	198	193	197
X^2	199	197	197
X^3	200	200	200

X^0	198	190	192
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	194	193	194
X^1	192	192	192
X^2	198	198	198
X^3	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	200	200	200
X^3	198	198	198

X^0	199	194	195
X^1	198	192	197
X^2	200	194	194
X^3	200	200	200

X^0	199	199	199
X^1	198	197	198
X^2	200	200	200
X^3	200	200	200

X^0	196	141	143
X^1	199	198	199
X^2	199	199	199
X^3	199	199	199

X^0	198	192	195
X^1	198	191	194
X^2	197	193	197
X^3	198	198	198

X^0	196	196	196
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	198	-1401	0
X^1	196	196	196
X^2	196	196	196
X^3	198	198	198

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200
X^3	199	199	199

X^0	199	182	184
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	199	132	133
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	197	197	197
X^3	200	200	200

X^0	198	194	197
X^1	196	196	196
X^2	195	195	195
X^3	199	199	199

X^0	200	182	182
X^1	200	181	181
X^2	200	191	192
X^3	200	200	200

X^0	199	186	186
X^1	199	193	194
X^2	198	193	193
X^3	200	200	200

X^0	194	194	194
X^1	198	196	198
X^2	194	194	194
X^3	199	199	199

X^0	196	191	191
X^1	199	197	198
X^2	200	200	200
X^3	197	197	197

X^0	198	191	195
X^1	198	194	197
X^2	197	196	197
X^3	197	197	197

X^0	197	192	196
X^1	195	190	194
X^2	198	198	198
X^3	197	197	197

X^0	198	195	198
X^1	197	197	197
X^2	200	200	200
X^3	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	198	198	198
X^3	200	200	200

X^0	197	161	162
X^1	197	176	177
X^2	199	190	191
X^3	199	199	199

X^0	199	181	182
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	198	161	166
X^1	199	182	185
X^2	199	182	183
X^3	199	199	199

X^0	198	193	194
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	199	197	199
X^1	199	198	199
X^2	198	198	198
X^3	197	197	197

X^0	199	196	197
X^1	199	193	194
X^2	200	198	200
X^3	200	200	200

X^0	198	128	128
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	197	192	196
X^1	198	197	198
X^2	198	198	198
X^3	197	197	197

X^0	198	189	190
X^1	198	197	197
X^2	200	200	200
X^3	198	198	198

X^0	198	198	198
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	198	194	196
X^1	190	189	190
X^2	198	198	198
X^3	199	199	199

X^0	198	198	198
X^1	196	196	196
X^2	200	200	200
X^3	198	198	198

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200
X^3	200	200	200

X^0	200	199	200
X^1	198	198	198
X^2	200	200	200
X^3	197	197	197

X^0	195	172	175
X^1	198	166	169
X^2	198	182	184
X^3	198	198	198

X^0	193	193	193
X^1	200	200	200
X^2	200	200	200
X^3	200	200	200

X^0	198	188	188
X^1	198	191	191
X^2	198	197	197
X^3	200	200	200

X^0	200	184	189
X^1	200	194	195
X^2	200	200	200
X^3	200	200	200

X^0	198	198	198
X^1	197	196	197
X^2	198	198	198
X^3	200	200	200

X^0	199	196	197
X^1	198	196	198
X^2	199	199	199
X^3	197	197	197

X^0	197	196	196
X^1	196	194	194
X^2	200	200	200
X^3	199	199	199

X^0	198	196	198
X^1	198	198	198
X^2	199	199	199
X^3	198	198	198

X^0	199	198	199
X^1	200	198	200
X^2	200	200	200
X^3	199	199	199

X^0	198	193	193
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	198	192	197
X^1	199	194	196
X^2	196	191	193
X^3	200	200	200

X^0	199	196	197
X^1	199	192	197
X^2	199	196	197
X^3	199	199	199

X^0	199	195	195
X^1	200	198	198
X^2	200	198	199
X^3	200	200	200

X^0	198	177	180
X^1	200	191	193
X^2	200	200	200
X^3	198	198	198

X^0	197	197	197
X^1	197	197	197
X^2	200	200	200
X^3	199	199	199

X^0	200	65	70
X^1	200	200	200
X^2	200	200	200
X^3	200	200	200

X^0	198	-44	0
X^1	199	168	170
X^2	199	199	199
X^3	199	199	199

X^0	194	192	194
X^1	195	190	195
X^2	198	192	198
X^3	197	197	197

X^0	196	196	196
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	197	197	197
X^1	198	198	198
X^2	198	198	198
X^3	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200
X^3	200	200	200

X^0	196	195	196
X^1	199	199	199
X^2	198	198	198
X^3	200	200	200

X^0	199	197	197
X^1	200	200	200
X^2	199	199	199
X^3	200	200	200

X^0	199	196	199
X^1	199	198	199
X^2	200	200	200
X^3	199	199	199

X^0	198	195	196
X^1	200	195	196
X^2	198	195	196
X^3	200	200	200

X^0	199	185	190
X^1	199	199	199
X^2	198	198	198
X^3	197	197	197

X^0	198	196	198
X^1	198	198	198
X^2	200	200	200
X^3	200	200	200

X^0	200	196	199
X^1	200	200	200
X^2	200	200	200
X^3	199	199	199

X^0	200	198	200
X^1	200	200	200
X^2	200	200	200
X^3	200	200	200

X^0	199	199	199
X^1	198	198	198
X^2	199	199	199
X^3	200	200	200

X^0	198	194	195
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	198	193	194
X^1	197	194	195
X^2	199	198	199
X^3	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	194	194	194
X^3	199	199	199

X^0	199	196	199
X^1	198	197	198
X^2	199	199	199
X^3	200	200	200

X^0	199	197	198
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	199	196	197
X^1	199	196	197
X^2	199	199	199
X^3	199	199	199

X^0	197	147	150
X^1	198	198	198
X^2	198	198	198
X^3	200	200	200

X^0	198	189	190
X^1	193	188	190
X^2	198	196	197
X^3	199	199	199

X^0	196	177	180
X^1	197	197	197
X^2	197	197	197
X^3	199	199	199

X^0	198	178	180
X^1	198	198	198
X^2	198	198	198
X^3	200	200	200

X^0	196	195	195
X^1	196	193	194
X^2	199	198	198
X^3	200	200	200

X^0	197	197	197
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	198	193	196
X^1	198	196	198
X^2	198	198	198
X^3	199	199	199

X^0	198	185	191
X^1	199	187	190
X^2	199	187	190
X^3	199	199	199

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	198	179	182
X^1	198	181	183
X^2	198	188	191
X^3	198	198	198

X^0	199	168	169
X^1	198	197	198
X^2	199	199	199
X^3	200	200	200

X^0	198	197	198
X^1	197	195	197
X^2	199	198	198
X^3	200	200	200

X^0	198	195	195
X^1	198	196	197
X^2	198	196	196
X^3	200	200	200

X^0	198	108	108
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	198	194	195
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	198	138	139
X^1	198	136	136
X^2	200	138	138
X^3	200	200	200

X^0	196	196	196
X^1	196	196	196
X^2	199	199	199
X^3	198	198	198

X^0	198	198	198
X^1	200	199	200
X^2	200	200	200
X^3	199	199	199

X^0	197	196	197
X^1	192	191	192
X^2	199	199	199
X^3	197	197	197

X^0	197	195	197
X^1	197	197	197
X^2	197	197	197
X^3	200	200	200

X^0	200	193	193
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	195	195	195
X^1	193	193	193
X^2	198	197	198
X^3	198	198	198

X^0	197	179	182
X^1	197	179	182
X^2	197	197	197
X^3	199	199	199

X^0	199	157	161
X^1	199	189	193
X^2	198	198	198
X^3	199	199	199

X^0	197	192	195
X^1	197	197	197
X^2	197	197	197
X^3	200	200	200

X^0	199	197	198
X^1	199	199	199
X^2	199	199	199
X^3	198	198	198

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	198	188	191
X^1	200	199	200
X^2	198	198	198
X^3	199	199	199

X^0	199	198	198
X^1	200	199	199
X^2	198	198	198
X^3	200	200	200

X^0	199	194	198
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	199	191	191
X^1	195	194	195
X^2	200	200	200
X^3	199	199	199

X^0	195	191	195
X^1	195	192	195
X^2	195	195	195
X^3	197	197	197

X^0	198	198	198
X^1	198	198	198
X^2	197	197	197
X^3	197	197	197

X^0	199	176	180
X^1	199	199	199
X^2	198	198	198
X^3	199	199	199

X^0	197	184	190
X^1	197	197	197
X^2	197	197	197
X^3	199	199	199

X^0	198	190	193
X^1	198	198	198
X^2	198	196	198
X^3	198	198	198

X^0	199	199	199
X^1	199	197	199
X^2	199	199	199
X^3	200	200	200

X^0	197	184	185
X^1	197	195	197
X^2	200	200	200
X^3	200	200	200

X^0	199	195	197
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	200	198	200
X^3	200	200	200

X^0	198	197	198
X^1	199	199	199
X^2	195	195	195
X^3	199	199	199

X^0	198	198	198
X^1	198	198	198
X^2	200	200	200
X^3	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	199	199	199
X^3	198	198	198

X^0	199	196	199
X^1	196	196	196
X^2	196	196	196
X^3	200	200	200

X^0	199	196	198
X^1	197	197	197
X^2	198	198	198
X^3	198	198	198

X^0	195	155	158
X^1	197	196	197
X^2	197	197	197
X^3	197	197	197

X^0	200	158	158
X^1	200	174	176
X^2	198	183	183
X^3	200	200	200

X^0	195	194	195
X^1	198	198	198
X^2	199	198	199
X^3	200	200	200

X^0	198	124	127
X^1	198	198	198
X^2	197	197	197
X^3	199	199	199

X^0	198	198	198
X^1	199	199	199
X^2	197	197	197
X^3	200	200	200

X^0	198	193	195
X^1	198	198	198
X^2	198	198	198
X^3	200	200	200

X^0	193	184	185
X^1	200	199	200
X^2	199	199	199
X^3	199	199	199

X^0	195	147	147
X^1	198	147	147
X^2	198	175	175
X^3	200	200	200

X^0	199	196	198
X^1	197	197	197
X^2	198	198	198
X^3	200	200	200

X^0	194	194	194
X^1	194	194	194
X^2	194	194	194
X^3	200	200	200

X^0	198	198	198
X^1	198	198	198
X^2	199	199	199
X^3	199	199	199

X^0	199	194	197
X^1	199	197	199
X^2	199	198	199
X^3	199	199	199

X^0	198	196	198
X^1	198	198	198
X^2	199	199	199
X^3	199	199	199

X^0	199	126	128
X^1	200	126	128
X^2	198	159	160
X^3	200	200	200

X^0	200	200	200
X^1	199	198	199
X^2	200	200	200
X^3	200	200	200

X^0	200	197	197
X^1	200	200	200
X^2	200	200	200
X^3	199	199	199

X^0	200	197	197
X^1	197	196	197
X^2	200	200	200
X^3	200	200	200

X^0	198	196	198
X^1	196	196	196
X^2	199	199	199
X^3	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	199	192	194
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	197	197	197
X^1	198	198	198
X^2	200	200	200
X^3	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200
X^3	198	198	198

X^0	197	197	197
X^1	199	199	199
X^2	198	198	198
X^3	198	198	198

X^0	199	148	148
X^1	199	148	148
X^2	199	158	159
X^3	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	198	198	198
X^3	194	194	194

X^0	200	42	44
X^1	198	198	198
X^2	198	198	198
X^3	199	199	199

X^0	199	191	191
X^1	200	192	192
X^2	199	195	195
X^3	200	200	200

X^0	199	192	194
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199

X^0	198	179	179
X^1	198	186	186
X^2	199	193	194
X^3	200	200	200

X^0	195	189	195
X^1	198	198	198
X^2	197	197	197
X^3	199	199	199

X^0	195	193	195
X^1	197	197	197
X^2	200	200	200
X^3	196	196	196

X^0	197	197	197
X^1	198	198	198
X^2	199	199	199
X^3	196	196	196

X^0	199	194	195
X^1	199	197	198
X^2	200	194	195
X^3	200	200	200

X^0	198	193	195
X^1	200	200	200
X^2	200	200	200
X^3	198	198	198

X^0	196	194	196
X^1	197	197	197
X^2	199	199	199
X^3	200	200	200

X^0	200	200	200
X^1	200	200	200
X^2	200	200	200
X^3	200	200	200

X^0	196	196	196
X^1	199	199	199
X^2	199	199	199
X^3	200	200	200

X^0	198	191	195
X^1	197	197	197
X^2	198	198	198
X^3	200	200	200

X^0	199	198	199
X^1	199	199	199
X^2	197	196	197
X^3	199	199	199

X^0	199	185	186
X^1	199	191	192
X^2	200	196	196
X^3	200	200	200

X^0	200	198	199
X^1	199	199	199
X^2	199	198	199
X^3	200	200	200

X^0	199	199	199
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	199	198	198
X^1	199	199	199
X^2	200	200	200
X^3	199	199	199

X^0	191	188	191
X^1	191	190	191
X^2	191	190	191
X^3	191	191	191

X^0	198	172	175
X^1	199	182	183
X^2	199	191	194
X^3	199	199	199

X^0	200	-118	0
X^1	199	-15	0
X^2	197	91	92
X^3	199	199	199

X^0	198	152	153
X^1	200	193	194
X^2	200	200	200
X^3	200	200	200

X^0	199	191	196
X^1	196	196	196
X^2	198	198	198
X^3	200	200	200

X^0	197	189	192
X^1	197	189	192
X^2	197	194	197
X^3	197	197	197

X^0	198	156	159
X^1	198	172	175
X^2	198	181	185
X^3	198	198	198

X^0	198	171	174
X^1	198	175	178
X^2	198	188	191
X^3	198	198	198

X^0	200	191	193
X^1	199	199	199
X^2	199	199	199
X^3	197	197	197

X^0	200	182	182
X^1	200	191	193
X^2	200	200	200
X^3	200	200	200

X^0	198	150	152
X^1	195	195	195
X^2	199	199	199
X^3	200	200	200

X^0	198	198	198
X^1	196	196	196
X^2	199	198	199
X^3	199	199	199

X^0	199	140	140
X^1	199	199	199
X^2	200	200	200
X^3	200	200	200

X^0	199	194	197
X^1	197	197	197
X^2	199	199	199
X^3	199	199	199

X^0	200	195	196
X^1	200	199	200
X^2	200	198	199
X^3	200	200	200

X^0	200	199	200
X^1	196	196	196
X^2	196	196	196
X^3	200	200	200

X^0	199	190	196
X^1	199	199	199
