	Opt.	CR	FP

X^0	3	42	19
X^1	5	38	14
X^2	2	34	9
X^3	1	32	7
X^4	0	29	5
X^5	3	33	10
X^6	5	32	9
X^7	4	20	4
X^8	1	29	1

X^0	3	49	26
X^1	1	46	19
X^2	1	41	21
X^3	1	37	21
X^4	1	25	7
X^5	1	26	17
X^6	2	5	2
X^7	2	2	2
X^8	1	5	1

X^0	3	268	123
X^1	3	269	125
X^2	2	267	123
X^3	1	252	127
X^4	3	252	127
X^5	1	177	129
X^6	3	252	127
X^7	1	134	129
X^8	0	144	122

X^0	3	293	149
X^1	3	294	149
X^2	3	298	151
X^3	3	296	143
X^4	3	282	141
X^5	3	280	141
X^6	3	278	141
X^7	3	144	141
X^8	0	169	134

X^0	4	22	8
X^1	5	23	10
X^2	2	19	7
X^3	2	16	5
X^4	2	13	5
X^5	2	12	4
X^6	2	13	3
X^7	0	7	0
X^8	1	14	4

X^0	2	23	9
X^1	2	20	8
X^2	2	19	9
X^3	2	16	6
X^4	4	17	9
X^5	7	22	9
X^6	0	10	0
X^7	3	12	3
X^8	1	16	3

X^0	2	215	115
X^1	2	214	115
X^2	2	213	115
X^3	2	212	113
X^4	2	215	107
X^5	3	216	115
X^6	2	202	108
X^7	1	109	106
X^8	0	120	106

X^0	3	52	17
X^1	2	51	19
X^2	1	47	19
X^3	5	38	21
X^4	0	27	9
X^5	0	27	12
X^6	0	24	8
X^7	0	21	9
X^8	0	30	13

X^0	2	77	38
X^1	2	74	36
X^2	2	73	36
X^3	2	71	36
X^4	1	74	30
X^5	0	75	24
X^6	3	75	43
X^7	1	73	57
X^8	0	73	35

X^0	4	47	17
X^1	4	47	19
X^2	4	43	17
X^3	4	39	18
X^4	4	36	20
X^5	4	29	21
X^6	4	35	28
X^7	3	30	24
X^8	0	36	15

X^0	2	17	10
X^1	3	17	8
X^2	2	15	4
X^3	1	15	9
X^4	1	15	9
X^5	1	12	5
X^6	1	11	5
X^7	0	10	8
X^8	1	11	7

X^0	1	25	10
X^1	2	30	13
X^2	0	27	7
X^3	1	27	11
X^4	0	24	8
X^5	1	24	8
X^6	0	21	5
X^7	1	21	5
X^8	7	25	9

X^0	5	43	20
X^1	9	50	28
X^2	5	43	22
X^3	5	43	23
X^4	5	41	23
X^5	3	42	13
X^6	5	31	5
X^7	0	6	0
X^8	3	47	17

X^0	3	46	18
X^1	3	45	18
X^2	2	42	18
X^3	4	43	21
X^4	2	43	19
X^5	1	40	15
X^6	3	38	16
X^7	0	32	9
X^8	1	36	10

X^0	1	75	29
X^1	1	77	35
X^2	1	77	35
X^3	1	80	38
X^4	1	77	38
X^5	1	66	35
X^6	1	52	20
X^7	1	44	43
X^8	0	46	28

X^0	5	26	14
X^1	2	24	10
X^2	2	19	7
X^3	2	16	2
X^4	2	17	8
X^5	2	10	2
X^6	3	9	3
X^7	2	5	2
X^8	0	15	6

X^0	7	52	20
X^1	2	46	19
X^2	1	39	17
X^3	1	41	17
X^4	1	37	16
X^5	1	34	16
X^6	4	38	22
X^7	1	25	16
X^8	0	34	16

X^0	2	564	540
X^1	2	566	532
X^2	1	565	540
X^3	1	559	538
X^4	1	557	540
X^5	1	554	533
X^6	1	553	534
X^7	1	528	524
X^8	0	553	532

X^0	3	57	19
X^1	2	55	17
X^2	3	56	20
X^3	4	53	22
X^4	2	44	17
X^5	2	40	19
X^6	0	35	14
X^7	0	20	1
X^8	1	35	14

X^0	2	62	28
X^1	2	60	26
X^2	2	60	26
X^3	2	57	22
X^4	2	51	15
X^5	2	35	16
X^6	6	41	22
X^7	2	22	12
X^8	1	35	16

X^0	3	71	35
X^1	0	71	35
X^2	3	66	32
X^3	3	64	31
X^4	0	55	27
X^5	1	43	21
X^6	0	55	26
X^7	1	34	22
X^8	2	43	27

X^0	4	113	54
X^1	4	120	55
X^2	4	117	53
X^3	4	111	52
X^4	4	107	49
X^5	4	81	44
X^6	4	65	49
X^7	4	64	25
X^8	4	31	4

X^0	0	56	42
X^1	0	52	43
X^2	4	49	44
X^3	5	48	45
X^4	0	42	36
X^5	0	39	35
X^6	1	40	33
X^7	0	39	36
X^8	0	42	36

X^0	1	55	29
X^1	1	56	26
X^2	1	56	26
X^3	2	58	28
X^4	1	54	28
X^5	1	53	25
X^6	2	42	28
X^7	0	28	25
X^8	0	42	21

X^0	2	45	23
X^1	2	44	22
X^2	2	41	19
X^3	2	34	14
X^4	2	23	14
X^5	1	30	8
X^6	1	18	11
X^7	0	19	9
X^8	0	0	0

X^0	1	84	38
X^1	1	84	38
X^2	1	84	37
X^3	1	79	34
X^4	3	71	31
X^5	4	65	28
X^6	1	54	18
X^7	1	36	12
X^8	0	45	17

X^0	5	90	67
X^1	5	84	63
X^2	5	84	64
X^3	5	84	63
X^4	5	84	62
X^5	5	84	62
X^6	1	63	58
X^7	1	37	32
X^8	0	63	41

X^0	5	40	12
X^1	5	42	14
X^2	3	43	17
X^3	4	43	19
X^4	4	38	16
X^5	4	28	13
X^6	3	25	9
X^7	0	14	0
X^8	1	24	7

X^0	6	55	25
X^1	3	50	24
X^2	2	47	24
X^3	2	48	20
X^4	2	41	19
X^5	1	48	17
X^6	0	32	6
X^7	0	33	9
X^8	0	43	9

X^0	2	268	158
X^1	2	267	157
X^2	3	266	158
X^3	3	260	154
X^4	2	253	147
X^5	8	248	142
X^6	8	214	108
X^7	8	111	105
X^8	0	115	101

X^0	5	761	329
X^1	3	757	325
X^2	3	756	324
X^3	3	757	324
X^4	3	753	324
X^5	3	652	326
X^6	3	543	324
X^7	3	329	324
X^8	0	331	213

X^0	5	12	5
X^1	4	10	4
X^2	4	9	4
X^3	6	9	6
X^4	0	4	0
X^5	6	7	6
X^6	6	9	6
X^7	4	12	4
X^8	0	1	0

X^0	2	42	17
X^1	3	46	19
X^2	6	47	19
X^3	4	40	16
X^4	6	38	16
X^5	6	36	15
X^6	7	33	18
X^7	3	22	15
X^8	0	29	13

X^0	1	20	5
X^1	1	22	7
X^2	1	21	8
X^3	1	21	8
X^4	1	18	6
X^5	4	18	10
X^6	0	18	10
X^7	0	6	6
X^8	0	18	4

X^0	1	17	6
X^1	1	21	9
X^2	2	19	8
X^3	1	17	6
X^4	0	18	6
X^5	3	21	9
X^6	1	16	5
X^7	0	14	0
X^8	0	12	0

X^0	3	320	169
X^1	4	319	168
X^2	4	318	168
X^3	3	321	171
X^4	4	318	169
X^5	0	302	169
X^6	0	267	153
X^7	0	155	151
X^8	0	122	112

X^0	3	28	13
X^1	4	30	13
X^2	2	28	12
X^3	2	27	10
X^4	1	23	10
X^5	0	17	9
X^6	4	18	10
X^7	3	15	7
X^8	0	17	6

X^0	3	57	28
X^1	3	60	25
X^2	3	56	28
X^3	3	55	27
X^4	3	55	30
X^5	2	42	32
X^6	0	35	26
X^7	1	19	16
X^8	0	47	20

X^0	2	39	18
X^1	2	36	18
X^2	2	31	18
X^3	3	31	18
X^4	2	30	18
X^5	4	23	18
X^6	0	30	18
X^7	4	17	12
X^8	5	42	25

X^0	6	26	14
X^1	6	21	9
X^2	6	16	6
X^3	6	14	6
X^4	12	24	14
X^5	6	10	6
X^6	6	14	6
X^7	6	16	6
X^8	6	6	6

X^0	1	57	21
X^1	1	58	22
X^2	1	58	20
X^3	1	48	19
X^4	1	41	16
X^5	1	3	1
X^6	1	41	17
X^7	1	1	1
X^8	0	43	19

X^0	2	88	30
X^1	2	91	33
X^2	3	87	34
X^3	6	83	34
X^4	2	74	26
X^5	1	64	29
X^6	2	60	27
X^7	1	50	24
X^8	0	64	25

X^0	5	39	21
X^1	2	33	16
X^2	3	32	14
X^3	2	29	13
X^4	2	27	12
X^5	2	29	11
X^6	1	25	13
X^7	2	21	10
X^8	0	23	9

X^0	3	48	12
X^1	3	52	15
X^2	3	44	18
X^3	2	36	15
X^4	2	23	9
X^5	1	29	10
X^6	2	24	6
X^7	0	23	9
X^8	2	31	11

X^0	4	72	63
X^1	4	69	60
X^2	4	70	58
X^3	2	71	60
X^4	0	68	59
X^5	0	67	61
X^6	3	73	67
X^7	6	70	64
X^8	0	68	57

X^0	5	153	84
X^1	4	153	83
X^2	4	153	81
X^3	3	150	82
X^4	3	148	83
X^5	6	151	86
X^6	2	145	80
X^7	4	92	70
X^8	0	12	0

X^0	6	719	337
X^1	6	720	338
X^2	6	721	339
X^3	6	718	333
X^4	6	702	339
X^5	6	662	330
X^6	6	640	318
X^7	6	325	300
X^8	0	383	315

X^0	2	57	29
X^1	2	54	28
X^2	3	54	32
X^3	2	51	30
X^4	5	44	31
X^5	2	30	17
X^6	2	27	7
X^7	2	25	13
X^8	0	6	0

X^0	10	64	28
X^1	2	49	22
X^2	2	46	22
X^3	2	47	25
X^4	2	40	21
X^5	2	31	19
X^6	1	40	16
X^7	0	23	11
X^8	1	40	16

X^0	2	222	107
X^1	0	226	109
X^2	1	229	110
X^3	1	227	110
X^4	1	225	111
X^5	1	223	109
X^6	1	174	111
X^7	1	112	59
X^8	0	118	61

X^0	3	80	37
X^1	3	79	36
X^2	3	78	35
X^3	3	79	34
X^4	3	79	36
X^5	3	40	35
X^6	0	43	38
X^7	0	0	0
X^8	1	44	39

X^0	4	120	48
X^1	4	123	51
X^2	4	120	48
X^3	4	117	52
X^4	3	104	47
X^5	2	101	54
X^6	3	91	43
X^7	0	55	52
X^8	0	80	42

X^0	1	489	249
X^1	3	487	247
X^2	1	481	241
X^3	1	468	231
X^4	1	468	235
X^5	3	472	239
X^6	1	446	223
X^7	1	226	223
X^8	0	236	220

X^0	3	68	36
X^1	3	68	36
X^2	3	65	30
X^3	3	68	37
X^4	3	62	32
X^5	3	41	38
X^6	5	35	30
X^7	3	5	3
X^8	0	36	28

X^0	4	79	43
X^1	1	73	42
X^2	1	67	46
X^3	2	58	44
X^4	1	68	47
X^5	1	46	42
X^6	4	57	30
X^7	0	25	21
X^8	4	48	30

X^0	4	652	323
X^1	6	655	327
X^2	4	655	328
X^3	2	640	312
X^4	2	619	309
X^5	1	606	311
X^6	1	597	308
X^7	4	316	308
X^8	1	340	296

X^0	4	82	37
X^1	4	90	37
X^2	4	89	38
X^3	4	87	38
X^4	4	88	40
X^5	4	82	42
X^6	4	74	40
X^7	2	60	51
X^8	0	65	29

X^0	2	35	18
X^1	2	36	18
X^2	2	32	15
X^3	2	31	12
X^4	2	31	14
X^5	2	16	11
X^6	2	20	13
X^7	2	2	2
X^8	0	19	12

X^0	2	167	158
X^1	2	167	155
X^2	1	158	154
X^3	1	158	156
X^4	1	158	154
X^5	1	158	156
X^6	1	155	151
X^7	0	155	153
X^8	1	152	144

X^0	3	156	90
X^1	3	155	88
X^2	3	159	91
X^3	3	154	90
X^4	3	141	81
X^5	3	136	78
X^6	4	141	89
X^7	3	129	35
X^8	3	80	3

X^0	6	46	11
X^1	3	46	12
X^2	4	46	15
X^3	3	45	13
X^4	3	40	15
X^5	3	38	11
X^6	8	47	20
X^7	3	41	13
X^8	3	32	3

X^0	2	46	17
X^1	2	42	15
X^2	2	38	14
X^3	2	34	8
X^4	2	33	11
X^5	3	31	10
X^6	3	18	3
X^7	2	26	3
X^8	3	15	3

X^0	4	42	18
X^1	7	52	19
X^2	2	42	13
X^3	3	37	15
X^4	2	32	14
X^5	2	34	11
X^6	2	29	11
X^7	2	31	9
X^8	3	41	14

X^0	4	36	16
X^1	4	30	10
X^2	4	25	6
X^3	4	24	11
X^4	3	24	12
X^5	4	18	10
X^6	1	17	5
X^7	0	1	0
X^8	0	20	7

X^0	6	29	8
X^1	6	24	11
X^2	6	26	11
X^3	6	25	7
X^4	5	26	7
X^5	3	23	3
X^6	3	22	5
X^7	0	21	0
X^8	0	23	4

X^0	3	418	218
X^1	3	417	218
X^2	3	412	218
X^3	3	383	218
X^4	3	353	185
X^5	3	324	159
X^6	3	324	185
X^7	0	217	193
X^8	0	22	0

X^0	6	31	16
X^1	2	26	11
X^2	0	24	10
X^3	2	26	10
X^4	2	24	8
X^5	0	20	7
X^6	4	22	7
X^7	0	12	0
X^8	3	21	6

X^0	1	72	39
X^1	1	72	36
X^2	1	72	38
X^3	1	73	38
X^4	2	69	34
X^5	1	60	28
X^6	1	56	27
X^7	1	38	28
X^8	0	60	24

X^0	3	182	90
X^1	1	182	90
X^2	2	182	89
X^3	2	171	93
X^4	1	155	79
X^5	1	143	72
X^6	1	112	62
X^7	0	73	63
X^8	1	72	37

X^0	4	44	26
X^1	4	41	26
X^2	4	40	26
X^3	4	36	26
X^4	4	28	26
X^5	4	29	20
X^6	4	22	7
X^7	4	4	4
X^8	2	31	15

X^0	4	533	261
X^1	4	537	268
X^2	4	532	266
X^3	4	529	261
X^4	4	528	264
X^5	1	526	256
X^6	1	520	262
X^7	1	269	269
X^8	0	266	258

X^0	1	11	8
X^1	3	16	10
X^2	7	19	12
X^3	2	13	7
X^4	1	14	7
X^5	1	13	7
X^6	2	12	10
X^7	0	5	2
X^8	4	13	10

X^0	4	321	163
X^1	7	326	162
X^2	4	320	163
X^3	4	319	155
X^4	4	313	151
X^5	4	306	145
X^6	4	309	153
X^7	4	155	150
X^8	3	171	160

X^0	5	109	48
X^1	5	111	48
X^2	5	109	51
X^3	5	104	51
X^4	5	103	54
X^5	5	105	58
X^6	4	102	63
X^7	1	61	56
X^8	0	57	37

X^0	4	67	27
X^1	3	71	30
X^2	2	67	30
X^3	2	64	31
X^4	1	58	26
X^5	1	49	22
X^6	0	43	20
X^7	0	37	28
X^8	1	36	15

X^0	4	103	61
X^1	3	101	62
X^2	3	96	58
X^3	3	89	51
X^4	3	91	53
X^5	3	75	47
X^6	3	67	47
X^7	3	58	27
X^8	3	47	8

X^0	2	115	53
X^1	2	117	57
X^2	0	116	56
X^3	1	114	54
X^4	2	110	49
X^5	4	97	50
X^6	0	91	43
X^7	3	47	40
X^8	0	64	47

X^0	4	69	29
X^1	4	73	29
X^2	2	71	19
X^3	2	71	29
X^4	2	60	29
X^5	2	51	21
X^6	2	48	23
X^7	1	41	23
X^8	0	49	15

X^0	2	540	267
X^1	2	541	268
X^2	3	544	271
X^3	2	539	264
X^4	2	526	266
X^5	2	516	258
X^6	2	498	254
X^7	1	244	235
X^8	2	276	254

X^0	2	112	61
X^1	2	116	61
X^2	2	115	61
X^3	1	111	58
X^4	2	111	49
X^5	1	104	56
X^6	1	100	52
X^7	1	61	57
X^8	2	72	52

X^0	3	32	17
X^1	3	30	12
X^2	3	28	8
X^3	3	18	5
X^4	3	16	3
X^5	1	12	1
X^6	3	16	3
X^7	1	11	1
X^8	3	16	3

X^0	5	35	14
X^1	2	30	10
X^2	2	24	9
X^3	1	21	7
X^4	1	12	1
X^5	1	7	1
X^6	4	9	4
X^7	2	10	3
X^8	2	17	5

X^0	4	53	30
X^1	4	53	30
X^2	2	53	30
X^3	2	49	24
X^4	2	44	22
X^5	2	44	22
X^6	1	37	19
X^7	0	25	15
X^8	0	38	21

X^0	4	290	145
X^1	4	281	140
X^2	4	263	143
X^3	2	267	143
X^4	4	247	140
X^5	2	213	98
X^6	0	185	118
X^7	0	138	118
X^8	0	152	66

X^0	3	85	35
X^1	2	83	35
X^2	2	80	32
X^3	2	80	35
X^4	1	83	41
X^5	1	66	43
X^6	1	61	50
X^7	1	50	36
X^8	0	60	30

X^0	2	217	112
X^1	1	215	108
X^2	3	216	112
X^3	1	211	107
X^4	1	210	111
X^5	1	211	112
X^6	0	208	108
X^7	0	99	97
X^8	0	120	109

X^0	1	180	89
X^1	1	173	86
X^2	1	159	81
X^3	2	157	74
X^4	0	142	63
X^5	3	134	57
X^6	1	114	55
X^7	1	59	39
X^8	0	98	61

X^0	4	229	86
X^1	5	229	89
X^2	8	232	92
X^3	4	207	82
X^4	1	202	66
X^5	1	140	66
X^6	1	181	72
X^7	1	119	65
X^8	0	147	78

X^0	4	18	8
X^1	2	18	9
X^2	2	20	10
X^3	1	13	6
X^4	3	8	4
X^5	1	11	7
X^6	3	8	4
X^7	1	4	1
X^8	1	12	8

X^0	2	291	143
X^1	2	291	143
X^2	2	287	141
X^3	2	281	137
X^4	2	280	138
X^5	2	275	136
X^6	1	265	140
X^7	0	139	121
X^8	2	150	127

X^0	8	299	151
X^1	8	299	155
X^2	8	266	149
X^3	8	263	138
X^4	8	263	150
X^5	8	230	153
X^6	8	229	147
X^7	8	155	147
X^8	0	261	147

X^0	3	245	128
X^1	5	250	131
X^2	3	245	129
X^3	3	241	127
X^4	3	237	121
X^5	3	226	119
X^6	3	215	110
X^7	1	118	110
X^8	0	129	111

X^0	4	84	36
X^1	1	81	35
X^2	1	82	35
X^3	1	80	37
X^4	1	76	36
X^5	1	75	39
X^6	1	69	42
X^7	1	38	36
X^8	0	49	31

X^0	2	17	4
X^1	4	16	6
X^2	2	12	4
X^3	1	8	1
X^4	3	8	3
X^5	3	8	3
X^6	0	7	0
X^7	1	9	2
X^8	0	8	1

X^0	5	43	24
X^1	3	39	22
X^2	3	35	18
X^3	3	31	16
X^4	3	28	15
X^5	3	26	11
X^6	3	12	3
X^7	3	5	3
X^8	0	12	0

X^0	2	49	24
X^1	3	52	24
X^2	6	51	24
X^3	1	43	17
X^4	2	39	20
X^5	1	34	18
X^6	0	31	18
X^7	1	34	11
X^8	0	16	0

X^0	3	28	14
X^1	2	25	6
X^2	2	25	11
X^3	2	24	8
X^4	3	25	10
X^5	2	20	6
X^6	2	17	2
X^7	2	14	2
X^8	1	17	5

X^0	2	181	86
X^1	1	181	86
X^2	1	185	89
X^3	1	171	78
X^4	1	162	74
X^5	1	145	73
X^6	1	85	73
X^7	1	95	60
X^8	1	1	1

X^0	3	215	101
X^1	1	209	101
X^2	2	213	108
X^3	1	200	101
X^4	1	210	106
X^5	1	198	101
X^6	2	218	112
X^7	1	103	101
X^8	2	116	115

X^0	4	131	64
X^1	4	129	64
X^2	4	124	60
X^3	4	123	59
X^4	4	122	58
X^5	0	123	58
X^6	0	100	57
X^7	0	65	56
X^8	0	7	0

X^0	1	24	20
X^1	5	26	22
X^2	3	21	18
X^3	0	19	10
X^4	0	9	2
X^5	2	12	2
X^6	4	14	11
X^7	1	19	11
X^8	0	6	0

X^0	6	21	14
X^1	5	17	10
X^2	5	15	8
X^3	5	10	5
X^4	6	12	6
X^5	4	8	4
X^6	3	12	7
X^7	0	0	0
X^8	0	1	0

X^0	2	32	18
X^1	1	32	18
X^2	1	32	18
X^3	1	27	11
X^4	1	14	11
X^5	1	1	1
X^6	1	14	10
X^7	1	1	1
X^8	1	14	10

X^0	1	1316	661
X^1	1	1317	662
X^2	4	1319	664
X^3	4	1306	648
X^4	4	1140	637
X^5	4	655	485
X^6	4	994	489
X^7	0	505	338
X^8	0	666	495

X^0	4	24	15
X^1	3	24	15
X^2	2	21	15
X^3	1	21	14
X^4	1	14	9
X^5	3	13	6
X^6	0	13	3
X^7	1	4	1
X^8	2	14	2

X^0	6	29	14
X^1	1	19	6
X^2	1	16	4
X^3	1	14	8
X^4	3	13	10
X^5	0	9	8
X^6	0	13	11
X^7	1	16	7
X^8	0	0	0

X^0	3	39	15
X^1	1	36	14
X^2	4	31	12
X^3	1	26	10
X^4	6	28	8
X^5	1	23	4
X^6	3	25	10
X^7	0	23	4
X^8	0	14	0

X^0	5	69	31
X^1	5	67	31
X^2	5	65	31
X^3	5	65	30
X^4	5	65	32
X^5	5	62	28
X^6	5	42	32
X^7	2	44	25
X^8	2	14	2

X^0	3	237	110
X^1	6	245	121
X^2	2	241	117
X^3	2	241	117
X^4	2	232	113
X^5	2	215	104
X^6	1	176	111
X^7	1	117	111
X^8	0	88	59

X^0	2	45	28
X^1	3	43	25
X^2	2	44	28
X^3	3	33	17
X^4	5	42	29
X^5	2	39	11
X^6	2	25	12
X^7	2	26	15
X^8	1	44	13

X^0	4	28	18
X^1	2	19	13
X^2	5	21	14
X^3	1	19	10
X^4	1	19	13
X^5	1	11	4
X^6	1	12	5
X^7	1	7	1
X^8	0	12	6

X^0	6	29	8
X^1	6	27	7
X^2	6	26	6
X^3	6	21	6
X^4	6	15	6
X^5	6	13	6
X^6	6	15	6
X^7	2	21	13
X^8	0	25	16

X^0	4	175	69
X^1	4	171	69
X^2	5	166	72
X^3	4	158	69
X^4	4	91	71
X^5	2	154	71
X^6	4	90	70
X^7	2	77	71
X^8	2	94	69

X^0	5	37	19
X^1	5	37	19
X^2	5	36	19
X^3	5	37	20
X^4	5	36	18
X^5	5	28	11
X^6	5	23	7
X^7	4	28	7
X^8	0	14	0

X^0	5	338	213
X^1	2	337	210
X^2	1	332	205
X^3	1	326	207
X^4	3	325	212
X^5	1	318	208
X^6	2	313	209
X^7	0	230	205
X^8	0	228	104

X^0	2	46	19
X^1	3	47	21
X^2	2	42	20
X^3	4	40	22
X^4	1	33	18
X^5	3	34	19
X^6	1	31	16
X^7	1	29	9
X^8	1	26	4

X^0	4	28	16
X^1	7	31	21
X^2	3	23	17
X^3	3	24	18
X^4	3	22	13
X^5	3	23	6
X^6	3	16	3
X^7	1	14	4
X^8	2	25	7

X^0	1	526	243
X^1	2	523	240
X^2	1	520	240
X^3	2	517	241
X^4	2	510	236
X^5	2	467	237
X^6	0	463	237
X^7	0	242	235
X^8	0	288	220

X^0	5	37	14
X^1	3	37	14
X^2	2	35	12
X^3	4	34	12
X^4	3	26	9
X^5	1	26	5
X^6	0	21	0
X^7	1	1	1
X^8	3	28	6

X^0	2	689	342
X^1	2	686	341
X^2	2	684	341
X^3	2	680	338
X^4	2	663	338
X^5	2	651	318
X^6	0	646	324
X^7	1	338	335
X^8	0	343	324

X^0	3	25	6
X^1	3	19	4
X^2	1	16	1
X^3	1	18	7
X^4	0	10	2
X^5	4	16	11
X^6	2	16	3
X^7	2	2	2
X^8	1	17	8

X^0	2	94	35
X^1	2	93	36
X^2	2	88	36
X^3	2	84	33
X^4	3	85	36
X^5	2	75	35
X^6	2	67	41
X^7	4	86	60
X^8	2	58	13

X^0	2	336	178
X^1	2	337	180
X^2	2	334	179
X^3	2	334	177
X^4	2	338	182
X^5	2	337	182
X^6	2	333	182
X^7	2	186	182
X^8	2	198	161

X^0	3	105	40
X^1	1	104	43
X^2	1	101	43
X^3	2	97	39
X^4	1	91	46
X^5	3	78	46
X^6	1	72	25
X^7	1	46	14
X^8	0	60	26

X^0	1	39	21
X^1	2	39	22
X^2	3	41	23
X^3	1	36	21
X^4	1	33	18
X^5	1	29	13
X^6	1	22	4
X^7	1	29	14
X^8	1	11	1

X^0	5	75	44
X^1	3	72	40
X^2	2	71	36
X^3	2	70	35
X^4	1	68	31
X^5	1	67	32
X^6	1	35	28
X^7	2	38	32
X^8	0	41	25

X^0	5	36	15
X^1	5	34	16
X^2	2	31	12
X^3	1	32	13
X^4	3	31	20
X^5	1	27	11
X^6	2	31	12
X^7	1	13	1
X^8	1	28	11

X^0	4	167	87
X^1	2	165	85
X^2	2	159	87
X^3	5	154	87
X^4	2	145	78
X^5	3	150	74
X^6	3	156	78
X^7	1	78	69
X^8	2	99	79

X^0	1	63	25
X^1	1	61	27
X^2	1	58	27
X^3	1	55	27
X^4	1	49	25
X^5	1	42	17
X^6	1	32	15
X^7	1	31	15
X^8	0	32	8

X^0	8	132	93
X^1	6	126	88
X^2	6	130	88
X^3	4	126	83
X^4	2	128	77
X^5	2	106	79
X^6	1	84	68
X^7	0	69	32
X^8	0	29	0

X^0	5	285	221
X^1	2	286	222
X^2	2	281	221
X^3	2	279	221
X^4	2	278	220
X^5	2	269	225
X^6	2	225	222
X^7	1	170	166
X^8	2	225	219

X^0	2	51	18
X^1	2	48	18
X^2	2	43	16
X^3	3	39	15
X^4	2	27	15
X^5	1	32	16
X^6	1	11	1
X^7	0	0	0
X^8	2	33	17

X^0	1	636	316
X^1	2	638	317
X^2	1	635	316
X^3	1	635	316
X^4	3	638	317
X^5	3	637	319
X^6	6	637	320
X^7	1	322	319
X^8	2	325	315

X^0	2	58	36
X^1	2	54	33
X^2	1	53	32
X^3	1	53	27
X^4	2	52	34
X^5	2	51	27
X^6	1	39	22
X^7	1	17	13
X^8	1	43	29

X^0	3	62	36
X^1	4	60	32
X^2	2	56	32
X^3	2	52	32
X^4	2	38	30
X^5	7	36	18
X^6	4	17	4
X^7	1	4	1
X^8	1	35	15

X^0	3	89	36
X^1	3	89	37
X^2	3	87	35
X^3	3	78	29
X^4	3	81	37
X^5	5	72	34
X^6	2	63	31
X^7	2	35	29
X^8	0	56	28

X^0	3	107	53
X^1	3	104	50
X^2	3	94	43
X^3	3	84	33
X^4	3	80	39
X^5	3	69	29
X^6	3	73	37
X^7	3	67	27
X^8	2	81	32

X^0	3	25	12
X^1	1	20	7
X^2	2	21	7
X^3	0	14	7
X^4	0	13	5
X^5	0	12	3
X^6	0	10	1
X^7	0	0	0
X^8	0	10	0

X^0	2	99	53
X^1	2	99	53
X^2	2	98	47
X^3	2	65	48
X^4	2	60	7
X^5	1	53	48
X^6	1	1	1
X^7	3	3	3
X^8	2	57	49

X^0	3	58	26
X^1	2	56	23
X^2	2	48	22
X^3	2	42	19
X^4	2	31	17
X^5	2	18	7
X^6	2	7	2
X^7	2	2	2
X^8	2	7	2

X^0	2	111	59
X^1	2	113	59
X^2	2	112	64
X^3	2	108	60
X^4	2	92	43
X^5	2	73	39
X^6	1	67	26
X^7	0	34	15
X^8	0	64	23

X^0	1	30	10
X^1	1	31	11
X^2	1	26	7
X^3	1	21	3
X^4	3	24	4
X^5	1	22	3
X^6	0	20	4
X^7	5	28	10
X^8	3	27	7

X^0	2	81	38
X^1	2	76	33
X^2	2	72	33
X^3	2	66	32
X^4	2	57	31
X^5	4	47	29
X^6	2	40	21
X^7	2	36	22
X^8	1	38	8

X^0	2	42	22
X^1	2	34	17
X^2	2	29	15
X^3	2	24	13
X^4	1	24	14
X^5	1	12	1
X^6	0	15	13
X^7	0	14	9
X^8	0	15	2

X^0	4	47	21
X^1	4	43	16
X^2	9	44	20
X^3	4	39	16
X^4	5	39	15
X^5	4	28	10
X^6	6	32	19
X^7	4	20	12
X^8	6	30	20

X^0	7	55	32
X^1	7	59	36
X^2	8	61	39
X^3	7	62	40
X^4	7	52	34
X^5	7	56	40
X^6	7	39	30
X^7	7	36	29
X^8	1	41	27

X^0	3	192	97
X^1	3	190	95
X^2	3	188	93
X^3	3	188	93
X^4	3	184	94
X^5	3	181	91
X^6	9	180	96
X^7	3	95	79
X^8	3	5	3

X^0	2	62	20
X^1	2	66	22
X^2	2	67	20
X^3	2	66	21
X^4	2	45	20
X^5	2	42	20
X^6	0	48	10
X^7	4	49	26
X^8	0	48	21

X^0	3	23	12
X^1	1	19	8
X^2	0	19	9
X^3	0	19	11
X^4	2	21	9
X^5	0	16	4
X^6	2	17	2
X^7	1	8	1
X^8	3	23	9

X^0	3	36	14
X^1	1	36	14
X^2	1	33	14
X^3	2	34	14
X^4	2	36	17
X^5	1	31	15
X^6	0	34	14
X^7	0	26	11
X^8	0	29	9

X^0	3	87	40
X^1	3	84	42
X^2	3	76	34
X^3	3	77	35
X^4	3	67	36
X^5	3	67	49
X^6	3	54	39
X^7	2	34	22
X^8	0	22	5

X^0	2	224	218
X^1	2	226	220
X^2	2	224	219
X^3	3	226	223
X^4	2	224	221
X^5	2	224	219
X^6	2	220	193
X^7	2	194	192
X^8	0	223	195

X^0	1	64	23
X^1	1	56	25
X^2	8	58	27
X^3	2	49	28
X^4	2	41	21
X^5	3	43	30
X^6	1	25	10
X^7	1	35	18
X^8	0	13	0

X^0	2	175	81
X^1	4	183	89
X^2	2	177	87
X^3	2	173	82
X^4	2	166	77
